"","fid","2.sell.place.name","2.sell.place.ward","2.sell.place.district","6.buy.place.name","6.buy.place.ward","6.buy.place.district","2.sell.place.ward.final","2.sell.place.district.final","2.sell.place.region.final","acceptAll.final.x","6.buy.place.ward.final","6.buy.place.district.final","6.buy.place.region.final","acceptAll.final.y"
"1002",1153712,"lukande","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1003",1153713,"lukande","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1004",1153714,"lukande","lukande","ulanga","lukande","lukande","ulanga","lukande","ulanga.dc","morogoro","acceptWDR0","lukande","ulanga.dc","morogoro","acceptWDR0"
"1005",1153715,NA,NA,NA,"lukande","lukande","ulanga",NA,NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0"
"1006",1153716,"lukande","lukande","ulanga","mahenge","mahenge","ulanga","lukande","ulanga.dc","morogoro","acceptWDR0","mahenge","ulanga.dc","morogoro","acceptWDR0"
"1007",1153717,"lukande","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1008",1153718,NA,NA,NA,"lukande.chera","lukande","ulanga",NA,NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0"
"1009",1153719,"lukande.nyumbani","lukande","ulanga","nyumbani.lukande","lukande","lukande","lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1010",1153720,"lukande.nyumbani","lukande","ulanga","lukande.nyumbani","lukande","malinyi","lukande","ulanga.dc","morogoro","acceptWDR0","lukande","ulanga.dc","morogoro","acceptWDR1"
"1011",1153721,"kichangani.nyumbani","kichangani","ulanga",NA,NA,NA,"kichangani","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1012",1153722,"uponera.ibuyu","uponera","ulanga","uponera.ibuyu.nyumbani","lukande","ulanga",NA,NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0"
"1013",1153723,"gombe.nyumbani","lukande","lukande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014",1153724,NA,NA,NA,"kijiji.cha.lyandu.nyumbani","uponera","ulanga",NA,NA,NA,NA,NA,NA,NA,NA
"1015",1153727,"lukande.kitongoji.cha.chera","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1016",1153822,"chiungutwa","chiungutwa","masasi","upanga","silabu","masasi","chiungutwa","masasi.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1017",1153823,NA,NA,NA,"liloya","chikukwe","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1018",1153824,"manyuli","mnavira","masasi",NA,NA,NA,"mnavira","masasi.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1019",1153825,"mnavira","mnavira","masasi","nakarara","nakarara","masasi","mnavira","masasi.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1020",1153826,"nanyumbu","nanyumbu","nanyumbu","upanga","silabu","masasi","nanyumbu","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1021",1153827,"nanyumbu.tabora.mbeya.sumbawanga","nanyumbu.mbeya.sumbawanga.tabora","nanyumbu.mbeya.tabora.sumbawanga","uwanja.wa.fisi","napupa","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1022",1153828,NA,NA,NA,"nangaya","mwengemtapika","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1023",1153829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024",1153830,"nangaya","mwengemtapika","masasi","masasi.mjini","mwengemtapika","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1025",1153831,"nangaya","mwengemtapika","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026",1153832,"masasi.dar.es.salaam.newala","masasi.dar.es.salaam.newala","masasi.newala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027",1153833,"upanga","silabu","masasi","kambi.ya.fisi","napupa","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1028",1153834,NA,NA,NA,"wapiwapi","silabu","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1029",1153835,"makong.onda","makong.onda","masasi",NA,NA,NA,"mnavira","masasi.dc","mtwara","acceptHF0",NA,NA,NA,NA
"1030",1153836,"matawale","matawale","masasi","mwenge","mwengemtapika","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1031",1153838,"nangaya","mwenge.mtapika","masasi","sabasaba","mkuti","masasi","mwenge.mtapika","masasi.tc","mtwara","acceptWDR1","mkuti","masasi.tc","mtwara","acceptWDR1"
"1032",1153839,NA,NA,NA,"wapiwapi","napupa","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1033",1153840,"chigugu","chigugu","masasi",NA,NA,NA,"chigugu","masasi.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1034",1153841,"makong.onda","makong.onda","masasi","maendeleo","mkomaindo","masasi","mnavira","masasi.dc","mtwara","acceptHF0","mkomaindo","masasi.tc","mtwara","acceptWDR1"
"1035",1153842,NA,NA,NA,"mbonde","mwenge.mtapika","masasi",NA,NA,NA,NA,"mwenge.mtapika","masasi.tc","mtwara","acceptWDR1"
"1036",1153927,"iheha","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1037",1153929,"iheha","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1038",1153930,NA,NA,NA,"mafinga","mafinga","mufindi",NA,NA,NA,NA,NA,NA,NA,NA
"1039",1153931,"mahango","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1040",1153932,"chalisuka","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1041",1153933,"mahango","madibira","mbarali","mahango","madibira","mbarali","madibira","mbarali.dc","mbeya","acceptWDR0","madibira","mbarali.dc","mbeya","acceptWDR0"
"1042",1153934,"iheha","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1043",1153935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044",1153936,"mahango","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1045",1153937,"chalisuka","madibira","mfindi","sadani","sadani","mufindi",NA,NA,NA,NA,"sadani","mufindi.dc","iringa","acceptWDR0"
"1046",1153938,"mkunywa","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1047",1153939,"iheha","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1048",1153940,"nyamakuyu","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1049",1153941,"nyamakuyu","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1050",1153942,"magigiwe","miyombweni","mbarali",NA,NA,NA,"miyombweni","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1051",1153943,"ushirika","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1052",1153944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053",1153945,"iheha","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1054",1153946,NA,NA,NA,"iheha","madibila","mbarali",NA,NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR2"
"1055",1153947,NA,NA,NA,"mkunywa","madibila","mbarali",NA,NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR2"
"1056",1153948,"chalisuka","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1057",1153949,NA,NA,NA,"ikoga","madibira","mbarali",NA,NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0"
"1058",1153950,"mkoga","madibira","mbarali","mkoga","madibira","mbarali","madibira","mbarali.dc","mbeya","acceptWDR0","madibira","mbarali.dc","mbeya","acceptWDR0"
"1059",1153951,"madibira","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1060",1153952,"madibira","madibira","mbarali","lugoda","lugoda","mufindi","madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1061",1153953,NA,NA,NA,"iheha","madibira","mbarali",NA,NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0"
"1062",1153954,"mlonga.na.nyamakuyu","madibila","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR2",NA,NA,NA,NA
"1063",1153955,"chalisuka","madibila","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR2",NA,NA,NA,NA
"1064",1153956,"mkunywa","madibila","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR2",NA,NA,NA,NA
"1065",1153957,"mwaya","mwaya","ulanga",NA,NA,NA,"mwaya","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1066",1153958,NA,NA,NA,"mayote","lukande","ulanga",NA,NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0"
"1067",1153959,"mwaya","mwaya","ulanga",NA,NA,NA,"mwaya","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1068",1153960,"lukande","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1069",1153961,"lukande","lukande","ulanga","chipa","lukande","ulanga","lukande","ulanga.dc","morogoro","acceptWDR0","lukande","ulanga.dc","morogoro","acceptWDR0"
"1070",1153962,"lukande","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1071",1153963,"lukande","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1072",1153964,"iheha","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1073",1153965,"chalisuka","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1074",1153966,"muungano","muungano","mbarali",NA,NA,NA,"muungano","kyela.dc","mbeya","acceptWR0",NA,NA,NA,NA
"1075",1153967,NA,NA,NA,"igomaa.iringa","sadani","mufindi",NA,NA,NA,NA,"sadani","mufindi.dc","iringa","acceptWDR0"
"1076",1153968,"muungano","madibira","mbarali","mapogoro","mapogoro","mbarali","madibira","mbarali.dc","mbeya","acceptWDR0","mapogoro","mbarali.dc","mbeya","acceptWDR0"
"1077",1153969,NA,NA,NA,"mkunyikwa","mad","mb",NA,NA,NA,NA,NA,NA,NA,NA
"1078",1153970,"iheha","madibira","mbarali","mapogoro","madibira","mbarali","madibira","mbarali.dc","mbeya","acceptWDR0","madibira","mbarali.dc","mbeya","acceptWDR0"
"1079",1153971,"iheha","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1080",1153972,NA,NA,NA,"inyasungulu","madibira","mbarali",NA,NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0"
"1081",1153973,NA,NA,NA,"iheha","mad","mbarali",NA,NA,NA,NA,NA,NA,NA,NA
"1082",1154055,"kalampaka","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1083",1154056,"songambele","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1084",1154057,"skonge","skonge","skonge",NA,NA,NA,"sikonge","sikonge.dc","tabora","acceptWDR2",NA,NA,NA,NA
"1085",1154058,"inyonga","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1086",1154059,"inyonga","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1087",1154060,"kaulolo","inyonga","wilaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088",1154066,"kanoge","uzega","inyonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089",1154068,"inyonga","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1090",1154069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091",1154070,"inyonga","inyonga","mlele","inyonga","inyonga","mlele","inyonga","mlele.dc","katavi","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"1092",1154071,NA,NA,NA,"mapili","pwaga","mlele",NA,NA,NA,NA,"ilela","mlele.dc","katavi","acceptHF3"
"1093",1154073,"inyonga","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1094",1154074,"muze","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1095",1154075,"muze","muze","sumbawanga","ntalamila","intamila","sumbawanga","muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1096",1154076,"muze","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1097",1154078,"mnazi","kalumbaleza","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptHF0",NA,NA,NA,NA
"1098",1154079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099",1154081,NA,NA,NA,"ilanga","muze","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1100",1154083,"ilanga","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1101",1154085,"muze","muze","sumbawanga","majimoto","majimoto","mlele","muze","sumbawanga.dc","rukwa","acceptWDR0","majimoto","mpimbwe.dc","katavi","acceptWDR1"
"1102",1154087,"uzia","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1103",1154088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104",1154090,"ulanga","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1105",1154188,"kisongambele","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1106",1154189,"maswa","maswa","sinyanga","inyonga","inyonga","mlele",NA,NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0"
"1107",1154192,"kamsisi","inyonga","mlele","kamsisi","inyonga","mlele","inyonga","mlele.dc","katavi","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"1108",1154197,NA,NA,NA,"songambele","inyonga","inyonga",NA,NA,NA,NA,NA,NA,NA,NA
"1109",1154198,"mapili","mapili","mlele","mapili","inyonga","mlele","ilela","mlele.dc","katavi","acceptHF0","inyonga","mlele.dc","katavi","acceptWDR0"
"1110",1154199,NA,NA,NA,"kamalampaka","inyonga","mlele",NA,NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0"
"1111",1154207,"ilala","inyonga","mlele","ilunde","inyonga","mlele","inyonga","mlele.dc","katavi","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"1112",1154208,NA,NA,NA,"kalovya","inyonga","mlele",NA,NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0"
"1113",1154209,NA,NA,NA,"ilembo","inyonga","mlele",NA,NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0"
"1114",1154210,"utende","mamba.moja","mlele","ngombe","utende","mlele","utende","mlele.dc","katavi","acceptHF6","utende","mlele.dc","katavi","acceptWDR0"
"1115",1154211,"songambele","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1116",1154212,"mapili","inyonga","mlele","mapili","inyonga","mlele","inyonga","mlele.dc","katavi","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"1117",1154213,NA,NA,NA,"kankelele","inyonya","mlele",NA,NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR2"
"1118",1154215,"nambamoja","inyonga","mlele","nambamoja","inyonga","mlele","inyonga","mlele.dc","katavi","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"1119",1154216,NA,NA,NA,"finga","finga","sumbawanga",NA,NA,NA,NA,"mfinga","sumbawanga.dc","rukwa","acceptWDR2"
"1120",1154217,NA,NA,NA,"ilanga","muze","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1121",1154218,NA,NA,NA,"ilanga","muze","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1122",1154219,NA,NA,NA,"muze","muze","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1123",1154221,"daresalamu","pugu","pugu","tabora","tabora","tabora",NA,NA,NA,NA,NA,NA,NA,NA
"1124",1154222,NA,NA,NA,"muze","muze","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1125",1154224,"izia","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1126",1154226,"kakulwa","muze","sumbawanga","muze","muze","sumbawanga","muze","sumbawanga.dc","rukwa","acceptWDR0","muze","sumbawanga.dc","rukwa","acceptWDR0"
"1127",1154227,NA,NA,NA,"muze","muze","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1128",1154228,NA,NA,NA,"mpamba","muze","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1129",1154229,NA,NA,NA,"uzia","muze","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1130",1154230,NA,NA,NA,"muze","muze","sumabwanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1131",1154231,NA,NA,NA,"kalumbaleza","kalimbaleza","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptHF2"
"1132",1154232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",1154233,"uzia","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1134",1154234,"muze","muze","sumabwanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1135",1154235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",1154236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137",1154237,"ilanga","muze","sumabwanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1138",1154238,"mria","kalumbaleza","sumabwanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptHF0",NA,NA,NA,NA
"1139",1154279,NA,NA,NA,"mpete","mwadui","sumbawanga",NA,NA,NA,NA,"mfinga","sumbawanga.dc","rukwa","acceptHF6"
"1140",1154280,"ilanga","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1141",1154281,NA,NA,NA,"kanindi","majimoto","sumbawanga",NA,NA,NA,NA,NA,NA,NA,NA
"1142",1154282,NA,NA,NA,"mtowisa","myowisa","sumbawanga",NA,NA,NA,NA,"mtowisa","sumbawanga.dc","rukwa","acceptWDR2"
"1143",1154283,"ilanga","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1144",1154284,"muze","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1145",1154285,"mfinga","mfinga","sumbawanga",NA,NA,NA,"mfinga","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1146",1154286,NA,NA,NA,"kisa","mtowisa","sumbawanga",NA,NA,NA,NA,"mtowisa","sumbawanga.dc","rukwa","acceptWDR0"
"1147",1154287,NA,NA,NA,"kalimbaleza","kalumbaleza","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptHF0"
"1148",1154288,"muze","muze","sumbawanga","ntalamila","kate","nkasi","muze","sumbawanga.dc","rukwa","acceptWDR0","kate","nkasi.dc","rukwa","acceptWDR0"
"1149",1154289,NA,NA,NA,"kakulwe","muze","sumbawanga",NA,NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0"
"1150",1154290,"muze","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1151",1154317,NA,NA,NA,"miula","miula","nkasi",NA,NA,NA,NA,"kate","nkasi.dc","rukwa","acceptHF3"
"1152",1154318,"majengo","majengo","sumbawanga.munispaa","majengo","majengo","sumbawanga.manispaa","majengo","sumbawanga.mc","rukwa","acceptWDR0","majengo","sumbawanga.mc","rukwa","acceptWDR0"
"1153",1154319,NA,NA,NA,"ntuchi","tuchi","nkasi",NA,NA,NA,NA,"isale","nkasi.dc","rukwa","acceptHF2"
"1154",1154320,"ntalamila","kate","nkasi",NA,NA,NA,"kate","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1155",1154321,"miula","miula","nkasi",NA,NA,NA,"kate","nkasi.dc","rukwa","acceptHF3",NA,NA,NA,NA
"1156",1154322,NA,NA,NA,"kate","kate","nkasi",NA,NA,NA,NA,"kate","nkasi.dc","rukwa","acceptWDR0"
"1157",1154323,"kalundi",NA,"nkasi",NA,NA,NA,"kipande","nkasi.dc","rukwa","acceptHF2",NA,NA,NA,NA
"1158",1154324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159",1154325,"sumbawanga.mjini","mazwi","sumbawanga","mazwi","mazwi","sumbawanga","mazwi","sumbawanga.mc","rukwa","acceptWDR1","mazwi","sumbawanga.mc","rukwa","acceptWDR1"
"1160",1154326,"ntalamila","kate","nkasi",NA,NA,NA,"kate","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1161",1154372,"mapogoro","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1162",1154373,"mapogoro","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1163",1154374,"mahango","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1164",1154375,"miyombweni","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1165",1154376,"magigiwe","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1166",1154384,NA,NA,NA,"igawa","lugelele","mbarali",NA,NA,NA,NA,"lugelele","mbarali.dc","mbeya","acceptWDR0"
"1167",1154385,NA,NA,NA,"mapogoro","mapogoro","mbarali",NA,NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0"
"1168",1154386,"muungano","igava","mbarali",NA,NA,NA,"igava","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1169",1154387,NA,NA,NA,"nyakazombe","mapogoro","mbarali",NA,NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0"
"1170",1154388,NA,NA,NA,"miyombweni","miyombweni","mbarali",NA,NA,NA,NA,"miyombweni","mbarali.dc","mbeya","acceptWDR0"
"1171",1154389,NA,NA,NA,"makambako","wanging.ombe","wanging.ombe",NA,NA,NA,NA,"wanging.ombe","wanging.ombe.dc","njombe","acceptWDR0"
"1172",1154390,NA,NA,NA,"iheha","madibira","mbarali",NA,NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0"
"1173",1154396,"mapogoro","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1174",1154397,"iheha","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1175",1154398,NA,NA,NA,"ulungu","mapogoro","mbarali",NA,NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0"
"1176",1154399,"mapogoro","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1177",1154400,"mapogoro","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1178",1154401,NA,NA,NA,"mahango","madibira","mbarali",NA,NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0"
"1179",1154402,NA,NA,NA,"magigiwe","miyombweni","mbarali",NA,NA,NA,NA,"miyombweni","mbarali.dc","mbeya","acceptWDR0"
"1180",1154430,"mapogoro.magigiwe","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1181",1154431,"magigiwe","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1182",1154432,"mapogoro","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1183",1154433,"magigiwe",NA,NA,"mapo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184",1154434,"ushirika","mahango","mbarali","ugoda","lugoda","mufindi","madibira","mbarali.dc","mbeya","acceptHF1",NA,NA,NA,NA
"1185",1154435,"mapogoro","mapogoro","mbarali","makambako","makambako","njombe","mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1186",1154436,"mapogoro","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1187",1154437,"magigiwa","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1188",1154438,"mapogoro","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1189",1154439,"chalisuka.madibira","madibira","mbarali",NA,NA,NA,"madibira","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1190",1154710,"kate","kate","nkasi",NA,NA,NA,"kate","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1191",1154711,"chala","chala","nkasi",NA,NA,NA,"chala","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1192",1154712,"itekesha","kate","nkasi",NA,NA,NA,"kate","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
