"","place","ward.A","dist.A","reg.A","pwd.A","wd.A","wdr.A","ward.B","dist.B","reg.B","wd.B","wdr.B","dist.A.dist","reg.A.dist","ward.A.dist","dist","dist_sum","acceptWDR"
"1701","saja","saja","wanging.ombe.dc","njombe","saja-saja-wanging.ombe.dc","saja-wanging.ombe.dc","saja-wanging.ombe.dc-njombe","saja","wanging.ombe.dc","njombe","saja-wanging.ombe.dc","saja-wanging.ombe.dc-njombe",0,0,0,NA,0,"acceptWDR0"
"1702","saja","tanga","kilindi.dc","tanga","saja-tanga-kilindi.dc","tanga-kilindi.dc","tanga-kilindi.dc-tanga","kisangasa","kilindi.dc","tanga","kisangasa-kilindi.dc","kisangasa-kilindi.dc-tanga",0,0,0.251851851851852,NA,0.251851851851852,NA
"1703","sakwe","sakwe","bariadi.tc","simiyu","sakwe-sakwe-bariadi.tc","sakwe-bariadi.tc","sakwe-bariadi.tc-simiyu","sakwe","bariadi.dc","simiyu","sakwe-bariadi.dc","sakwe-bariadi.dc-simiyu",0.0666666666666668,0,0,NA,0.0666666666666668,"acceptWDR1"
"1704","salalia","matongo","bariadi.dc","simiyu","salalia-matongo-bariadi.dc","matongo-bariadi.dc","matongo-bariadi.dc-simiyu","matongo","bariadi.dc","simiyu","matongo-bariadi.dc","matongo-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1705","salama","haya","kwimba.dc","mwanza","salama-haya-kwimba.dc","haya-kwimba.dc","haya-kwimba.dc-mwanza","malya","kwimba.dc","mwanza","malya-kwimba.dc","malya-kwimba.dc-mwanza",0,0,0.216666666666667,NA,0.216666666666667,NA
"1706","salama","nhaya","magu.dc","mwanza","salama-nhaya-magu.dc","nhaya-magu.dc","nhaya-magu.dc-mwanza","ng.haya","magu.dc","mwanza","ng.haya-magu.dc","ng.haya-magu.dc-mwanza",0,0,0.0952380952380952,NA,0.0952380952380952,"acceptWDR2"
"1707","salamiti","sofi","malinyi.dc","morogoro","salamiti-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1708","salamiti.nyumbani.kitongoji.cha.sofi","sofi","malinyi.dc","morogoro","salamiti.nyumbani.kitongoji.cha.sofi-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1709","salamiti.sofi","sofi","malinyi.dc","morogoro","salamiti.sofi-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1710","salawe","salawe","shinyanga.dc","shinyanga","salawe-salawe-shinyanga.dc","salawe-shinyanga.dc","salawe-shinyanga.dc-shinyanga","salawe","shinyanga.dc","shinyanga","salawe-shinyanga.dc","salawe-shinyanga.dc-shinyanga",0,0,0,NA,0,"acceptWDR0"
"1711","salulu","signali","ifakara.tc","morogoro","salulu-signali-ifakara.tc","signali-ifakara.tc","signali-ifakara.tc-morogoro","kibaoni","ifakara.tc","morogoro","kibaoni-ifakara.tc","kibaoni-ifakara.tc-morogoro",0,0,0.369047619047619,NA,0.369047619047619,NA
"1712","salunda","sima","bariadi.tc","simiyu","salunda-sima-bariadi.tc","sima-bariadi.tc","sima-bariadi.tc-simiyu","sima","bariadi.tc","simiyu","sima-bariadi.tc","sima-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1713","salungu","somanda","bariadi.tc","simiyu","salungu-somanda-bariadi.tc","somanda-bariadi.tc","somanda-bariadi.tc-simiyu","somanda","bariadi.tc","simiyu","somanda-bariadi.tc","somanda-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1714","sanga","sanga","busega.dc","simiyu","sanga-sanga-busega.dc","sanga-busega.dc","sanga-busega.dc-simiyu","shigala","busega.dc","simiyu","shigala-busega.dc","shigala-busega.dc-simiyu",0,0,0.323809523809524,NA,0.323809523809524,NA
"1715","santa.maria","mwamkulu","tanganyika","tanganyika","santa.maria-mwamkulu-tanganyika","mwamkulu-tanganyika","mwamkulu-tanganyika-tanganyika","marungu","tanga.cc","tanga","marungu-tanga.cc","marungu-tanga.cc-tanga",0.291666666666667,0.166666666666667,0.30952380952381,NA,0.767857142857143,NA
"1716","santamaria","kabwaga","tanganyika","tanganyika","santamaria-kabwaga-tanganyika","kabwaga-tanganyika","kabwaga-tanganyika-tanganyika","mabawa","tanga.cc","tanga","mabawa-tanga.cc","mabawa-tanga.cc-tanga",0.291666666666667,0.166666666666667,0.217460317460317,NA,0.675793650793651,NA
"1717","sante","mkomba","momba.dc","songwe","sante-mkomba-momba.dc","mkomba-momba.dc","mkomba-momba.dc-songwe","kamsamba","momba.dc","songwe","kamsamba-momba.dc","kamsamba-momba.dc-songwe",0,0,0.347222222222222,NA,0.347222222222222,NA
"1718","sanungu","somanda","bariadi.tc","simiyu","sanungu-somanda-bariadi.tc","somanda-bariadi.tc","somanda-bariadi.tc-simiyu","somanda","bariadi.tc","simiyu","somanda-bariadi.tc","somanda-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1719","sapiwi","sapiwi","bariadi.dc","simiyu","sapiwi-sapiwi-bariadi.dc","sapiwi-bariadi.dc","sapiwi-bariadi.dc-simiyu","sapiwi","bariadi.dc","simiyu","sapiwi-bariadi.dc","sapiwi-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1720","sapiwi.na.igegu","sapiwi.na.igegu","bariadi.dc","simiyu","sapiwi.na.igegu-sapiwi.na.igegu-bariadi.dc","sapiwi.na.igegu-bariadi.dc","sapiwi.na.igegu-bariadi.dc-simiyu","sapiwi","bariadi.dc","simiyu","sapiwi-bariadi.dc","sapiwi-bariadi.dc-simiyu",0,0,0.2,NA,0.2,"acceptWDR2"
"1721","sasago","bariadi","bariadi.tc","simiyu","sasago-bariadi-bariadi.tc","bariadi-bariadi.tc","bariadi-bariadi.tc-simiyu","bariadi","bariadi.tc","simiyu","bariadi-bariadi.tc","bariadi-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1722","sebwesa","sibwesa","tanganyika","tanganyika","sebwesa-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","bweni","pangani.dc","tanga","bweni-pangani.dc","bweni-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"1723","sebwesa","sibwesa","tanganyika","tanganyika","sebwesa-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","mwera","pangani.dc","tanga","mwera-pangani.dc","mwera-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"1724","sekalilo","ilemba","sumbawanga.dc","rukwa","sekalilo-ilemba-sumbawanga.dc","ilemba-sumbawanga.dc","ilemba-sumbawanga.dc-rukwa","ilemba","sumbawanga.dc","rukwa","ilemba-sumbawanga.dc","ilemba-sumbawanga.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"1725","senga","kamsamba","kamsamba","kamsamba","senga-kamsamba-kamsamba","kamsamba-kamsamba","kamsamba-kamsamba-kamsamba","masaba","butiama.dc","mara","masaba-butiama.dc","masaba-butiama.dc-mara",0.441666666666667,0.402777777777778,0.138888888888889,NA,0.983333333333333,NA
"1726","sengerema","dutwa","bariadi.dc","simiyu","sengerema-dutwa-bariadi.dc","dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu","dutwa","bariadi.dc","simiyu","dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1727","senjera","mkululu","masasi.dc","mtwara","senjera-mkululu-masasi.dc","mkululu-masasi.dc","mkululu-masasi.dc-mtwara","mkululu","masasi.dc","mtwara","mkululu-masasi.dc","mkululu-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"1728","senjera","mkururu","masasi.dc","mtwara","senjera-mkururu-masasi.dc","mkururu-masasi.dc","mkururu-masasi.dc-mtwara","mkululu","masasi.dc","mtwara","mkululu-masasi.dc","mkululu-masasi.dc-mtwara",0,0,0.19047619047619,NA,0.19047619047619,"acceptWDR2"
"1729","senkwa","inyonga","mlele.dc","katavi","senkwa-inyonga-mlele.dc","inyonga-mlele.dc","inyonga-mlele.dc-katavi","inyonga","mlele.dc","katavi","inyonga-mlele.dc","inyonga-mlele.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1730","senkwq","inyonga","mlele.dc","katavi","senkwq-inyonga-mlele.dc","inyonga-mlele.dc","inyonga-mlele.dc-katavi","inyonga","mlele.dc","katavi","inyonga-mlele.dc","inyonga-mlele.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1731","sentalazaro","itenka","nsimbo.dc","katavi","sentalazaro-itenka-nsimbo.dc","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi","itenka","nsimbo.dc","katavi","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1732","sentaunyenya","madiru","mpimbwe.dc","katavi","sentaunyenya-madiru-mpimbwe.dc","madiru-mpimbwe.dc","madiru-mpimbwe.dc-katavi","majimoto","mpimbwe.dc","katavi","majimoto-mpimbwe.dc","majimoto-mpimbwe.dc-katavi",0,0,0.375,NA,0.375,NA
"1733","sentaunyenya","majimoto","mpimbwe.dc","katavi","sentaunyenya-majimoto-mpimbwe.dc","majimoto-mpimbwe.dc","majimoto-mpimbwe.dc-katavi","majimoto","mpimbwe.dc","katavi","majimoto-mpimbwe.dc","majimoto-mpimbwe.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1734","sentemalaria","sibwesa","tanganyika","tanganyika","sentemalaria-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","bweni","pangani.dc","tanga","bweni-pangani.dc","bweni-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"1735","sentemalaria","sibwesa","tanganyika","tanganyika","sentemalaria-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","mwera","pangani.dc","tanga","mwera-pangani.dc","mwera-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"1736","serengeti","nyatwali","bunda.tc","mara","serengeti-nyatwali-bunda.tc","nyatwali-bunda.tc","nyatwali-bunda.tc-mara","nyasura","bunda.tc","mara","nyasura-bunda.tc","nyasura-bunda.tc-mara",0,0,0.30952380952381,NA,0.30952380952381,NA
"1737","serengeti","nyatwali","mara","mara","serengeti-nyatwali-mara","nyatwali-mara","nyatwali-mara-mara","mbawala","mtwara.dc","mtwara","mbawala-mtwara.dc","mbawala-mtwara.dc-mtwara",0.185185185185185,0.111111111111111,0.30952380952381,NA,0.605820105820106,NA
"1738","sesele","nyakabindi","bariadi.dc","simiyu","sesele-nyakabindi-bariadi.dc","nyakabindi-bariadi.dc","nyakabindi-bariadi.dc-simiyu","nyakabindi","bariadi.tc","simiyu","nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu",0.0666666666666668,0,0,NA,0.0666666666666668,"acceptWDR1"
"1739","seutanyera","majimoto","mpimbwe.dc","katavi","seutanyera-majimoto-mpimbwe.dc","majimoto-mpimbwe.dc","majimoto-mpimbwe.dc-katavi","majimoto","mpimbwe.dc","katavi","majimoto-mpimbwe.dc","majimoto-mpimbwe.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1740","shashiri","ngudu","kwimba.dc","mwanza","shashiri-ngudu-kwimba.dc","ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza","ngudu","kwimba.dc","mwanza","ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1741","shaurimoyo","mtanila","chunya.dc","mbeya","shaurimoyo-mtanila-chunya.dc","mtanila-chunya.dc","mtanila-chunya.dc-mbeya","mtanila","chunya.dc","mbeya","mtanila-chunya.dc","mtanila-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1742","shemanangombe","lalago","maswa.dc","simiyu","shemanangombe-lalago-maswa.dc","lalago-maswa.dc","lalago-maswa.dc-simiyu","lalago","maswa.dc","simiyu","lalago-maswa.dc","lalago-maswa.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1743","shibuji","fukalo","kwimba.dc","mwanza","shibuji-fukalo-kwimba.dc","fukalo-kwimba.dc","fukalo-kwimba.dc-mwanza","fukalo","kwimba.dc","mwanza","fukalo-kwimba.dc","fukalo-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1744","shilalo","shilalo","misungwi.dc","mwanza","shilalo-shilalo-misungwi.dc","shilalo-misungwi.dc","shilalo-misungwi.dc-mwanza","shilalo","misungwi.dc","mwanza","shilalo-misungwi.dc","shilalo-misungwi.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1745","shilanona","ngudu","kwimba.dc","mwanza","shilanona-ngudu-kwimba.dc","ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza","ngudu","kwimba.dc","mwanza","ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1746","shilanona","wala","kwimba.dc","mwanza","shilanona-wala-kwimba.dc","wala-kwimba.dc","wala-kwimba.dc-mwanza","walla","kwimba.dc","mwanza","walla-kwimba.dc","walla-kwimba.dc-mwanza",0,0,0.0666666666666668,NA,0.0666666666666668,"acceptWDR2"
"1747","shinyanga","mamba","chunya.dc","mbeya","shinyanga-mamba-chunya.dc","mamba-chunya.dc","mamba-chunya.dc-mbeya","mamba","chunya.dc","mbeya","mamba-chunya.dc","mamba-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1748","shinyanga.kwetu.kiswago","sofi","malinyi.dc","morogoro","shinyanga.kwetu.kiswago-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1749","shinyanga.mwenge","dakama","maswa.dc","simiyu","shinyanga.mwenge-dakama-maswa.dc","dakama-maswa.dc","dakama-maswa.dc-simiyu","dakama","maswa.dc","simiyu","dakama-maswa.dc","dakama-maswa.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1750","shinyanga.mwenge","shinyanga.mwenge","maswa.dc","simiyu","shinyanga.mwenge-shinyanga.mwenge-maswa.dc","shinyanga.mwenge-maswa.dc","shinyanga.mwenge-maswa.dc-simiyu","isanga","maswa.dc","simiyu","isanga-maswa.dc","isanga-maswa.dc-simiyu",0,0,0.319444444444445,NA,0.319444444444445,NA
"1751","shishani","shishani","magu.dc","mwanza","shishani-shishani-magu.dc","shishani-magu.dc","shishani-magu.dc-mwanza","shishani","magu.dc","mwanza","shishani-magu.dc","shishani-magu.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1752","shushi","mwandu","kwimba.dc","mwanza","shushi-mwandu-kwimba.dc","mwandu-kwimba.dc","mwandu-kwimba.dc-mwanza","mwandu","kwimba.dc","mwanza","mwandu-kwimba.dc","mwandu-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1753","sibwesa","sibwesa","tanganyika","tanganyika","sibwesa-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","bweni","pangani.dc","tanga","bweni-pangani.dc","bweni-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"1754","sibwesa","sibwesa","tanganyika","tanganyika","sibwesa-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","mwera","pangani.dc","tanga","mwera-pangani.dc","mwera-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"1755","sibwesa","simbwesa","tanganyika","tanganyika","sibwesa-simbwesa-tanganyika","simbwesa-tanganyika","simbwesa-tanganyika-tanganyika","mwera","pangani.dc","tanga","mwera-pangani.dc","mwera-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.233333333333333,NA,0.666666666666667,NA
"1756","signal.kipingo","signal","ifakara.tc","morogoro","signal.kipingo-signal-ifakara.tc","signal-ifakara.tc","signal-ifakara.tc-morogoro","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro",0,0,0.46031746031746,NA,0.46031746031746,NA
"1757","sikonge","sikonge","sikonge.dc","tabora","sikonge-sikonge-sikonge.dc","sikonge-sikonge.dc","sikonge-sikonge.dc-tabora","sikonge","sikonge.dc","tabora","sikonge-sikonge.dc","sikonge-sikonge.dc-tabora",0,0,0,NA,0,"acceptWDR0"
"1758","silali","silali","silali","silali","silali-silali-silali","silali-silali","silali-silali-silali","ilala","ilala.mc","dar.es.salaam","ilala-ilala.mc","ilala-ilala.mc-dar.es.salaam",0.277777777777778,0.534188034188034,0.177777777777778,NA,0.98974358974359,NA
"1759","simike","utenguleusangu","mbarali.dc","mbeya","simike-utenguleusangu-mbarali.dc","utenguleusangu-mbarali.dc","utenguleusangu-mbarali.dc-mbeya","utengule.usangu","mbarali.dc","mbeya","utengule.usangu-mbarali.dc","utengule.usangu-mbarali.dc-mbeya",0,0,0.0222222222222221,NA,0.0222222222222221,"acceptWDR2"
"1760","sindano","sindano","masasi.dc","mtwara","sindano-sindano-masasi.dc","sindano-masasi.dc","sindano-masasi.dc-mtwara","sindano","masasi.dc","mtwara","sindano-masasi.dc","sindano-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"1761","sintali","kate","nkasi.dc","rukwa","sintali-kate-nkasi.dc","kate-nkasi.dc","kate-nkasi.dc-rukwa","kate","nkasi.dc","rukwa","kate-nkasi.dc","kate-nkasi.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"1762","sitalike","sitalike","nsimbo.dc","katavi","sitalike-sitalike-nsimbo.dc","sitalike-nsimbo.dc","sitalike-nsimbo.dc-katavi","sitalike","nsimbo.dc","katavi","sitalike-nsimbo.dc","sitalike-nsimbo.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1763","skonge","skonge","sikonge.dc","tabora","skonge-skonge-sikonge.dc","skonge-sikonge.dc","skonge-sikonge.dc-tabora","sikonge","sikonge.dc","tabora","sikonge-sikonge.dc","sikonge-sikonge.dc-tabora",0,0,0.0476190476190477,NA,0.0476190476190477,"acceptWDR2"
"1764","sofi","sofi","malinyi.dc","morogoro","sofi-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1765","sofi.majiji","sofi","malinyi.dc","morogoro","sofi.majiji-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1766","sofi.majiji.nyumbani","sofi","malinyi.dc","morogoro","sofi.majiji.nyumbani-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1767","sofi.majimi","sofi","malinyi.dc","morogoro","sofi.majimi-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1768","sofi.mission","sofi","malinyi.dc","morogoro","sofi.mission-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1769","sofi.nyumbani","sofi","malinyi.dc","morogoro","sofi.nyumbani-sofi-malinyi.dc","sofi-malinyi.dc","sofi-malinyi.dc-morogoro","sofi","malinyi.dc","morogoro","sofi-malinyi.dc","sofi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1770","soliwaya","wanging.ombe","wanging.ombe.dc","njombe","soliwaya-wanging.ombe-wanging.ombe.dc","wanging.ombe-wanging.ombe.dc","wanging.ombe-wanging.ombe.dc-njombe","wanging.ombe","wanging.ombe.dc","njombe","wanging.ombe-wanging.ombe.dc","wanging.ombe-wanging.ombe.dc-njombe",0,0,0,NA,0,"acceptWDR0"
"1771","solwe","nyambiti","kwimba.dc","mwanza","solwe-nyambiti-kwimba.dc","nyambiti-kwimba.dc","nyambiti-kwimba.dc-mwanza","nyambiti","kwimba.dc","mwanza","nyambiti-kwimba.dc","nyambiti-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1772","somanda","mpindo","maswa.dc","simiyu","somanda-mpindo-maswa.dc","mpindo-maswa.dc","mpindo-maswa.dc-simiyu","mpindo","maswa.dc","simiyu","mpindo-maswa.dc","mpindo-maswa.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1773","somanda","somanda","bariadi.dc","simiyu","somanda-somanda-bariadi.dc","somanda-bariadi.dc","somanda-bariadi.dc-simiyu","somanda","bariadi.tc","simiyu","somanda-bariadi.tc","somanda-bariadi.tc-simiyu",0.0666666666666668,0,0,NA,0.0666666666666668,"acceptWDR1"
"1774","somanda","somanda","bariadi.tc","simiyu","somanda-somanda-bariadi.tc","somanda-bariadi.tc","somanda-bariadi.tc-simiyu","somanda","bariadi.tc","simiyu","somanda-bariadi.tc","somanda-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1775","songambele","inyonga","inyonga","inyonga","songambele-inyonga-inyonga","inyonga-inyonga","inyonga-inyonga-inyonga","minga","singida.mc","singida","minga-singida.mc","minga-singida.mc-singida",0.342857142857143,0.285714285714286,0.20952380952381,NA,0.838095238095238,NA
"1776","songambele","inyonga","mlele.dc","katavi","songambele-inyonga-mlele.dc","inyonga-mlele.dc","inyonga-mlele.dc-katavi","inyonga","mlele.dc","katavi","inyonga-mlele.dc","inyonga-mlele.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1777","songambele","kamsisi","mlele.dc","katavi","songambele-kamsisi-mlele.dc","kamsisi-mlele.dc","kamsisi-mlele.dc-katavi","nsenkwa","mlele.dc","katavi","nsenkwa-mlele.dc","nsenkwa-mlele.dc-katavi",0,0,0.571428571428572,NA,0.571428571428572,NA
"1778","songea","songea","songea.dc","ruvuma","songea-songea-songea.dc","songea-songea.dc","songea-songea.dc-ruvuma","tanga","songea.mc","ruvuma","tanga-songea.mc","tanga-songea.mc-ruvuma",0.0740740740740742,0,0.3,NA,0.374074074074074,NA
"1779","songea","songea","songea.mc","ruvuma","songea-songea-songea.mc","songea-songea.mc","songea-songea.mc-ruvuma","tanga","songea.mc","ruvuma","tanga-songea.mc","tanga-songea.mc-ruvuma",0,0,0.3,NA,0.3,NA
"1780","songiwe","buhingo","misungwi.dc","mwanza","songiwe-buhingo-misungwi.dc","buhingo-misungwi.dc","buhingo-misungwi.dc-mwanza","buhingo","misungwi.dc","mwanza","buhingo-misungwi.dc","buhingo-misungwi.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1781","songwe","imalilasongwe","mbarali.dc","mbeya","songwe-imalilasongwe-mbarali.dc","imalilasongwe-mbarali.dc","imalilasongwe-mbarali.dc-mbeya","imalilosongwe","mbarali.dc","mbeya","imalilosongwe-mbarali.dc","imalilosongwe-mbarali.dc-mbeya",0,0,0.0790598290598291,NA,0.0790598290598291,"acceptWDR2"
"1782","songwe","ukululu","mbozi.dc","songwe","songwe-ukululu-mbozi.dc","ukululu-mbozi.dc","ukululu-mbozi.dc-songwe","iyula","mbozi.dc","songwe","iyula-mbozi.dc","iyula-mbozi.dc-songwe",0,0,0.438095238095238,NA,0.438095238095238,NA
"1783","sontaukia.mtowisa","mtowisa","sumbawanga.dc","rukwa","sontaukia.mtowisa-mtowisa-sumbawanga.dc","mtowisa-sumbawanga.dc","mtowisa-sumbawanga.dc-rukwa","mtowisa","sumbawanga.dc","rukwa","mtowisa-sumbawanga.dc","mtowisa-sumbawanga.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"1784","stendi.ya.zamani","ifakara","ifakara.tc","morogoro","stendi.ya.zamani-ifakara-ifakara.tc","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1785","sulu","mbalagane","maswa.dc","simiyu","sulu-mbalagane-maswa.dc","mbalagane-maswa.dc","mbalagane-maswa.dc-simiyu","masela","maswa.dc","simiyu","masela-maswa.dc","masela-maswa.dc-simiyu",0,0,0.296296296296296,NA,0.296296296296296,NA
"1786","sulu","mbalagane","maswa.dc","simiyu","sulu-mbalagane-maswa.dc","mbalagane-maswa.dc","mbalagane-maswa.dc-simiyu","malampaka","maswa.dc","simiyu","malampaka-maswa.dc","malampaka-maswa.dc-simiyu",0,0,0.296296296296296,NA,0.296296296296296,NA
"1787","sulu","mbalagani","maswa.dc","simiyu","sulu-mbalagani-maswa.dc","mbalagani-maswa.dc","mbalagani-maswa.dc-simiyu","masela","maswa.dc","simiyu","masela-maswa.dc","masela-maswa.dc-simiyu",0,0,0.296296296296296,NA,0.296296296296296,NA
"1788","sulu","mbalagani","maswa.dc","simiyu","sulu-mbalagani-maswa.dc","mbalagani-maswa.dc","mbalagani-maswa.dc-simiyu","malampaka","maswa.dc","simiyu","malampaka-maswa.dc","malampaka-maswa.dc-simiyu",0,0,0.296296296296296,NA,0.296296296296296,NA
"1789","sulu","mbaragane","maswa.dc","simiyu","sulu-mbaragane-maswa.dc","mbaragane-maswa.dc","mbaragane-maswa.dc-simiyu","mwamanenge","maswa.dc","simiyu","mwamanenge-maswa.dc","mwamanenge-maswa.dc-simiyu",0,0,0.327777777777778,NA,0.327777777777778,NA
"1790","sululu","signal","ifakara.tc","morogoro","sululu-signal-ifakara.tc","signal-ifakara.tc","signal-ifakara.tc-morogoro","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro",0,0,0.46031746031746,NA,0.46031746031746,NA
"1791","sululu","sululu","masasi.dc","mtwara","sululu-sululu-masasi.dc","sululu-masasi.dc","sululu-masasi.dc-mtwara","sululu","masasi.tc","mtwara","sululu-masasi.tc","sululu-masasi.tc-mtwara",0.0740740740740742,0,0,NA,0.0740740740740742,"acceptWDR1"
"1792","sulumbu","misasi","misungwi.dc","mwanza","sulumbu-misasi-misungwi.dc","misasi-misungwi.dc","misasi-misungwi.dc-mwanza","masasi","misungwi.dc","mwanza","masasi-misungwi.dc","masasi-misungwi.dc-mwanza",0,0,0.177777777777778,NA,0.177777777777778,"acceptWDR2"
