fid,1.mrkt.activity,1.mrkt.activity.other,1.mrkt.activity.other.code,1.activity.sell,1.activity.middleman,1.activity.trade,1.activity.buy,1.activity.slaughter,1.activity.food,1.activity.other,1.activity.multi,2.sell.placetype.code,2.sell.placetype.other,2.sell.place.name,2.sell.place.ward,2.sell.place.district,2.sell.placetype.other.code,2.sell.village,2.sell.town,2.sell.market,2.sell.abattoir,2.sell.otherplace,3.sell.reason,3.sell.reason.other,3.sell.reason.other.code,3.sell.business,3.sell.household,3.sell.medical,3.sell.school,3.sell.livestocktreatment,3.sell.restock,3.sell.religious,3.sell.slaughter,3.sell.income,3.sell.agriculture,3.sell.food,3.sell.otherreason,3.sellreason.multi,4.sell.transport.type,4.sell.transport.other,4.sell.transport.other.code,4.sell.foot,4.sell.vehicle,4.sell.cart,4.sell.frommrkt,4.sell.othertransport,4.sell.unknowntransport,6.buy.placetype.code,6.buy.placetype.other,6.buy.place.name,6.buy.place.ward,6.buy.place.district,6.buy.transport.yesno,6.buy.placetype.other.code,6.buy.village,6.buy.town,6.buy.market,6.buy.abattoir,6.buy.otherplace,7.buy.reason,7.buy.reason.other,7.buy.reason.other.code,7.buy.business,7.buy.restock,7.buy.breedstock,7.buy.fattening,7.buy.rearing,7.buy.homeconsumption,7.buy.religious,7.buy.slaughter,7.buy.food,7.buy.informaltrade,7.buy.income,7.buy.otherreason,7.buyreason.multi,8.buy.transport.type,8.buy.transport.other,8.buy.transport.other.code,8.buy.foot,8.buy.vehicle,8.buy.cart,8.buy.motorbike,8.buy.slaughter,8.buy.atmarket,8.buy.othertransport,8.buy.unknowntransport,12.buy.sell.per.month,unique.row.identifier.uuid.
1161675,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,6,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,-66,Pikipiki,motorbike,0,0,0,1,0,0,0,0,2,8a8d5c31-e9c9-11ec-9416-9440c9ab47f0
1161677,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,6,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,-66,Pikipiki,motorbike,0,0,0,1,0,0,0,0,3,b56ea9c2-e9c9-11ec-9416-9440c9ab47f0
1161679,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mtongwele,maputi,newala,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Pikipiki,motorbike,0,0,0,1,0,0,0,0,3,8d543fce-e9c9-11ec-9416-9440c9ab47f0
1161753,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,kapanga,katuma,tanganyika,NA,1,0,0,0,0,2 3 4 6 5 7,NA,NA,0,1,1,1,1,1,1,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,b5a24e7f-e9c9-11ec-9416-9440c9ab47f0
1161754,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,kasekese,kasekese,tanganyika,1,NA,1,0,0,0,0,2 5,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,NA,99ab8176-e9c9-11ec-9416-9440c9ab47f0
1161755,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,sibwesa,sibwesa,tanganyika,NA,1,0,0,0,0,2 3 4 5 6,NA,NA,0,1,1,1,1,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,3,b8583f93-e9c9-11ec-9416-9440c9ab47f0
1161756,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mpembe,katuma,tanganyika,1,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,3,b3971bcd-e9c9-11ec-9416-9440c9ab47f0
1161757,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,lukoma,lukoma,uvinza,1,NA,1,0,0,0,0,2 5,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,a8bb0afb-e9c9-11ec-9416-9440c9ab47f0
1161765,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,nkungwi,sibwesa,tanganyika,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,NA,9cc16602-e9c9-11ec-9416-9440c9ab47f0
1161766,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,kagunga,sibwesa,tanganyika,NA,1,0,0,0,0,2 3 4,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,8db86777-e9c9-11ec-9416-9440c9ab47f0
1161767,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mwamnkulu,mwamnkulu,tanganyika,1,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,NA,b8df469c-e9c9-11ec-9416-9440c9ab47f0
1161768,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,milinda,mpembe,tanganyika,NA,1,0,0,0,0,3 2 4 5,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,NA,9ffbc00e-e9c9-11ec-9416-9440c9ab47f0
1161769,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,sibwesa,sibwesa,tanganyika,NA,1,0,0,0,0,2 3,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,3,a7e7e96a-e9c9-11ec-9416-9440c9ab47f0
1161770,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,6,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,2,b7220ab6-e9c9-11ec-9416-9440c9ab47f0
1161771,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,kasekese,kasekese,tanganyika,NA,1,0,0,0,0,2 3 4 5 6,NA,NA,0,1,1,1,1,1,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,1,NA,mwankulu,mwamnkulu,tanganyika,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,3,9ef94e9d-e9c9-11ec-9416-9440c9ab47f0
1161772,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,sibwesa,sibwesa,tanganyika,NA,1,0,0,0,0,2 3 4 5,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,a837232f-e9c9-11ec-9416-9440c9ab47f0
1161773,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mwese,mwese,tanganyika,NA,1,0,0,0,0,4 3 2 5,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,b485bc9e-e9c9-11ec-9416-9440c9ab47f0
1161774,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,kalyalya,kalyalya,kigoma,NA,1,0,0,0,0,2 3 4,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,a4f80876-e9c9-11ec-9416-9440c9ab47f0
1161996,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,salamiti,sofi,malinyi,NA,0,0,1,0,0,1 2 3 6,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,1,NA,njiwa.juu,itete.njiwa,malinyi,1,NA,1,0,0,0,0,1 2 5 4 3,NA,NA,1,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,3,b6bab93c-ea92-11ec-9416-9440c9ab47f0
1161997,4;-66,"Mama ntilie, ananunua mbuzi kwaajili ya kupika mboga kwaajili ya chakula.",buy,0,0,0,1,0,0,0,0,3,NA,itete,itete.njiwa,malinyi,NA,0,0,1,0,0,-66,Hauzi mbuzi ila ananunua mbuzi kwaajili ya kupika mboga na supu,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,-66,Hasafirishi kwenda sehemu yoyote,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,6 -66,Anachinja mbuzi  kwaajili ya kupika supu na mboga mnadani,"slaughter, food vendor",0,0,0,0,0,1,0,1,1,0,0,0,1,-66,Hasafirishi,NA,0,0,0,0,0,0,0,0,3,d9ab74dc-ea92-11ec-9416-9440c9ab47f0
1161998,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,njiwa.kati,itete.njiwa,malinyi,NA,1,0,0,0,0,2 3,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,cf1ac62f-ea92-11ec-9416-9440c9ab47f0
1161999,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,njiwa.kati,itete.njiwa,malinyi,1,NA,1,0,0,0,0,6 -66,"Yeye ni mama ntilie, anapika chakula kijiji cha Njiwa Kati. Amenunua mbuzi ili aweze kuchinjwa kwaajili ya mboga.",food vendor,0,0,0,0,0,1,0,0,1,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,3,d9678d27-ea92-11ec-9416-9440c9ab47f0
1162000,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,usangule.a.nyumbani,usangule,malinyi,NA,1,0,0,0,0,2 3,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,cc71c6fe-ea92-11ec-9416-9440c9ab47f0
1162001,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,madibira.chini.nganawa,mtimbira,malinyi,1,NA,1,0,0,0,0,2 4 3 5,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,3,d3959109-ea92-11ec-9416-9440c9ab47f0
1162002,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,njiwa.juu,itete.njiwa,malinyi,1,NA,1,0,0,0,0,2 3 4 5,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,3,db74d4e8-ea92-11ec-9416-9440c9ab47f0
1162003,1;2;3;4,NA,NA,1,1,1,1,0,0,0,1,1,NA,usangule.a.likea,usangule,malinyi,NA,1,0,0,0,0,1 2 3 5 6,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,1,NA,usangule.a.likea.nyumbani,usangule,malinyi,1,NA,1,0,0,0,0,1 2 3 4 5 6,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,3,c383468a-ea92-11ec-9416-9440c9ab47f0
1162004,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,lupiro,lupiro,ulanga,1,NA,1,0,0,0,0,6 5 -66,Anachinja kwaajili ya nyama choma na kupika supu ya mbuzi,food vendor,0,0,0,0,1,1,0,0,1,0,0,0,1,-66,Pikipiki ( mbuzi wanapakiwa ndani ya tenga),motorbike,0,0,0,1,0,0,0,0,3,cee752a3-ea92-11ec-9416-9440c9ab47f0
1162005,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,nkongo,mwaya,ulanga,1,NA,1,0,0,0,0,5 2 3 4,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,2,NA,NA,0,1,0,0,0,0,0,0,1,bebb13b4-ea92-11ec-9416-9440c9ab47f0
1162006,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,lukande.chera,lukande,ulanga,1,NA,1,0,0,0,0,2 5 4 3,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,3,NA,NA,0,0,1,0,0,0,0,0,1,bf77c7bc-ea92-11ec-9416-9440c9ab47f0
1162007,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,chikuti,msogezi,ulanga,1,NA,1,0,0,0,0,2 3 4 5,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,2,NA,NA,0,1,0,0,0,0,0,0,3,d0f04273-ea92-11ec-9416-9440c9ab47f0
1162008,2;3;1;4,NA,NA,1,1,1,1,0,0,0,1,3,NA,itete,itete.njiwa,malinyi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,3,NA,pugu,pugu,dar.es.salaam,1,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,2,cb33bf48-ea92-11ec-9416-9440c9ab47f0
1162009,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,njiwa.kati,itete.njiwa,malinyi,NA,1,0,0,0,0,4,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,bab2e320-ea92-11ec-9416-9440c9ab47f0
1162010,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,ipera.asilia,itete.njiwa,malinyi,NA,1,0,0,0,0,3 2,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,cb73b28e-ea92-11ec-9416-9440c9ab47f0
1162011,1;2;3;4,NA,NA,1,1,1,1,0,0,0,1,1,NA,mbuyuni,minepa,ulanga,NA,1,0,0,0,0,1 2 3 4 5,NA,NA,1,1,1,1,1,0,0,0,0,0,0,0,1,3,NA,NA,0,0,1,0,0,0,1,NA,mbuyuni,minepa,ulanga,1,NA,1,0,0,0,0,1 2 3 4 6 5,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,1,3,NA,NA,0,0,1,0,0,0,0,0,3,d962adb5-ea92-11ec-9416-9440c9ab47f0
1162012,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,usangule.a,usangule,malinyi,NA,1,0,0,0,0,2 3 4,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,e236ffa4-ea92-11ec-9416-9440c9ab47f0
1162013,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,minazini.nyumbani,itete,malinyi,NA,1,0,0,0,0,2 3,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,bd07c209-ea92-11ec-9416-9440c9ab47f0
1162014,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,alabama,itete,malinyi,NA,1,0,0,0,0,2 3 4,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,d1ac8428-ea92-11ec-9416-9440c9ab47f0
1162015,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mikangaga,itete,malinyi,NA,1,0,0,0,0,2 3,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,dc6ced5b-ea92-11ec-9416-9440c9ab47f0
1162016,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,ipera.asilia,itete.njiwa,malinyi,NA,1,0,0,0,0,2 3,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,bc043e0c-ea92-11ec-9416-9440c9ab47f0
1162017,1;2;3;4,NA,NA,1,1,1,1,0,0,0,1,3,NA,itete,itete.njiwa,malinyi,NA,0,0,1,0,0,1 2 3,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,-66,Wanyama alionao amewanunua mnadani,frommarket,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Hasafirishi wanyama alionunua,motorbike,0,0,0,1,0,0,0,0,3,d0d6d15e-ea92-11ec-9416-9440c9ab47f0
1162018,1;2;3;4,NA,NA,1,1,1,1,0,0,0,1,3,NA,itete,itete.njiwa,malinyi,NA,0,0,1,0,0,1 2 3 5 6,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,1,-66,"Hasafirishi wanyama, huwauza wote mnadani.",frommarket,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Hasafirishi wanyama,NA,0,0,0,0,0,0,0,0,3,cd480e6d-ea92-11ec-9416-9440c9ab47f0
1162019,3;1;4,NA,NA,1,0,1,1,0,0,0,1,3,NA,salamiti,sofi,malinyi,NA,0,0,1,0,0,2 1 3 6,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,1,NA,kiswago,sofi,malinyi,1,NA,1,0,0,0,0,1 2 5 3 6,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,3,bde5e740-ea92-11ec-9416-9440c9ab47f0
1162020,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,minazi.nyumbani,itete,malinyi,1,NA,1,0,0,0,0,5 2 3,NA,NA,0,1,1,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,3,bd2b1c3d-ea92-11ec-9416-9440c9ab47f0
1162021,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,alabama,itete,malinyi,1,NA,1,0,0,0,0,2 3 4 5,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,2,d5d213d9-ea92-11ec-9416-9440c9ab47f0
1162022,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,njiwa.kati,itete.njiwa,malinyi,1,NA,1,0,0,0,0,2 3 4 5,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,3,c6363a81-ea92-11ec-9416-9440c9ab47f0
1162023,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,chikuti,msogezi,ulanga,1,NA,1,0,0,0,0,2 5 6,NA,NA,0,1,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,3,c4a6a1d4-ea92-11ec-9416-9440c9ab47f0
1162024,1;2;3;4,NA,NA,1,1,1,1,0,0,0,1,1,NA,nakafulu,lupiro,ulanga,NA,1,0,0,0,0,1 2 3 5 6,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,1,3,NA,NA,0,0,1,0,0,0,1,NA,nakafulu.nyumbani,lupiro,ulanga,1,NA,1,0,0,0,0,1 2 3 4 5 6,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,1,3,NA,NA,0,0,1,0,0,0,0,0,3,c44dc30e-ea92-11ec-9416-9440c9ab47f0
1162025,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,magereza.nyumbani,iragua,malinyi,NA,1,0,0,0,0,2 3,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,3,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,c3a10a12-ea92-11ec-9416-9440c9ab47f0
1162034,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,mnavira,mnavira,masasi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Pikipiki,other,0,0,0,0,1,0,1,NA,nanguruwe,nanguruwe,newala,1,NA,1,0,0,0,0,1 6,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,1,-66,Pikipiki,motorbike,0,0,0,1,0,0,0,0,3,bc70b286-ea92-11ec-9416-9440c9ab47f0
1162036,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,chikolopola,chikolopola,masasi,NA,1,0,0,0,0,4,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,dae6cd01-ea92-11ec-9416-9440c9ab47f0
1162038,1;3,NA,NA,1,0,1,0,0,0,0,1,1,NA,muhesi,muhesi,tunduru,NA,1,0,0,0,0,1 4,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,2,NA,NA,0,1,0,0,0,0,2,NA,masasi,masasi,masasi,1,NA,0,1,0,0,0,1 6,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,1,2,NA,NA,0,1,0,0,0,0,0,0,1,e5c3be7a-ea92-11ec-9416-9440c9ab47f0
1162084,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,manyuli,mnavira,masasi,NA,1,0,0,0,0,2 4 1,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,1,-66,Kwa mguu au pikipiki,other,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Kwa mguu au kwa pikipiki,NA,0,0,0,0,0,0,0,0,2,bdc4f664-ea92-11ec-9416-9440c9ab47f0
