"place","ward.A","ward.B","ward.A.dist","wdr.A","wdr.B"
"msembeta","msembeta","mtumba",0.277777777777778,"msembeta-dodoma.cc-dodoma","mtumba-dodoma.cc-dodoma"
"msowelo","msowelo","msowero",0.0952380952380952,"msowelo-kilosa.dc-morogoro","msowero-kilosa.dc-morogoro"
"mtaa.wa.lingatu","kisarawe.2","kisarawe.ii",0.093939393939394,"kisarawe.2-kigamboni.mc-dar.es.salaam","kisarawe.ii-kigamboni.mc-dar.es.salaam"
"mtambaswala","masunguru","masuguru",0.0370370370370371,"masunguru-nanyumbu.dc-mtwara","masuguru-nanyumbu.dc-mtwara"
"mtapenda","kilangawana","kaengesa",0.306818181818182,"kilangawana-sumbawanga.dc-rukwa","kaengesa-sumbawanga.dc-rukwa"
"mtimbila","mtimbila","mtimbira",0.0833333333333334,"mtimbila-malinyi.dc-morogoro","mtimbira-malinyi.dc-morogoro"
"mtowisa","myowisa","mtowisa",0.0952380952380952,"myowisa-sumbawanga.dc-rukwa","mtowisa-sumbawanga.dc-rukwa"
"mufindi","mufindi","mninga",0.357142857142857,"mufindi-mufindi.dc-iringa","mninga-mufindi.dc-iringa"
"mufindi","mufindi","idunda",0.357142857142857,"mufindi-mufindi.dc-iringa","idunda-mufindi.dc-iringa"
"muhesi","muhesi","muhuwesi",0.0833333333333334,"muhesi-tunduru.dc-ruvuma","muhuwesi-tunduru.dc-ruvuma"
"muhunda","ilijamate","ilujamate",0.0740740740740742,"ilijamate-misungwi.dc-mwanza","ilujamate-misungwi.dc-mwanza"
"muhunze","kata","talaga",0.361111111111111,"kata-kishapu.dc-shinyanga","talaga-kishapu.dc-shinyanga"
"mumbaka","mumbaka","mnavira",0.380952380952381,"mumbaka-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"mumbulu","nangoo","nanjota",0.253968253968254,"nangoo-masasi.dc-mtwara","nanjota-masasi.dc-mtwara"
"munyambe","munyambe","mnyambe",0.0416666666666667,"munyambe-newala.dc-mtwara","mnyambe-newala.dc-mtwara"
"muungano","muungano","mahongole",0.351851851851852,"muungano-mbarali.dc-mbeya","mahongole-mbarali.dc-mbeya"
"muze","muze","mbede",0.366666666666667,"muze-mpimbwe.dc-katavi","mbede-mpimbwe.dc-katavi"
"mvumi","msowelo","msowero",0.0952380952380952,"msowelo-kilosa.dc-morogoro","msowero-kilosa.dc-morogoro"
"mvumi","mvumi","mbumi",0.133333333333333,"mvumi-kilosa.dc-morogoro","mbumi-kilosa.dc-morogoro"
"mvumi.nyumbani","mvumi","mbumi",0.133333333333333,"mvumi-kilosa.dc-morogoro","mbumi-kilosa.dc-morogoro"
"mwabagole","mwan.galang.a","mwang.halanga",0.0790598290598291,"mwan.galang.a-kwimba.dc-mwanza","mwang.halanga-kwimba.dc-mwanza"
"mwabhagole","mwang.aranga","mwang.halanga",0.0790598290598291,"mwang.aranga-kwimba.dc-mwanza","mwang.halanga-kwimba.dc-mwanza"
"mwabuga","misasi","masasi",0.177777777777778,"misasi-misungwi.dc-mwanza","masasi-misungwi.dc-mwanza"
"mwabuhi","kabila","nkalalo",0.253968253968254,"kabila-kwimba.dc-mwanza","nkalalo-kwimba.dc-mwanza"
"mwagilili","nundulu","nhundulu",0.0416666666666667,"nundulu-misungwi.dc-mwanza","nhundulu-misungwi.dc-mwanza"
"mwagoli","kabila","kisesa",0.333333333333333,"kabila-magu.dc-mwanza","kisesa-magu.dc-mwanza"
"mwakibiga","mwakidiga","ng.wigwa",0.351851851851852,"mwakidiga-maswa.dc-simiyu","ng.wigwa-maswa.dc-simiyu"
"mwakiroba","rutubiga","lutubiga",0.0833333333333334,"rutubiga-busega.dc-simiyu","lutubiga-busega.dc-simiyu"
"mwakoloba","lamadi","gambosi",0.357142857142857,"lamadi-bariadi.dc-simiyu","gambosi-bariadi.dc-simiyu"
"mwamagigisi","igalukilo","kilalo",0.27037037037037,"igalukilo-bariadi.dc-simiyu","kilalo-bariadi.dc-simiyu"
"mwamagisi","chamngasa","lamadi",0.388888888888889,"chamngasa-busega.dc-simiyu","lamadi-busega.dc-simiyu"
"mwamagisi","mwasamba","ngasamo",0.30952380952381,"mwasamba-busega.dc-simiyu","ngasamo-busega.dc-simiyu"
"mwamapalala","mwamaplala","mwamapalala",0.096969696969697,"mwamaplala-itilima.dc-simiyu","mwamapalala-itilima.dc-simiyu"
"mwamashindike","mwabaratulu","mwamashimba",0.363636363636364,"mwabaratulu-maswa.dc-simiyu","mwamashimba-maswa.dc-simiyu"
"mwamigongwa","malili","kilalo",0.305555555555556,"malili-bariadi.dc-simiyu","kilalo-bariadi.dc-simiyu"
"mwamilu","bunamhala","nyamalapa",0.222222222222222,"bunamhala-itilima.dc-simiyu","nyamalapa-itilima.dc-simiyu"
"mwamkulu","mwamkulu","mkwamba",0.353571428571429,"mwamkulu-nkasi.dc-rukwa","mkwamba-nkasi.dc-rukwa"
"mwamkulu","mwamkulu","magamba",0.398809523809524,"mwamkulu-nsimbo.dc-katavi","magamba-nsimbo.dc-katavi"
"mwamloka","nghaya","ng.haya",0.0476190476190477,"nghaya-magu.dc-mwanza","ng.haya-magu.dc-mwanza"
"mwamtani","sagata","isanga",0.222222222222222,"sagata-bariadi.tc-simiyu","isanga-bariadi.tc-simiyu"
"mwamunu","mwamaplala","mwamapalala",0.096969696969697,"mwamaplala-itilima.dc-simiyu","mwamapalala-itilima.dc-simiyu"
"mwanangwa","mwanangwa","namalenga",0.195767195767196,"mwanangwa-masasi.dc-mtwara","namalenga-masasi.dc-mtwara"
"mwanangwa","mwanangwa","mwaniko",0.328042328042328,"mwanangwa-misungwi.dc-mwanza","mwaniko-misungwi.dc-mwanza"
"mwandete","basilili","busilili",0.0833333333333334,"basilili-maswa.dc-simiyu","busilili-maswa.dc-simiyu"
"mwanemba","mkurwe","mkulwe",0.111111111111111,"mkurwe-momba.dc-songwe","mkulwe-momba.dc-songwe"
"mwangika","rutubiga","lutubiga",0.0833333333333334,"rutubiga-busega.dc-simiyu","lutubiga-busega.dc-simiyu"
"mwankwaya","banehmi","sakwe",0.438095238095238,"banehmi-bariadi.dc-simiyu","sakwe-bariadi.dc-simiyu"
"mwanza","igoma","kirumba",0.323809523809524,"igoma-ilemela.mc-mwanza","kirumba-ilemela.mc-mwanza"
"mwanza","igoma","ilemela",0.323809523809524,"igoma-ilemela.mc-mwanza","ilemela-ilemela.mc-mwanza"
"mwanza","igoma","bugogwa",0.323809523809524,"igoma-ilemela.mc-mwanza","bugogwa-ilemela.mc-mwanza"
"mwanzo.mgumu","nkung.ungu","lupatingatinga",0.447619047619048,"nkung.ungu-chunya.dc-mbeya","lupatingatinga-chunya.dc-mbeya"
"mwanzoya","itubukilo","kilalo",0.388888888888889,"itubukilo-bariadi.dc-simiyu","kilalo-bariadi.dc-simiyu"
"mwasagala","misasi","masasi",0.177777777777778,"misasi-misungwi.dc-mwanza","masasi-misungwi.dc-mwanza"
"mwasamba","lutibiga","lutubiga",0.130952380952381,"lutibiga-busega.dc-simiyu","lutubiga-busega.dc-simiyu"
"mwasamba","mwasamba","ngasamo",0.30952380952381,"mwasamba-busega.dc-simiyu","ngasamo-busega.dc-simiyu"
"mwashepi","nhkunguru","nkungulu",0.115740740740741,"nhkunguru-magu.dc-mwanza","nkungulu-magu.dc-mwanza"
"mwashepi","nkunguru","nkungulu",0.0833333333333334,"nkunguru-magu.dc-mwanza","nkungulu-magu.dc-mwanza"
"mwaya.nyumbani.na.wengine.mnada.wa.lukande","kata.ya.mwaya.na.kata.ya.lukande","mwaya",0.447916666666667,"kata.ya.mwaya.na.kata.ya.lukande-ulanga.dc-morogoro","mwaya-ulanga.dc-morogoro"
"mweniemba","mkuru","mkulwe",0.3,"mkuru-momba.dc-songwe","mkulwe-momba.dc-songwe"
"mwiji","mwiji","matwiga",0.323809523809524,"mwiji-chunya.dc-mbeya","matwiga-chunya.dc-mbeya"
"mwitikila","mwitikila","mwitikira",0.0740740740740742,"mwitikila-bahi.dc-dodoma","mwitikira-bahi.dc-dodoma"
"myula","myula","kala",0.366666666666667,"myula-nkasi.dc-rukwa","kala-nkasi.dc-rukwa"
"mzia","mzia","mtibwa",0.25,"mzia-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"mziha","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"mziha","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"mziha.kwakonji","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"mziha.kwakonji","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"mziha.nyumbani","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"mziha.nyumbani","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"mzogole","mpinga","mpalanga",0.280555555555556,"mpinga-bahi.dc-dodoma","mpalanga-bahi.dc-dodoma"
"n.gwang.wale","kamondo","somanda",0.257142857142857,"kamondo-bariadi.tc-simiyu","somanda-bariadi.tc-simiyu"
"nachingwea","nachingwea","nangowe",0.180952380952381,"nachingwea-nachingwea.dc-lindi","nangowe-nachingwea.dc-lindi"
"nachinja.mnadani","misasi","masasi",0.177777777777778,"misasi-misungwi.dc-mwanza","masasi-misungwi.dc-mwanza"
"nagaga","nagaga","nanganga",0.0833333333333334,"nagaga-masasi.dc-mtwara","nanganga-masasi.dc-mtwara"
"nagaga","namelenga","namalenga",0.115740740740741,"namelenga-masasi.dc-mtwara","namalenga-masasi.dc-mtwara"
"nairombo","nairombo","mnavira",0.30952380952381,"nairombo-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"nakachindu","namwanga","namalenga",0.115740740740741,"namwanga-masasi.dc-mtwara","namalenga-masasi.dc-mtwara"
"nakarara","makong.onda","nanganga",0.373484848484849,"makong.onda-masasi.dc-mtwara","nanganga-masasi.dc-mtwara"
"nakarara","nakarara","namajani",0.333333333333333,"nakarara-masasi.dc-mtwara","namajani-masasi.dc-mtwara"
"nakarara","nakarara","nanganga",0.333333333333333,"nakarara-masasi.dc-mtwara","nanganga-masasi.dc-mtwara"
"namangale","namangale","nandagala",0.195767195767196,"namangale-ruangwa.dc-lindi","nandagala-ruangwa.dc-lindi"
"namanyere","isunta","sintali",0.217460317460317,"isunta-nkasi.dc-rukwa","sintali-nkasi.dc-rukwa"
"namatumbusi","namatumbusi","namatula",0.234848484848485,"namatumbusi-nachingwea.dc-lindi","namatula-nachingwea.dc-lindi"
"namatumbusi.nachingwea.nahoro.liwale.namajani.masasi","nang.ondo","nangowe",0.243386243386243,"nang.ondo-nachingwea.dc-lindi","nangowe-nachingwea.dc-lindi"
"namatumbuzi","namatumbusi","namatula",0.234848484848485,"namatumbusi-nachingwea.dc-lindi","namatula-nachingwea.dc-lindi"
"nambunda","michenjele","mlingula",0.366666666666667,"michenjele-masasi.dc-mtwara","mlingula-masasi.dc-mtwara"
"nambunda","michenjele","mwena",0.366666666666667,"michenjele-masasi.dc-mtwara","mwena-masasi.dc-mtwara"
"nambunda","mijejele","mlingula",0.416666666666667,"mijejele-masasi.dc-mtwara","mlingula-masasi.dc-mtwara"
"nambunda","mijelejele","mkululu",0.423809523809524,"mijelejele-masasi.dc-mtwara","mkululu-masasi.dc-mtwara"
"namwawala","namwawala","ngoheranga",0.455555555555556,"namwawala-malinyi.dc-morogoro","ngoheranga-malinyi.dc-morogoro"
"nandagala","nandagala","namangale",0.195767195767196,"nandagala-lindi.dc-lindi","namangale-lindi.dc-lindi"
"nandangala","nandagala","makandana",0.305555555555556,"nandagala-rungwe.dc-mbeya","makandana-rungwe.dc-mbeya"
"nangoo","nangoo","nanjota",0.253968253968254,"nangoo-masasi.dc-mtwara","nanjota-masasi.dc-mtwara"
"nangwala","nangwala","nandwahi",0.25,"nangwala-newala.dc-mtwara","nandwahi-newala.dc-mtwara"
"nanji.igumbilo","milola","ilonga",0.222222222222222,"milola-ulanga.dc-morogoro","ilonga-ulanga.dc-morogoro"
"napupa","napupa","nanjota",0.357142857142857,"napupa-masasi.dc-mtwara","nanjota-masasi.dc-mtwara"
"napupa","napupa","mnavira",0.357142857142857,"napupa-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"nasa","nyashimo","ngasamo",0.220238095238095,"nyashimo-busega.dc-simiyu","ngasamo-busega.dc-simiyu"
"nchinila","nchinila","chikola",0.220238095238095,"nchinila-bahi.dc-dodoma","chikola-bahi.dc-dodoma"
"ndagalu","kabila","kisesa",0.333333333333333,"kabila-magu.dc-mwanza","kisesa-magu.dc-mwanza"
"ndapo","kinyika","iniho",0.323809523809524,"kinyika-makete.dc-njombe","iniho-makete.dc-njombe"
"ndibwa","ndibwa","chiwale",0.357142857142857,"ndibwa-masasi.dc-mtwara","chiwale-masasi.dc-mtwara"
"ndibwa","ndibwa","chiwata",0.357142857142857,"ndibwa-masasi.dc-mtwara","chiwata-masasi.dc-mtwara"
"ndibwa","ndibwa","mnavira",0.357142857142857,"ndibwa-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"ndomoni","nachingwea","nangowe",0.180952380952381,"nachingwea-nachingwea.dc-lindi","nangowe-nachingwea.dc-lindi"
"nduha","kabila","nkalalo",0.253968253968254,"kabila-kwimba.dc-mwanza","nkalalo-kwimba.dc-mwanza"
"newala","newala","chiwale",0.357142857142857,"newala-masasi.dc-mtwara","chiwale-masasi.dc-mtwara"
"newala","newala","chiwata",0.357142857142857,"newala-masasi.dc-mtwara","chiwata-masasi.dc-mtwara"
"newala","newala","nanjota",0.357142857142857,"newala-masasi.dc-mtwara","nanjota-masasi.dc-mtwara"
"newala","newala","mnavira",0.357142857142857,"newala-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"newala","newala","malatu",0.333333333333333,"newala-newala.dc-mtwara","malatu-newala.dc-mtwara"
"ng.wang.aranga","ng.wang.aranga","mwang.halanga",0.322161172161172,"ng.wang.aranga-kwimba.dc-mwanza","mwang.halanga-kwimba.dc-mwanza"
"ngalaiwa","nkungu.ngu","lupatingatinga",0.447619047619048,"nkungu.ngu-chunya.dc-mbeya","lupatingatinga-chunya.dc-mbeya"
"ngalaiwe","igangwe","itewe",0.323809523809524,"igangwe-chunya.dc-mbeya","itewe-chunya.dc-mbeya"
"ngalaiwe","ngalaiwe","sangambi",0.35,"ngalaiwe-chunya.dc-mbeya","sangambi-chunya.dc-mbeya"
"ngalaiwe","nkung.ungu","lupatingatinga",0.447619047619048,"nkung.ungu-chunya.dc-mbeya","lupatingatinga-chunya.dc-mbeya"
"ngamanga","utengule","uhambule",0.333333333333333,"utengule-wanging.ombe.dc-njombe","uhambule-wanging.ombe.dc-njombe"
"ngeme","mwamaplalal","malambo",0.343722943722944,"mwamaplalal-bariadi.tc-simiyu","malambo-bariadi.tc-simiyu"
"ngh.undi","ngundu","ngudu",0.0555555555555556,"ngundu-kwimba.dc-mwanza","ngudu-kwimba.dc-mwanza"
"nghaya","nghaya","ng.haya",0.0476190476190477,"nghaya-magu.dc-mwanza","ng.haya-magu.dc-mwanza"
"ngula","ngula","ngulla",0.0555555555555556,"ngula-kwimba.dc-mwanza","ngulla-kwimba.dc-mwanza"
"nguliati","nguliati","ngulyati",0.154761904761905,"nguliati-bariadi.dc-simiyu","ngulyati-bariadi.dc-simiyu"
"nh.ungumalwa","nh.ungumalwa","hungumalwa",0.105555555555556,"nh.ungumalwa-kwimba.dc-mwanza","hungumalwa-kwimba.dc-mwanza"
"nh.ungumalwa","nhundi","ng.hundi",0.0833333333333334,"nhundi-kwimba.dc-mwanza","ng.hundi-kwimba.dc-mwanza"
"nhaya","nhaya","ng.haya",0.0952380952380952,"nhaya-magu.dc-mwanza","ng.haya-magu.dc-mwanza"
"nhindi","nhindi","nhinhi",0.111111111111111,"nhindi-chamwino.dc-dodoma","nhinhi-chamwino.dc-dodoma"
"nhundi","gatuli","ngulla",0.333333333333333,"gatuli-kwimba.dc-mwanza","ngulla-kwimba.dc-mwanza"
"njaula","mzia","mtibwa",0.25,"mzia-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"njeula.nyumbani","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"njeula.nyumbani","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"njeura","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"njeura","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"njiwa.juu","itete.njiwa","itete",0.181818181818182,"itete.njiwa-malinyi.dc-morogoro","itete-malinyi.dc-morogoro"
"njiwa.kati","itete.njiwa","itete",0.181818181818182,"itete.njiwa-malinyi.dc-morogoro","itete-malinyi.dc-morogoro"
"nkhome","nkhome","zanka",0.422222222222222,"nkhome-bahi.dc-dodoma","zanka-bahi.dc-dodoma"
"nkhome","nkhome","kigwe",0.422222222222222,"nkhome-bahi.dc-dodoma","kigwe-bahi.dc-dodoma"
"nkhwenda","nkhwenda","nondwa",0.280555555555556,"nkhwenda-bahi.dc-dodoma","nondwa-bahi.dc-dodoma"
"nkome","nkome","kigwe",0.4,"nkome-bahi.dc-dodoma","kigwe-bahi.dc-dodoma"
"nkuli","ikungu","ikungulyabashashi",0.215686274509804,"ikungu-bariadi.dc-simiyu","ikungulyabashashi-bariadi.dc-simiyu"
"nkung.ungu","nkung.ungu","lupatingatinga",0.447619047619048,"nkung.ungu-chunya.dc-mbeya","lupatingatinga-chunya.dc-mbeya"
"nkunguru","nkunguru","nkungulu",0.0833333333333334,"nkunguru-magu.dc-mwanza","nkungulu-magu.dc-mwanza"
"nkwavii","isangawana","sangambi",0.291666666666667,"isangawana-chunya.dc-mbeya","sangambi-chunya.dc-mbeya"
"nobola","nobola","kongolo",0.337301587301587,"nobola-magu.dc-mwanza","kongolo-magu.dc-mwanza"
"nonolwa","misasi","masasi",0.177777777777778,"misasi-misungwi.dc-mwanza","masasi-misungwi.dc-mwanza"
"ntalamila","intamila","laela",0.341666666666667,"intamila-sumbawanga.dc-rukwa","laela-sumbawanga.dc-rukwa"
"ntalamila","ivuna","sintali",0.323809523809524,"ivuna-nkasi.dc-rukwa","sintali-nkasi.dc-rukwa"
"ntaswa","mamba.b","mamba",0.0952380952380952,"mamba.b-mpimbwe.dc-katavi","mamba-mpimbwe.dc-katavi"
"ntatumbila","ntatumbila","sintali",0.328571428571429,"ntatumbila-nkasi.dc-rukwa","sintali-nkasi.dc-rukwa"
"ntuchi","ntuchi","sintali",0.357142857142857,"ntuchi-nkasi.dc-rukwa","sintali-nkasi.dc-rukwa"
"ntuchi","tuchi","mtenga",0.544444444444445,"tuchi-nkasi.dc-rukwa","mtenga-nkasi.dc-rukwa"
"ntuchi","tuchi","kipili",0.544444444444445,"tuchi-nkasi.dc-rukwa","kipili-nkasi.dc-rukwa"
"ntula","kashishi","kasansa",0.30952380952381,"kashishi-mpimbwe.dc-katavi","kasansa-mpimbwe.dc-katavi"
"ntungwa","mbao","mpapa",0.366666666666667,"mbao-momba.dc-songwe","mpapa-momba.dc-songwe"
"ntungwa","mkomba","kamsamba",0.347222222222222,"mkomba-momba.dc-songwe","kamsamba-momba.dc-songwe"
"ntungwa","mkuu","mkulwe",0.25,"mkuu-momba.dc-songwe","mkulwe-momba.dc-songwe"
"nyakiswa","nyakiswa","nyakatende",0.291666666666667,"nyakiswa-musoma.dc-mara","nyakatende-musoma.dc-mara"
"nyamatala","nyamatala","ilujamate",0.37037037037037,"nyamatala-misungwi.dc-mwanza","ilujamate-misungwi.dc-mwanza"
"nyambwe","nyambwe","mamba",0.323809523809524,"nyambwe-mpimbwe.dc-katavi","mamba-mpimbwe.dc-katavi"
"nyamikoma","nyamikoma","ngasamo",0.328042328042328,"nyamikoma-busega.dc-simiyu","ngasamo-busega.dc-simiyu"
"nyamswa","nyamuswa","nyangokolwa",0.306818181818182,"nyamuswa-bariadi.tc-simiyu","nyangokolwa-bariadi.tc-simiyu"
"nyashimo","kalemela","kisesa",0.375,"kalemela-magu.dc-mwanza","kisesa-magu.dc-mwanza"
"nyashimo","kalemela","sukuma",0.375,"kalemela-magu.dc-mwanza","sukuma-magu.dc-mwanza"
"nyashimo","kibinda","kabita",0.337301587301587,"kibinda-busega.dc-simiyu","kabita-busega.dc-simiyu"
"nyashimo","nyashimo","ngasamo",0.220238095238095,"nyashimo-busega.dc-simiyu","ngasamo-busega.dc-simiyu"
"nyatwali","nyatwali","nyamuswa",0.25,"nyatwali-bunda.dc-mara","nyamuswa-bunda.dc-mara"
"nyumbani.mnadani","mnadani","senani",0.253968253968254,"mnadani-maswa.dc-simiyu","senani-maswa.dc-simiyu"
"paramawe","paramawe","kabwe",0.341666666666667,"paramawe-nkasi.dc-rukwa","kabwe-nkasi.dc-rukwa"
"pugu","pugu","ruvu",0.333333333333333,"pugu-kibaha.dc-pwani","ruvu-kibaha.dc-pwani"
"rutubiga","rutubiga","lutubiga",0.0833333333333334,"rutubiga-busega.dc-simiyu","lutubiga-busega.dc-simiyu"
"sagamaganga","signal","ifakara",0.46031746031746,"signal-ifakara.tc-morogoro","ifakara-ifakara.tc-morogoro"
"sagamaganga","signali","kibaoni",0.369047619047619,"signali-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"sagamaganga.nyumbani","signal","ifakara",0.46031746031746,"signal-ifakara.tc-morogoro","ifakara-ifakara.tc-morogoro"
"saja","tanga","kisangasa",0.251851851851852,"tanga-kilindi.dc-tanga","kisangasa-kilindi.dc-tanga"
"salama","haya","malya",0.216666666666667,"haya-kwimba.dc-mwanza","malya-kwimba.dc-mwanza"
"salama","nhaya","ng.haya",0.0952380952380952,"nhaya-magu.dc-mwanza","ng.haya-magu.dc-mwanza"
"salulu","signali","kibaoni",0.369047619047619,"signali-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"sanga","sanga","shigala",0.323809523809524,"sanga-busega.dc-simiyu","shigala-busega.dc-simiyu"
"sante","mkomba","kamsamba",0.347222222222222,"mkomba-momba.dc-songwe","kamsamba-momba.dc-songwe"
"sapiwi.na.igegu","sapiwi.na.igegu","sapiwi",0.2,"sapiwi.na.igegu-bariadi.dc-simiyu","sapiwi-bariadi.dc-simiyu"
"senjera","mkururu","mkululu",0.19047619047619,"mkururu-masasi.dc-mtwara","mkululu-masasi.dc-mtwara"
"sentaunyenya","madiru","majimoto",0.375,"madiru-mpimbwe.dc-katavi","majimoto-mpimbwe.dc-katavi"
"serengeti","nyatwali","nyasura",0.30952380952381,"nyatwali-bunda.tc-mara","nyasura-bunda.tc-mara"
"shilanona","wala","walla",0.0666666666666668,"wala-kwimba.dc-mwanza","walla-kwimba.dc-mwanza"
"shinyanga.mwenge","shinyanga.mwenge","isanga",0.319444444444445,"shinyanga.mwenge-maswa.dc-simiyu","isanga-maswa.dc-simiyu"
"signal.kipingo","signal","ifakara",0.46031746031746,"signal-ifakara.tc-morogoro","ifakara-ifakara.tc-morogoro"
"simike","utenguleusangu","utengule.usangu",0.0222222222222221,"utenguleusangu-mbarali.dc-mbeya","utengule.usangu-mbarali.dc-mbeya"
"skonge","skonge","sikonge",0.0476190476190477,"skonge-sikonge.dc-tabora","sikonge-sikonge.dc-tabora"
"songambele","kamsisi","nsenkwa",0.571428571428572,"kamsisi-mlele.dc-katavi","nsenkwa-mlele.dc-katavi"
"songea","songea","tanga",0.3,"songea-songea.mc-ruvuma","tanga-songea.mc-ruvuma"
"songwe","imalilasongwe","imalilosongwe",0.0790598290598291,"imalilasongwe-mbarali.dc-mbeya","imalilosongwe-mbarali.dc-mbeya"
"songwe","ukululu","iyula",0.438095238095238,"ukululu-mbozi.dc-songwe","iyula-mbozi.dc-songwe"
"sulu","mbalagane","masela",0.296296296296296,"mbalagane-maswa.dc-simiyu","masela-maswa.dc-simiyu"
"sulu","mbalagane","malampaka",0.296296296296296,"mbalagane-maswa.dc-simiyu","malampaka-maswa.dc-simiyu"
"sulu","mbalagani","masela",0.296296296296296,"mbalagani-maswa.dc-simiyu","masela-maswa.dc-simiyu"
"sulu","mbalagani","malampaka",0.296296296296296,"mbalagani-maswa.dc-simiyu","malampaka-maswa.dc-simiyu"
"sulu","mbaragane","mwamanenge",0.327777777777778,"mbaragane-maswa.dc-simiyu","mwamanenge-maswa.dc-simiyu"
"sululu","signal","ifakara",0.46031746031746,"signal-ifakara.tc-morogoro","ifakara-ifakara.tc-morogoro"
"sulumbu","misasi","masasi",0.177777777777778,"misasi-misungwi.dc-mwanza","masasi-misungwi.dc-mwanza"
"sumaha","sumaha","sumve",0.3,"sumaha-kwimba.dc-mwanza","sumve-kwimba.dc-mwanza"
"sumaha","sumaha","malya",0.3,"sumaha-kwimba.dc-mwanza","malya-kwimba.dc-mwanza"
"sumaha","wala","walla",0.0666666666666668,"wala-kwimba.dc-mwanza","walla-kwimba.dc-mwanza"
"sumbawanga","sumbawanga.fisi","old.sumbawanga",0.206349206349206,"sumbawanga.fisi-sumbawanga.mc-rukwa","old.sumbawanga-sumbawanga.mc-rukwa"
"sumbulu","misasi","masasi",0.177777777777778,"misasi-misungwi.dc-mwanza","masasi-misungwi.dc-mwanza"
"sunsula","sunsula","ikungulyabashashi",0.330532212885154,"sunsula-bariadi.dc-simiyu","ikungulyabashashi-bariadi.dc-simiyu"
"tabora","tabora","tambukareli",0.304040404040404,"tabora-tabora.mc-tabora","tambukareli-tabora.mc-tabora"
"tanga","ngoheranga.tanga","ngoheranga",0.125,"ngoheranga.tanga-malinyi.dc-morogoro","ngoheranga-malinyi.dc-morogoro"
"tanga","tanga","usangule",0.341666666666667,"tanga-malinyi.dc-morogoro","usangule-malinyi.dc-morogoro"
"tanga.kilwa","zinga","tingi",0.266666666666667,"zinga-kilwa.dc-lindi","tingi-kilwa.dc-lindi"
"tatumbila","tatumbila","mkwamba",0.328042328042328,"tatumbila-nkasi.dc-rukwa","mkwamba-nkasi.dc-rukwa"
"tegeta","tegeta","tandale",0.46031746031746,"tegeta-kinondoni.mc-dar.es.salaam","tandale-kinondoni.mc-dar.es.salaam"
"tulindane","tulindane","mnyambe",0.412698412698413,"tulindane-newala.dc-mtwara","mnyambe-newala.dc-mtwara"
"tuliza.moyo","milola","ilonga",0.222222222222222,"milola-ulanga.dc-morogoro","ilonga-ulanga.dc-morogoro"
"tulizamoyo.igumbiro","milola","ilonga",0.222222222222222,"milola-ulanga.dc-morogoro","ilonga-ulanga.dc-morogoro"
"tunduma","mwaka","mpapa",0.266666666666667,"mwaka-momba.dc-songwe","mpapa-momba.dc-songwe"
"tunduma","sogea","saza",0.366666666666667,"sogea-songwe.dc-songwe","saza-songwe.dc-songwe"
"tunduma","tunduma","ivuna",0.323809523809524,"tunduma-momba.dc-songwe","ivuna-momba.dc-songwe"
"tunduru","tunduru","mindu",0.323809523809524,"tunduru-tunduru.dc-ruvuma","mindu-tunduru.dc-ruvuma"
"tupendane","tulindane","mnyambe",0.412698412698413,"tulindane-newala.dc-mtwara","mnyambe-newala.dc-mtwara"
"turiani","turiani","kibati",0.357142857142857,"turiani-mvomero.dc-morogoro","kibati-mvomero.dc-morogoro"
"turiani","turiani","mtibwa",0.357142857142857,"turiani-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"udimaa","kintinku","mwitikira",0.351851851851852,"kintinku-bahi.dc-dodoma","mwitikira-bahi.dc-dodoma"
"ugoda","lugoda","idunda",0.333333333333333,"lugoda-mufindi.dc-iringa","idunda-mufindi.dc-iringa"
