"place","ward.A","ward.B","ward.A.dist","wdr.A","wdr.B"
"uhambule","utenguleusangu","utengule.usangu",0.0222222222222221,"utenguleusangu-mbarali.dc-mbeya","utengule.usangu-mbarali.dc-mbeya"
"uhenga","uhenga","luduga",0.333333333333333,"uhenga-wanging.ombe.dc-njombe","luduga-wanging.ombe.dc-njombe"
"uingo","kabale","mamaye",0.333333333333333,"kabale-misungwi.dc-mwanza","mamaye-misungwi.dc-mwanza"
"ukombozi","nkung.ungu","lupatingatinga",0.447619047619048,"nkung.ungu-chunya.dc-mbeya","lupatingatinga-chunya.dc-mbeya"
"ukwangu","upendo","matundasi",0.388888888888889,"upendo-chunya.dc-mbeya","matundasi-chunya.dc-mbeya"
"ukwega","ilolompya","ilolo.mpya",0.0333333333333334,"ilolompya-iringa.dc-iringa","ilolo.mpya-iringa.dc-iringa"
"ululu","idiwili","isandula",0.398809523809524,"idiwili-mbozi.dc-songwe","isandula-mbozi.dc-songwe"
"ulwilaulwila","ulwilaulwila","urwira",0.333333333333333,"ulwilaulwila-nsimbo.dc-katavi","urwira-nsimbo.dc-katavi"
"unone","rudewa.gongoni","rudewa",0.19047619047619,"rudewa.gongoni-kilosa.dc-morogoro","rudewa-kilosa.dc-morogoro"
"upanga","silabu","sindano",0.357142857142857,"silabu-masasi.dc-mtwara","sindano-masasi.dc-mtwara"
"upendo","upendo","matundasi",0.388888888888889,"upendo-chunya.dc-mbeya","matundasi-chunya.dc-mbeya"
"uponera.ibuyu","uponera","minepa",0.357142857142857,"uponera-ulanga.dc-morogoro","minepa-ulanga.dc-morogoro"
"uponera.ibuyu","uponera","lupiro",0.357142857142857,"uponera-ulanga.dc-morogoro","lupiro-ulanga.dc-morogoro"
"uponera.ibuyu","uponera","ilonga",0.357142857142857,"uponera-ulanga.dc-morogoro","ilonga-ulanga.dc-morogoro"
"urulu","idiwili","isandula",0.398809523809524,"idiwili-mbozi.dc-songwe","isandula-mbozi.dc-songwe"
"urunda","imalilo","imalilosongwe",0.153846153846154,"imalilo-mbarali.dc-mbeya","imalilosongwe-mbarali.dc-mbeya"
"ushirika","mahango","mahongole",0.242063492063492,"mahango-mbarali.dc-mbeya","mahongole-mbarali.dc-mbeya"
"utenguleusangu","utenguleusangu","utengule.usangu",0.0222222222222221,"utenguleusangu-mbarali.dc-mbeya","utengule.usangu-mbarali.dc-mbeya"
"uwanja.fisi","napupa","nanjota",0.357142857142857,"napupa-masasi.dc-mtwara","nanjota-masasi.dc-mtwara"
"uwanja.fisi","napupa","mnavira",0.357142857142857,"napupa-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"uwanja.wa.fisi","napupa","nanjota",0.357142857142857,"napupa-masasi.dc-mtwara","nanjota-masasi.dc-mtwara"
"uwanja.wa.fisi","napupa","mnavira",0.357142857142857,"napupa-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"uwanja.wa.fisi","wapiwapi","mnavira",0.398809523809524,"wapiwapi-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"viwanja.sitini","viwanja.sitini","kibaoni",0.380952380952381,"viwanja.sitini-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"viwanjasitini.nyumbani","viwanjasitini","kibaoni",0.373626373626374,"viwanjasitini-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"wala","suma","sumve",0.216666666666667,"suma-kwimba.dc-mwanza","sumve-kwimba.dc-mwanza"
"wala","sumaha","sumve",0.3,"sumaha-kwimba.dc-mwanza","sumve-kwimba.dc-mwanza"
"wala","sumaha","malya",0.3,"sumaha-kwimba.dc-mwanza","malya-kwimba.dc-mwanza"
"wala","wala","walla",0.0666666666666668,"wala-kwimba.dc-mwanza","walla-kwimba.dc-mwanza"
"wami.sokoine","dakawa","maskati",0.357142857142857,"dakawa-mvomero.dc-morogoro","maskati-mvomero.dc-morogoro"
"wapiwapi","napupa","nanjota",0.357142857142857,"napupa-masasi.dc-mtwara","nanjota-masasi.dc-mtwara"
"wapiwapi","napupa","mnavira",0.357142857142857,"napupa-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"wapiwapi","silabu","sindano",0.357142857142857,"silabu-masasi.dc-mtwara","sindano-masasi.dc-mtwara"
"zanzui","zakayu","zagayu",0.111111111111111,"zakayu-itilima.dc-simiyu","zagayu-itilima.dc-simiyu"
"zinga.kibaoni","zinga","tingi",0.266666666666667,"zinga-kilwa.dc-lindi","tingi-kilwa.dc-lindi"
"zingakibaoni","zingakibaoni","tingi",0.288888888888889,"zingakibaoni-kilwa.dc-lindi","tingi-kilwa.dc-lindi"
