"Code","Description","Unique Row Identifier (UUID)"
"1","Senegal","5c1606d2-bec6-11eb-81ba-3822e2cde809"
"2","Mali","5c1639ad-bec6-11eb-81ba-3822e2cde809"
"3","Burkina Faso","5c16781b-bec6-11eb-81ba-3822e2cde809"
"4","Kenya","5c16b2d6-bec6-11eb-81ba-3822e2cde809"
"5","Ethiopia","5c17080d-bec6-11eb-81ba-3822e2cde809"
"6","Tanzania","5c172e01-bec6-11eb-81ba-3822e2cde809"
