"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","7. What is your main reason for buying these small ruminants? (see mrktc_lkpbuy_reason)","Unique Row Identifier (UUID)"
"1147501","1","1","1","41c48a64-dc0e-11ec-9416-9440c9ab47f0"
"1147502","1","1","1","379d2d24-dc0e-11ec-9416-9440c9ab47f0"
"1147504","1","1","6","484432b2-dc0e-11ec-9416-9440c9ab47f0"
"1147504","1","1","8","484440db-dc0e-11ec-9416-9440c9ab47f0"
"1147505","1","1","1","43fa45b8-dc0e-11ec-9416-9440c9ab47f0"
"1147509","1","1","6","39099ca7-dc0e-11ec-9416-9440c9ab47f0"
"1147510","1","1","1","3afdeeb8-dc0e-11ec-9416-9440c9ab47f0"
"1147510","1","1","6","3afe05c1-dc0e-11ec-9416-9440c9ab47f0"
"1147510","1","1","8","3afe16df-dc0e-11ec-9416-9440c9ab47f0"
"1147511","1","1","5","45ac373b-dc0e-11ec-9416-9440c9ab47f0"
"1147512","1","1","5","360bdfd8-dc0e-11ec-9416-9440c9ab47f0"
"1147513","1","1","-66","473b81e3-dc0e-11ec-9416-9440c9ab47f0"
"1147514","1","1","5","47a3aa27-dc0e-11ec-9416-9440c9ab47f0"
"1147515","1","1","-66","4413167d-dc0e-11ec-9416-9440c9ab47f0"
"1147516","1","1","5","38557b86-dc0e-11ec-9416-9440c9ab47f0"
"1147517","1","1","5","4266af3a-dc0e-11ec-9416-9440c9ab47f0"
"1147518","1","1","1","3bdd5c50-dc0e-11ec-9416-9440c9ab47f0"
"1147519","1","1","8","455d573f-dc0e-11ec-9416-9440c9ab47f0"
"1147520","1","1","8","445f07fc-dc0e-11ec-9416-9440c9ab47f0"
"1147521","1","1","1","4157fba0-dc0e-11ec-9416-9440c9ab47f0"
"1147523","1","1","1","44726202-dc0e-11ec-9416-9440c9ab47f0"
"1147524","1","1","1","3845444d-dc0e-11ec-9416-9440c9ab47f0"
"1147525","1","1","5","36b09060-dc0e-11ec-9416-9440c9ab47f0"
"1147527","1","1","1","406d15a8-dc0e-11ec-9416-9440c9ab47f0"
"1147529","1","1","1","429b03f9-dc0e-11ec-9416-9440c9ab47f0"
"1147530","1","1","1","3f168920-dc0e-11ec-9416-9440c9ab47f0"
"1147531","1","1","1","3bba8e17-dc0e-11ec-9416-9440c9ab47f0"
"1147532","1","1","1","35f9b6fd-dc0e-11ec-9416-9440c9ab47f0"
"1147533","1","1","4","4554e6c1-dc0e-11ec-9416-9440c9ab47f0"
"1147535","1","1","1","3a7f81f6-dc0e-11ec-9416-9440c9ab47f0"
"1147536","1","1","1","4840bd7e-dc0e-11ec-9416-9440c9ab47f0"
"1147536","1","1","4","4840ca45-dc0e-11ec-9416-9440c9ab47f0"
"1147537","1","1","1","445183e4-dc0e-11ec-9416-9440c9ab47f0"
"1148061","1","1","1","39bf376b-dc0e-11ec-9416-9440c9ab47f0"
"1148061","1","1","5","39bf462f-dc0e-11ec-9416-9440c9ab47f0"
"1148062","1","1","1","4781418e-dc0e-11ec-9416-9440c9ab47f0"
"1148063","1","1","1","41a862c9-dc0e-11ec-9416-9440c9ab47f0"
"1148064","1","1","1","36ed18d8-dc0e-11ec-9416-9440c9ab47f0"
"1148065","1","1","1","3e587344-dc0e-11ec-9416-9440c9ab47f0"
"1148066","1","1","1","40a11f43-dc0e-11ec-9416-9440c9ab47f0"
"1148066","1","1","4","40a12c47-dc0e-11ec-9416-9440c9ab47f0"
"1148066","1","1","5","40a139da-dc0e-11ec-9416-9440c9ab47f0"
"1148067","1","1","5","393f8d37-dc0e-11ec-9416-9440c9ab47f0"
"1148068","1","1","5","43448e82-dc0e-11ec-9416-9440c9ab47f0"
"1148070","1","1","1","3ae6facd-dc0e-11ec-9416-9440c9ab47f0"
"1148072","1","1","6","3b7b9176-dc0e-11ec-9416-9440c9ab47f0"
"1148072","1","1","8","3b7ba4c2-dc0e-11ec-9416-9440c9ab47f0"
"1148073","1","1","1","365cea9f-dc0e-11ec-9416-9440c9ab47f0"
"1148074","1","1","1","42743b10-dc0e-11ec-9416-9440c9ab47f0"
"1148075","1","1","-66","3c7b85f4-dc0e-11ec-9416-9440c9ab47f0"
"1148076","1","1","1","3c8c7c85-dc0e-11ec-9416-9440c9ab47f0"
"1148077","1","1","1","4002f610-dc0e-11ec-9416-9440c9ab47f0"
"1148078","1","1","5","3a67e83f-dc0e-11ec-9416-9440c9ab47f0"
"1148079","1","1","6","3df847a0-dc0e-11ec-9416-9440c9ab47f0"
"1148079","1","1","8","3df85597-dc0e-11ec-9416-9440c9ab47f0"
"1148080","1","1","5","3bed05c0-dc0e-11ec-9416-9440c9ab47f0"
"1148082","1","1","5","401597be-dc0e-11ec-9416-9440c9ab47f0"
"1148083","1","1","5","37220a91-dc0e-11ec-9416-9440c9ab47f0"
"1148089","1","1","1","4364ee8e-dc0e-11ec-9416-9440c9ab47f0"
"1148094","1","1","1","47adbfd0-dc0e-11ec-9416-9440c9ab47f0"
"1148094","1","1","4","47adaf24-dc0e-11ec-9416-9440c9ab47f0"
"1148095","1","1","1","44de90b0-dc0e-11ec-9416-9440c9ab47f0"
"1148097","1","1","1","40e70f9b-dc0e-11ec-9416-9440c9ab47f0"
"1148560","1","1","5","29219cf4-dc16-11ec-9416-9440c9ab47f0"
"1148561","1","1","1","474e74c5-dc0e-11ec-9416-9440c9ab47f0"
"1148563","1","1","1","4475f018-dc0e-11ec-9416-9440c9ab47f0"
"1148571","1","1","3","3627853d-dc0e-11ec-9416-9440c9ab47f0"
"1148572","1","1","6","3997f16e-dc0e-11ec-9416-9440c9ab47f0"
"1148572","1","1","8","399800e8-dc0e-11ec-9416-9440c9ab47f0"
"1148573","1","1","1","3fec3f15-dc0e-11ec-9416-9440c9ab47f0"
"1148574","1","1","-66","3b1d3898-dc0e-11ec-9416-9440c9ab47f0"
"1148575","1","1","1","4204f1e0-dc0e-11ec-9416-9440c9ab47f0"
"1148616","1","1","1","2681c518-dc16-11ec-9416-9440c9ab47f0"
"1148619","1","1","3","2f94c7a4-dc16-11ec-9416-9440c9ab47f0"
"1148621","1","1","1","2e56020d-dc16-11ec-9416-9440c9ab47f0"
"1148623","1","1","1","28825714-dc16-11ec-9416-9440c9ab47f0"
"1148626","1","1","1","244712ec-dc16-11ec-9416-9440c9ab47f0"
"1148626","1","1","2","244720fb-dc16-11ec-9416-9440c9ab47f0"
"1148738","1","1","1","3ac4836d-dc0e-11ec-9416-9440c9ab47f0"
"1148738","1","1","2","3ac49c26-dc0e-11ec-9416-9440c9ab47f0"
"1148739","1","1","1","4743c87c-dc0e-11ec-9416-9440c9ab47f0"
"1148739","1","1","5","4743d6c7-dc0e-11ec-9416-9440c9ab47f0"
"1148740","1","1","5","41b69b4d-dc0e-11ec-9416-9440c9ab47f0"
"1148743","1","1","1","42cbb496-dc0e-11ec-9416-9440c9ab47f0"
"1148745","1","1","3","3eedd115-dc0e-11ec-9416-9440c9ab47f0"
"1148745","1","1","5","3eedbee9-dc0e-11ec-9416-9440c9ab47f0"
"1148746","1","1","1","42ad6df5-dc0e-11ec-9416-9440c9ab47f0"
"1148749","1","1","1","38229e76-dc0e-11ec-9416-9440c9ab47f0"
"1148751","1","1","6","3f31dbde-dc0e-11ec-9416-9440c9ab47f0"
"1148811","1","1","5","3d9b03fb-dc0e-11ec-9416-9440c9ab47f0"
"1148812","1","1","1","398f938c-dc0e-11ec-9416-9440c9ab47f0"
"1148813","1","1","5","3fb6791b-dc0e-11ec-9416-9440c9ab47f0"
"1148814","1","1","1","43b41b92-dc0e-11ec-9416-9440c9ab47f0"
"1148816","1","1","5","3f0e0f7f-dc0e-11ec-9416-9440c9ab47f0"
"1148817","1","1","1","3e929104-dc0e-11ec-9416-9440c9ab47f0"
"1148818","1","1","1","3cd8126a-dc0e-11ec-9416-9440c9ab47f0"
"1148819","1","1","5","460f3944-dc0e-11ec-9416-9440c9ab47f0"
"1148819","1","1","8","460f4e48-dc0e-11ec-9416-9440c9ab47f0"
"1148820","1","1","1","3a78f132-dc0e-11ec-9416-9440c9ab47f0"
"1148821","1","1","5","39f20059-dc0e-11ec-9416-9440c9ab47f0"
"1148822","1","1","1","38a956f1-dc0e-11ec-9416-9440c9ab47f0"
"1148823","1","1","1","3c7f188c-dc0e-11ec-9416-9440c9ab47f0"
"1148824","1","1","5","39f821fc-dc0e-11ec-9416-9440c9ab47f0"
"1148828","1","1","1","3d3b9b2d-dc0e-11ec-9416-9440c9ab47f0"
"1148830","1","1","5","3bfcc33b-dc0e-11ec-9416-9440c9ab47f0"
"1148831","1","1","1","3deb8cb1-dc0e-11ec-9416-9440c9ab47f0"
"1148831","1","1","6","3deb9e66-dc0e-11ec-9416-9440c9ab47f0"
"1148832","1","1","5","43e285cf-dc0e-11ec-9416-9440c9ab47f0"
"1148833","1","1","5","3f9cb783-dc0e-11ec-9416-9440c9ab47f0"
"1148834","1","1","5","3e7ff45e-dc0e-11ec-9416-9440c9ab47f0"
"1148837","1","1","1","3f5b6e03-dc0e-11ec-9416-9440c9ab47f0"
"1148838","1","1","1","44e679a9-dc0e-11ec-9416-9440c9ab47f0"
"1148840","1","1","6","39cf686b-dc0e-11ec-9416-9440c9ab47f0"
"1148841","1","1","7","3cf484ea-dc0e-11ec-9416-9440c9ab47f0"
"1148842","1","1","1","3ff8a2da-dc0e-11ec-9416-9440c9ab47f0"
"1148843","1","1","6","41919882-dc0e-11ec-9416-9440c9ab47f0"
"1148843","1","1","8","4191a78c-dc0e-11ec-9416-9440c9ab47f0"
"1148844","1","1","6","3977c2a8-dc0e-11ec-9416-9440c9ab47f0"
"1148844","1","1","8","3977ce88-dc0e-11ec-9416-9440c9ab47f0"
"1148846","1","1","-66","3d0783b9-dc0e-11ec-9416-9440c9ab47f0"
"1148846","1","1","1","3d076aae-dc0e-11ec-9416-9440c9ab47f0"
"1148847","1","1","5","422769cc-dc0e-11ec-9416-9440c9ab47f0"
"1148850","1","1","6","40ecdf40-dc0e-11ec-9416-9440c9ab47f0"
"1148850","1","1","8","40ececa6-dc0e-11ec-9416-9440c9ab47f0"
"1148851","1","1","1","43686be8-dc0e-11ec-9416-9440c9ab47f0"
"1148852","1","1","5","4326e9f0-dc0e-11ec-9416-9440c9ab47f0"
"1148854","1","1","1","3e36f367-dc0e-11ec-9416-9440c9ab47f0"
"1148854","1","1","6","3e36e4c5-dc0e-11ec-9416-9440c9ab47f0"
"1148855","1","1","5","3ccc7b72-dc0e-11ec-9416-9440c9ab47f0"
"1148856","1","1","1","3f461e5a-dc0e-11ec-9416-9440c9ab47f0"
"1148857","1","1","5","3dcd22b9-dc0e-11ec-9416-9440c9ab47f0"
"1148858","1","1","1","44988f05-dc0e-11ec-9416-9440c9ab47f0"
"1148859","1","1","1","3fd0ad97-dc0e-11ec-9416-9440c9ab47f0"
"1148861","1","1","1","412c2a49-dc0e-11ec-9416-9440c9ab47f0"
"1148862","1","1","1","38c498b5-dc0e-11ec-9416-9440c9ab47f0"
"1148863","1","1","1","36c1a7f2-dc0e-11ec-9416-9440c9ab47f0"
"1148864","1","1","1","3d4b426e-dc0e-11ec-9416-9440c9ab47f0"
"1148865","1","1","1","45142e33-dc0e-11ec-9416-9440c9ab47f0"
"1148865","1","1","2","45143dc1-dc0e-11ec-9416-9440c9ab47f0"
"1148866","1","1","2","3f57bef7-dc0e-11ec-9416-9440c9ab47f0"
"1148867","1","1","1","46d1ceab-dc0e-11ec-9416-9440c9ab47f0"
"1148869","1","1","1","37b3b632-dc0e-11ec-9416-9440c9ab47f0"
"1148870","1","1","1","37a14afe-dc0e-11ec-9416-9440c9ab47f0"
"1148871","1","1","1","407dd243-dc0e-11ec-9416-9440c9ab47f0"
"1148873","1","1","1","3dfeafc1-dc0e-11ec-9416-9440c9ab47f0"
"1148876","1","1","1","3c0f8123-dc0e-11ec-9416-9440c9ab47f0"
"1148881","1","1","1","3e401de3-dc0e-11ec-9416-9440c9ab47f0"
"1148883","1","1","1","40d1975c-dc0e-11ec-9416-9440c9ab47f0"
"1148888","1","1","1","40f8ba1d-dc0e-11ec-9416-9440c9ab47f0"
"1148889","1","1","1","367dfc79-dc0e-11ec-9416-9440c9ab47f0"
"1148890","1","1","1","46247ee0-dc0e-11ec-9416-9440c9ab47f0"
"1148891","1","1","1","44abf1fd-dc0e-11ec-9416-9440c9ab47f0"
"1148893","1","1","1","37580aff-dc0e-11ec-9416-9440c9ab47f0"
"1148895","1","1","1","41d2fee5-dc0e-11ec-9416-9440c9ab47f0"
"1148896","1","1","1","36b48182-dc0e-11ec-9416-9440c9ab47f0"
"1150165","1","1","2","99573049-dc14-11ec-9416-9440c9ab47f0"
"1150165","1","1","4","9957221e-dc14-11ec-9416-9440c9ab47f0"
"1150165","1","1","5","99571137-dc14-11ec-9416-9440c9ab47f0"
"1150166","1","1","3","a0c76e49-dc14-11ec-9416-9440c9ab47f0"
"1150166","1","1","5","a0c7601e-dc14-11ec-9416-9440c9ab47f0"
"1150167","1","1","1","947529f0-dc14-11ec-9416-9440c9ab47f0"
"1150168","1","1","5","9c1f2ad0-dc14-11ec-9416-9440c9ab47f0"
"1150169","1","1","1","9fb319d5-dc14-11ec-9416-9440c9ab47f0"
"1150170","1","1","1","94a31133-dc14-11ec-9416-9440c9ab47f0"
"1150171","1","1","5","a14aa3c9-dc14-11ec-9416-9440c9ab47f0"
"1150172","1","1","1","9c893067-dc14-11ec-9416-9440c9ab47f0"
"1150173","1","1","1","9fecb59e-dc14-11ec-9416-9440c9ab47f0"
"1150174","1","1","1","95344ba6-dc14-11ec-9416-9440c9ab47f0"
"1150175","1","1","1","95b24d56-dc14-11ec-9416-9440c9ab47f0"
"1150176","1","1","1","94aa041d-dc14-11ec-9416-9440c9ab47f0"
"1150177","1","1","1","9b9fec56-dc14-11ec-9416-9440c9ab47f0"
"1150178","1","1","1","94f7611d-dc14-11ec-9416-9440c9ab47f0"
"1150179","1","1","1","926b040d-dc14-11ec-9416-9440c9ab47f0"
"1150179","1","1","4","926b1313-dc14-11ec-9416-9440c9ab47f0"
"1150179","1","1","6","926b2397-dc14-11ec-9416-9440c9ab47f0"
"1150180","1","1","1","94d2fc99-dc14-11ec-9416-9440c9ab47f0"
"1150180","1","1","4","94d30c4c-dc14-11ec-9416-9440c9ab47f0"
"1150180","1","1","5","94d31ea9-dc14-11ec-9416-9440c9ab47f0"
"1150181","1","1","5","9eccf19d-dc14-11ec-9416-9440c9ab47f0"
"1150182","1","1","1","9f6ff96d-dc14-11ec-9416-9440c9ab47f0"
"1150183","1","1","1","9d5e9d77-dc14-11ec-9416-9440c9ab47f0"
"1150184","1","1","1","9a543412-dc14-11ec-9416-9440c9ab47f0"
"1150186","1","1","1","98506586-dc14-11ec-9416-9440c9ab47f0"
"1150188","1","1","1","a09d3fdb-dc14-11ec-9416-9440c9ab47f0"
"1150190","1","1","-66","934e8681-dc14-11ec-9416-9440c9ab47f0"
"1150191","1","1","1","9141d448-dc14-11ec-9416-9440c9ab47f0"
"1150192","1","1","1","9ff7c1d5-dc14-11ec-9416-9440c9ab47f0"
"1150193","1","1","1","9c25cb97-dc14-11ec-9416-9440c9ab47f0"
"1150196","1","1","6","a1385538-dc14-11ec-9416-9440c9ab47f0"
"1150197","1","1","1","9e559f5c-dc14-11ec-9416-9440c9ab47f0"
"1150200","1","1","1","955de5bc-dc14-11ec-9416-9440c9ab47f0"
"1150202","1","1","1","9a8afa2b-dc14-11ec-9416-9440c9ab47f0"
"1150203","1","1","1","957c4a16-dc14-11ec-9416-9440c9ab47f0"
"1150204","1","1","1","9fbb2128-dc14-11ec-9416-9440c9ab47f0"
"1150205","1","1","2","9f6cd0b5-dc14-11ec-9416-9440c9ab47f0"
"1150206","1","1","6","94c49cbe-dc14-11ec-9416-9440c9ab47f0"
"1150207","1","1","1","916391ea-dc14-11ec-9416-9440c9ab47f0"
"1150208","1","1","5","9965d58f-dc14-11ec-9416-9440c9ab47f0"
"1150209","1","1","6","a04dcd2d-dc14-11ec-9416-9440c9ab47f0"
"1150210","1","1","1","9b28818d-dc14-11ec-9416-9440c9ab47f0"
"1150212","1","1","1","9b076f39-dc14-11ec-9416-9440c9ab47f0"
"1150213","1","1","1","96c40e86-dc14-11ec-9416-9440c9ab47f0"
"1150215","1","1","1","91705e32-dc14-11ec-9416-9440c9ab47f0"
"1150224","1","1","5","9d0d6217-dc14-11ec-9416-9440c9ab47f0"
"1150225","1","1","1","93d8af70-dc14-11ec-9416-9440c9ab47f0"
"1150225","1","1","6","93d8c036-dc14-11ec-9416-9440c9ab47f0"
"1150228","1","1","1","93ef0067-dc14-11ec-9416-9440c9ab47f0"
"1150229","1","1","1","981775d5-dc14-11ec-9416-9440c9ab47f0"
"1150230","1","1","2","9da7ee12-dc14-11ec-9416-9440c9ab47f0"
"1150230","1","1","5","9da7fcad-dc14-11ec-9416-9440c9ab47f0"
"1150233","1","1","1","965a0945-dc14-11ec-9416-9440c9ab47f0"
"1150233","1","1","6","9659fba7-dc14-11ec-9416-9440c9ab47f0"
"1150235","1","1","1","927e293d-dc14-11ec-9416-9440c9ab47f0"
"1150496","1","1","1","699428fe-dc08-11ec-9416-9440c9ab47f0"
"1150497","1","1","1","7309ad8d-dc08-11ec-9416-9440c9ab47f0"
"1150498","1","1","1","79b52a35-dc08-11ec-9416-9440c9ab47f0"
"1150500","1","1","1","6e810e18-dc08-11ec-9416-9440c9ab47f0"
"1150501","1","1","1","74091324-dc08-11ec-9416-9440c9ab47f0"
"1150531","1","1","1","732c0864-dc08-11ec-9416-9440c9ab47f0"
"1150532","1","1","6","6e4d140d-dc08-11ec-9416-9440c9ab47f0"
"1150535","1","1","1","739d1992-dc08-11ec-9416-9440c9ab47f0"
"1150536","1","1","6","743bdb06-dc08-11ec-9416-9440c9ab47f0"
"1150560","1","1","1","64d07d01-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","1","1","6ca935fb-dc08-11ec-9416-9440c9ab47f0"
"1150563","1","1","2","721d8add-dc08-11ec-9416-9440c9ab47f0"
"1150563","1","1","5","721da399-dc08-11ec-9416-9440c9ab47f0"
"1150564","1","1","3","6a9022d4-dc08-11ec-9416-9440c9ab47f0"
"1150564","1","1","5","6a90314f-dc08-11ec-9416-9440c9ab47f0"
"1150716","1","1","1","71fb649f-dc08-11ec-9416-9440c9ab47f0"
"1150718","1","1","2","733a5fc9-dc08-11ec-9416-9440c9ab47f0"
"1150719","1","1","5","658f017d-dc08-11ec-9416-9440c9ab47f0"
"1150720","1","1","1","64c0e31b-dc08-11ec-9416-9440c9ab47f0"
"1150721","1","1","2","759bcf93-dc08-11ec-9416-9440c9ab47f0"
"1150722","1","1","5","68944163-dc08-11ec-9416-9440c9ab47f0"
"1150723","1","1","1","63b99ebd-dc08-11ec-9416-9440c9ab47f0"
"1150724","1","1","1","70866cec-dc08-11ec-9416-9440c9ab47f0"
"1151050","1","1","1","75db6b57-dc08-11ec-9416-9440c9ab47f0"
"1151108","1","1","1","6374a8c6-dc08-11ec-9416-9440c9ab47f0"
"1151110","1","1","1","6ff5656d-dc08-11ec-9416-9440c9ab47f0"
"1151110","1","1","6","6ff579bb-dc08-11ec-9416-9440c9ab47f0"
"1151111","1","1","5","70c4fc15-dc08-11ec-9416-9440c9ab47f0"
"1151178","1","1","1","280a81f8-dc16-11ec-9416-9440c9ab47f0"
"1151180","1","1","1","23e6a903-dc16-11ec-9416-9440c9ab47f0"
"1151644","1","1","1","a0d98ac7-dc14-11ec-9416-9440c9ab47f0"
"1151645","1","1","1","922c1314-dc14-11ec-9416-9440c9ab47f0"
"1151648","1","1","1","a0cbc107-dc14-11ec-9416-9440c9ab47f0"
"1151650","1","1","1","90d4eda2-dc14-11ec-9416-9440c9ab47f0"
"1151652","1","1","5","94c8082c-dc14-11ec-9416-9440c9ab47f0"
"1151654","1","1","5","96907cd4-dc14-11ec-9416-9440c9ab47f0"
"1151656","1","1","2","962da175-dc14-11ec-9416-9440c9ab47f0"
"1151656","1","1","5","962db43f-dc14-11ec-9416-9440c9ab47f0"
"1151675","1","1","1","6f3dd102-dc08-11ec-9416-9440c9ab47f0"
"1151675","1","1","2","6f3ddeb8-dc08-11ec-9416-9440c9ab47f0"
"1151675","1","1","3","6f3debb5-dc08-11ec-9416-9440c9ab47f0"
"1151676","1","1","5","74f327e5-dc08-11ec-9416-9440c9ab47f0"
"1151678","1","1","1","77e6a15a-dc08-11ec-9416-9440c9ab47f0"
"1151680","1","1","4","6c7e5ac2-dc08-11ec-9416-9440c9ab47f0"
"1151680","1","1","5","6c7e3fdf-dc08-11ec-9416-9440c9ab47f0"
"1151682","1","1","2","6bd6406d-dc08-11ec-9416-9440c9ab47f0"
"1151682","1","1","3","6bd6517a-dc08-11ec-9416-9440c9ab47f0"
"1151682","1","1","5","6bd6187d-dc08-11ec-9416-9440c9ab47f0"
"1151682","1","1","6","6bd629ed-dc08-11ec-9416-9440c9ab47f0"
"1151683","1","1","2","69416acf-dc08-11ec-9416-9440c9ab47f0"
"1151683","1","1","3","69417886-dc08-11ec-9416-9440c9ab47f0"
"1151683","1","1","5","6941956a-dc08-11ec-9416-9440c9ab47f0"
"1151683","1","1","6","694185c6-dc08-11ec-9416-9440c9ab47f0"
"1151684","1","1","1","6d3f1025-dc08-11ec-9416-9440c9ab47f0"
"1151686","1","1","1","6531c5cc-dc08-11ec-9416-9440c9ab47f0"
"1151686","1","1","3","6531d460-dc08-11ec-9416-9440c9ab47f0"
"1151686","1","1","5","6531e434-dc08-11ec-9416-9440c9ab47f0"
"1151686","1","1","6","6531f399-dc08-11ec-9416-9440c9ab47f0"
"1151688","1","1","1","63d9131f-dc08-11ec-9416-9440c9ab47f0"
"1151688","1","1","2","63d923d9-dc08-11ec-9416-9440c9ab47f0"
"1151688","1","1","4","63d931ec-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","1","6abb25e4-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","2","6abb60c3-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","3","6abb331b-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","5","6abb514b-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","6","6abb4060-dc08-11ec-9416-9440c9ab47f0"
"1151690","1","1","1","68129c91-dc08-11ec-9416-9440c9ab47f0"
"1151690","1","1","3","6812be03-dc08-11ec-9416-9440c9ab47f0"
"1151690","1","1","5","6812ac5c-dc08-11ec-9416-9440c9ab47f0"
"1151690","1","1","8","6812cf06-dc08-11ec-9416-9440c9ab47f0"
"1151691","1","1","1","6ceeb408-dc08-11ec-9416-9440c9ab47f0"
"1151691","1","1","2","6ceec46c-dc08-11ec-9416-9440c9ab47f0"
"1151691","1","1","6","6ceed4fc-dc08-11ec-9416-9440c9ab47f0"
"1151692","1","1","6","6a5470c1-dc08-11ec-9416-9440c9ab47f0"
"1151693","1","1","1","747d0420-dc08-11ec-9416-9440c9ab47f0"
"1151694","1","1","1","6453f1ff-dc08-11ec-9416-9440c9ab47f0"
"1151694","1","1","6","6454002d-dc08-11ec-9416-9440c9ab47f0"
"1151698","1","1","5","66d44a37-dc08-11ec-9416-9440c9ab47f0"
"1151699","1","1","5","7632fb79-dc08-11ec-9416-9440c9ab47f0"
"1151701","1","1","5","6a2ae8a1-dc08-11ec-9416-9440c9ab47f0"
"1151702","1","1","5","63a2b1cf-dc08-11ec-9416-9440c9ab47f0"
"1151703","1","1","5","72e4d4db-dc08-11ec-9416-9440c9ab47f0"
"1151704","1","1","5","652e290a-dc08-11ec-9416-9440c9ab47f0"
"1151705","1","1","1","65f4fa95-dc08-11ec-9416-9440c9ab47f0"
"1151707","1","1","5","66ece78b-dc08-11ec-9416-9440c9ab47f0"
"1151708","1","1","1","63d105b0-dc08-11ec-9416-9440c9ab47f0"
"1151709","1","1","-66","701c1427-dc08-11ec-9416-9440c9ab47f0"
"1151709","1","1","6","701bf23c-dc08-11ec-9416-9440c9ab47f0"
"1151709","1","1","8","701c02a7-dc08-11ec-9416-9440c9ab47f0"
"1151711","1","1","1","65093b21-dc08-11ec-9416-9440c9ab47f0"
"1151712","1","1","5","63681b93-dc08-11ec-9416-9440c9ab47f0"
"1151713","1","1","5","636229c5-dc08-11ec-9416-9440c9ab47f0"
"1151714","1","1","1","7618d620-dc08-11ec-9416-9440c9ab47f0"
"1151715","1","1","5","642d377d-dc08-11ec-9416-9440c9ab47f0"
"1151718","1","1","1","7761c731-dc08-11ec-9416-9440c9ab47f0"
"1151719","1","1","6","6cc12cb2-dc08-11ec-9416-9440c9ab47f0"
"1151720","1","1","-66","9d3c783b-dc14-11ec-9416-9440c9ab47f0"
"1151721","1","1","3","94ea40f4-dc14-11ec-9416-9440c9ab47f0"
"1151722","1","1","5","9799def9-dc14-11ec-9416-9440c9ab47f0"
"1151723","1","1","1","a1431c35-dc14-11ec-9416-9440c9ab47f0"
"1151724","1","1","1","9603826a-dc14-11ec-9416-9440c9ab47f0"
"1151726","1","1","5","91df15b4-dc14-11ec-9416-9440c9ab47f0"
"1151727","1","1","6","9c9c3800-dc14-11ec-9416-9440c9ab47f0"
"1151728","1","1","5","92d1b378-dc14-11ec-9416-9440c9ab47f0"
"1151729","1","1","-66","9db6131b-dc14-11ec-9416-9440c9ab47f0"
"1151729","1","1","7","9db603b9-dc14-11ec-9416-9440c9ab47f0"
"1151730","1","1","-66","978a1b6a-dc14-11ec-9416-9440c9ab47f0"
"1151731","1","1","1","99c485de-dc14-11ec-9416-9440c9ab47f0"
"1151732","1","1","-66","967b04c5-dc14-11ec-9416-9440c9ab47f0"
"1151733","1","1","5","97f6fec7-dc14-11ec-9416-9440c9ab47f0"
"1151734","1","1","5","90ee2909-dc14-11ec-9416-9440c9ab47f0"
"1151735","1","1","-66","9a06b90f-dc14-11ec-9416-9440c9ab47f0"
"1151736","1","1","-66","9be5aaf1-dc14-11ec-9416-9440c9ab47f0"
"1151737","1","1","1","95aa3c52-dc14-11ec-9416-9440c9ab47f0"
"1151739","1","1","5","9eaf7a08-dc14-11ec-9416-9440c9ab47f0"
"1151740","1","1","1","96ed663b-dc14-11ec-9416-9440c9ab47f0"
"1151742","1","1","1","94b848ba-dc14-11ec-9416-9440c9ab47f0"
"1151743","1","1","1","9dc9d7d0-dc14-11ec-9416-9440c9ab47f0"
"1151745","1","1","1","99928d4a-dc14-11ec-9416-9440c9ab47f0"
"1151746","1","1","5","a03de9ae-dc14-11ec-9416-9440c9ab47f0"
"1151747","1","1","1","947158e4-dc14-11ec-9416-9440c9ab47f0"
"1151750","1","1","1","9e093844-dc14-11ec-9416-9440c9ab47f0"
"1151753","1","1","1","9ab0c256-dc14-11ec-9416-9440c9ab47f0"
"1151754","1","1","5","9ae7f9c4-dc14-11ec-9416-9440c9ab47f0"
"1151755","1","1","5","91092cb8-dc14-11ec-9416-9440c9ab47f0"
"1151756","1","1","5","9d22841d-dc14-11ec-9416-9440c9ab47f0"
"1151758","1","1","1","9fb73852-dc14-11ec-9416-9440c9ab47f0"
"1151762","1","1","1","693da2cf-dc08-11ec-9416-9440c9ab47f0"
"1151763","1","1","1","a004d644-dc14-11ec-9416-9440c9ab47f0"
"1151764","1","1","1","9bf43ac6-dc14-11ec-9416-9440c9ab47f0"
"1151765","1","1","1","935f205b-dc14-11ec-9416-9440c9ab47f0"
"1151768","1","1","1","97b419ec-dc14-11ec-9416-9440c9ab47f0"
"1151769","1","1","1","a11c7582-dc14-11ec-9416-9440c9ab47f0"
"1151770","1","1","1","9ce70a5f-dc14-11ec-9416-9440c9ab47f0"
"1151771","1","1","1","9c18766f-dc14-11ec-9416-9440c9ab47f0"
"1151772","1","1","1","9bd62a7c-dc14-11ec-9416-9440c9ab47f0"
