"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","3. What is your main reason for selling these sheep and/ or goats? (see mrktc_lkpsell_reason)","Unique Row Identifier (UUID)"
"1157728","1","1","2","4ebeee3f-e380-11ec-9416-9440c9ab47f0"
"1157729","1","1","2","3b144678-e380-11ec-9416-9440c9ab47f0"
"1157730","1","1","1","5301ff98-e380-11ec-9416-9440c9ab47f0"
"1157731","1","1","1","58c3d097-e380-11ec-9416-9440c9ab47f0"
"1157732","1","1","2","54cefd0c-e380-11ec-9416-9440c9ab47f0"
"1157732","1","1","3","54cf0fd5-e380-11ec-9416-9440c9ab47f0"
"1157734","1","1","1","3cb596c3-e380-11ec-9416-9440c9ab47f0"
"1157735","1","1","2","3d29e003-e380-11ec-9416-9440c9ab47f0"
"1157735","1","1","3","3d2a033a-e380-11ec-9416-9440c9ab47f0"
"1157736","1","1","-66","3ea4132f-e380-11ec-9416-9440c9ab47f0"
"1157737","1","1","2","37d4aa81-e380-11ec-9416-9440c9ab47f0"
"1157737","1","1","3","37d4b753-e380-11ec-9416-9440c9ab47f0"
"1157740","1","1","1","453314c2-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","3","52cbaeaf-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","5","52cba1ce-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","6","52cbba1a-e380-11ec-9416-9440c9ab47f0"
"1157782","1","1","2","48ff71e1-e380-11ec-9416-9440c9ab47f0"
"1157782","1","1","3","48ff8107-e380-11ec-9416-9440c9ab47f0"
"1157782","1","1","4","48ff8d8e-e380-11ec-9416-9440c9ab47f0"
"1157782","1","1","5","48ff9b97-e380-11ec-9416-9440c9ab47f0"
"1157784","1","1","2","4637bade-e380-11ec-9416-9440c9ab47f0"
"1157784","1","1","3","4637c6d2-e380-11ec-9416-9440c9ab47f0"
"1157784","1","1","4","4637d39f-e380-11ec-9416-9440c9ab47f0"
"1157785","1","1","2","3b9b31d5-e380-11ec-9416-9440c9ab47f0"
"1157785","1","1","5","3b9b3e8a-e380-11ec-9416-9440c9ab47f0"
"1157785","1","1","6","3b9b5378-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","2","407e40ef-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","5","407e5d3b-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","6","407e4fa8-e380-11ec-9416-9440c9ab47f0"
"1157787","1","1","2","460b0d62-e380-11ec-9416-9440c9ab47f0"
"1157787","1","1","6","460b0181-e380-11ec-9416-9440c9ab47f0"
"1157788","1","1","2","4791c37d-e380-11ec-9416-9440c9ab47f0"
"1157789","1","1","-66","46a191e4-e380-11ec-9416-9440c9ab47f0"
"1157789","1","1","1","46a184c1-e380-11ec-9416-9440c9ab47f0"
"1157792","1","1","3","4c8fe317-e380-11ec-9416-9440c9ab47f0"
"1157793","1","1","2","509271c5-e380-11ec-9416-9440c9ab47f0"
"1157793","1","1","3","50929438-e380-11ec-9416-9440c9ab47f0"
"1157798","1","1","2","46618581-e380-11ec-9416-9440c9ab47f0"
"1157800","1","1","2","42482f5a-e380-11ec-9416-9440c9ab47f0"
"1157801","1","1","2","3ed86a1f-e380-11ec-9416-9440c9ab47f0"
"1157885","1","1","1","16346274-eb5c-11ec-9416-9440c9ab47f0"
"1157887","1","1","2","00401374-eb5c-11ec-9416-9440c9ab47f0"
"1157887","1","1","6","00400425-eb5c-11ec-9416-9440c9ab47f0"
"1157888","1","1","1","0adc261b-eb5c-11ec-9416-9440c9ab47f0"
"1157889","1","1","2","e9e6ab3c-eb5b-11ec-9416-9440c9ab47f0"
"1157889","1","1","3","e9e6ba30-eb5b-11ec-9416-9440c9ab47f0"
"1157889","1","1","4","e9e6d553-eb5b-11ec-9416-9440c9ab47f0"
"1157890","1","1","-66","04b5ed8e-eb5c-11ec-9416-9440c9ab47f0"
"1157892","1","1","2","17d305d5-eb5c-11ec-9416-9440c9ab47f0"
"1157892","1","1","3","17d314e9-eb5c-11ec-9416-9440c9ab47f0"
"1157893","1","1","2","0a94e353-eb5c-11ec-9416-9440c9ab47f0"
"1157894","1","1","1","f0e97a3d-eb5b-11ec-9416-9440c9ab47f0"
"1157895","1","1","1","efec8b27-eb5b-11ec-9416-9440c9ab47f0"
"1157895","1","1","2","efec9a67-eb5b-11ec-9416-9440c9ab47f0"
"1157896","1","1","2","14d30ac2-eb5c-11ec-9416-9440c9ab47f0"
"1157897","1","1","-66","134645e2-eb5c-11ec-9416-9440c9ab47f0"
"1157898","1","1","2","f449e5f5-eb5b-11ec-9416-9440c9ab47f0"
"1157898","1","1","5","f449f64e-eb5b-11ec-9416-9440c9ab47f0"
"1157900","1","1","2","02bbcede-eb5c-11ec-9416-9440c9ab47f0"
"1157901","1","1","2","00a13d7b-eb5c-11ec-9416-9440c9ab47f0"
"1157901","1","1","6","00a126f2-eb5c-11ec-9416-9440c9ab47f0"
"1157903","1","1","2","148eef0f-eb5c-11ec-9416-9440c9ab47f0"
"1157903","1","1","4","148efcd9-eb5c-11ec-9416-9440c9ab47f0"
"1157904","1","1","1","ec8235ea-eb5b-11ec-9416-9440c9ab47f0"
"1157905","1","1","1","0072cd60-eb5c-11ec-9416-9440c9ab47f0"
"1157906","1","1","1","09a982c2-eb5c-11ec-9416-9440c9ab47f0"
"1157907","1","1","1","f6c0eb1e-eb5b-11ec-9416-9440c9ab47f0"
"1157908","1","1","1","04c1a6e7-eb5c-11ec-9416-9440c9ab47f0"
"1157909","1","1","2","fc4a30cb-eb5b-11ec-9416-9440c9ab47f0"
"1157910","1","1","2","0d59f6e3-eb5c-11ec-9416-9440c9ab47f0"
"1157912","1","1","1","085e6211-eb5c-11ec-9416-9440c9ab47f0"
"1157912","1","1","4","085e7acf-eb5c-11ec-9416-9440c9ab47f0"
"1157913","1","1","2","f0643dc5-eb5b-11ec-9416-9440c9ab47f0"
"1157914","1","1","2","168f1878-eb5c-11ec-9416-9440c9ab47f0"
"1157914","1","1","3","168f25cf-eb5c-11ec-9416-9440c9ab47f0"
"1157915","1","1","1","f7e0d81f-eb5b-11ec-9416-9440c9ab47f0"
"1157915","1","1","2","f7e0e5c5-eb5b-11ec-9416-9440c9ab47f0"
"1157916","1","1","1","fe4622b4-eb5b-11ec-9416-9440c9ab47f0"
"1157917","1","1","2","fc5da9c1-eb5b-11ec-9416-9440c9ab47f0"
"1157918","1","1","2","f1f08ade-eb5b-11ec-9416-9440c9ab47f0"
"1157918","1","1","4","f1f076cb-eb5b-11ec-9416-9440c9ab47f0"
"1157919","1","1","1","ea834112-eb5b-11ec-9416-9440c9ab47f0"
"1157920","1","1","1","0086dd0f-eb5c-11ec-9416-9440c9ab47f0"
"1157921","1","1","2","f55a631b-eb5b-11ec-9416-9440c9ab47f0"
"1157922","1","1","1","fd8b2a11-eb5b-11ec-9416-9440c9ab47f0"
"1157923","1","1","-66","f4efcb45-eb5b-11ec-9416-9440c9ab47f0"
"1157924","1","1","2","e90a9427-eb5b-11ec-9416-9440c9ab47f0"
"1157924","1","1","6","e90a87c9-eb5b-11ec-9416-9440c9ab47f0"
"1157926","1","1","1","0e721f2f-eb5c-11ec-9416-9440c9ab47f0"
"1157927","1","1","1","101a2a1e-eb5c-11ec-9416-9440c9ab47f0"
"1157928","1","1","1","176e8469-eb5c-11ec-9416-9440c9ab47f0"
"1157930","1","1","1","ee9e9ae5-eb5b-11ec-9416-9440c9ab47f0"
"1157931","1","1","1","12fdf745-eb5c-11ec-9416-9440c9ab47f0"
"1157932","1","1","-66","154cbc8f-eb5c-11ec-9416-9440c9ab47f0"
"1157933","1","1","2","e81d38f7-eb5b-11ec-9416-9440c9ab47f0"
"1157934","1","1","2","117d0b04-eb5c-11ec-9416-9440c9ab47f0"
"1157935","1","1","2","fbdd2c96-eb5b-11ec-9416-9440c9ab47f0"
"1157935","1","1","3","fbdd5178-eb5b-11ec-9416-9440c9ab47f0"
"1157935","1","1","5","fbdd3def-eb5b-11ec-9416-9440c9ab47f0"
"1157937","1","1","2","03ff65f8-eb5c-11ec-9416-9440c9ab47f0"
"1157937","1","1","4","03ff57d3-eb5c-11ec-9416-9440c9ab47f0"
"1157938","1","1","1","0b6590f0-eb5c-11ec-9416-9440c9ab47f0"
"1157939","1","1","2","0bbe61c9-eb5c-11ec-9416-9440c9ab47f0"
"1157939","1","1","3","0bbe6e63-eb5c-11ec-9416-9440c9ab47f0"
"1157940","1","1","2","0b9a0ba8-eb5c-11ec-9416-9440c9ab47f0"
"1157941","1","1","1","f06cbb31-eb5b-11ec-9416-9440c9ab47f0"
"1157942","1","1","1","0f362eae-eb5c-11ec-9416-9440c9ab47f0"
"1157943","1","1","1","15493bbb-eb5c-11ec-9416-9440c9ab47f0"
"1157944","1","1","1","0ccb5e9d-eb5c-11ec-9416-9440c9ab47f0"
"1157945","1","1","1","14aee117-eb5c-11ec-9416-9440c9ab47f0"
"1157946","1","1","2","0034c75e-eb5c-11ec-9416-9440c9ab47f0"
"1157946","1","1","4","0034d5e3-eb5c-11ec-9416-9440c9ab47f0"
"1157947","1","1","2","f0d311c4-eb5b-11ec-9416-9440c9ab47f0"
"1157948","1","1","1","f6a2210d-eb5b-11ec-9416-9440c9ab47f0"
"1157949","1","1","2","e8c14193-eb5b-11ec-9416-9440c9ab47f0"
"1157950","1","1","1","05bf285e-eb5c-11ec-9416-9440c9ab47f0"
"1157951","1","1","2","11b5087f-eb5c-11ec-9416-9440c9ab47f0"
"1157952","1","1","2","05dd741b-eb5c-11ec-9416-9440c9ab47f0"
"1157952","1","1","3","05dd8027-eb5c-11ec-9416-9440c9ab47f0"
"1157952","1","1","5","05dd8c97-eb5c-11ec-9416-9440c9ab47f0"
"1157953","1","1","4","0822ecc5-eb5c-11ec-9416-9440c9ab47f0"
"1157954","1","1","2","eef35720-eb5b-11ec-9416-9440c9ab47f0"
"1157954","1","1","5","eef349bf-eb5b-11ec-9416-9440c9ab47f0"
"1157955","1","1","2","0ad10bd5-eb5c-11ec-9416-9440c9ab47f0"
"1157956","1","1","2","05b315a5-eb5c-11ec-9416-9440c9ab47f0"
"1157956","1","1","4","05b32254-eb5c-11ec-9416-9440c9ab47f0"
"1157958","1","1","1","e9a94f75-eb5b-11ec-9416-9440c9ab47f0"
"1157959","1","1","2","fbf2ab80-eb5b-11ec-9416-9440c9ab47f0"
"1157975","1","1","2","02f071c7-eb5c-11ec-9416-9440c9ab47f0"
"1157976","1","1","2","09c23e4c-eb5c-11ec-9416-9440c9ab47f0"
"1157977","1","1","1","124b0b3e-eb5c-11ec-9416-9440c9ab47f0"
"1157979","1","1","1","f72a04c5-eb5b-11ec-9416-9440c9ab47f0"
"1157979","1","1","2","f72a1221-eb5b-11ec-9416-9440c9ab47f0"
"1157980","1","1","2","ee2a269b-eb5b-11ec-9416-9440c9ab47f0"
"1157981","1","1","2","ec8964a1-eb5b-11ec-9416-9440c9ab47f0"
"1157982","1","1","2","fd65f40b-eb5b-11ec-9416-9440c9ab47f0"
"1157989","1","1","2","0b03fd11-eb5c-11ec-9416-9440c9ab47f0"
"1157991","1","1","2","0fb3a348-eb5c-11ec-9416-9440c9ab47f0"
"1157994","1","1","2","08ca486a-eb5c-11ec-9416-9440c9ab47f0"
"1157995","1","1","6","ef9fb204-eb5b-11ec-9416-9440c9ab47f0"
"1157996","1","1","1","f65d0ec6-eb5b-11ec-9416-9440c9ab47f0"
"1157997","1","1","2","f85502cc-eb5b-11ec-9416-9440c9ab47f0"
"1157998","1","1","2","1576d116-eb5c-11ec-9416-9440c9ab47f0"
"1158080","1","1","1","7d058ddd-e449-11ec-9416-9440c9ab47f0"
"1158082","1","1","2","78064b8b-e449-11ec-9416-9440c9ab47f0"
"1158082","1","1","4","78063c9a-e449-11ec-9416-9440c9ab47f0"
"1158083","1","1","1","6eddbffe-e449-11ec-9416-9440c9ab47f0"
"1158084","1","1","2","6188f34f-e449-11ec-9416-9440c9ab47f0"
"1158084","1","1","4","6188da60-e449-11ec-9416-9440c9ab47f0"
"1158085","1","1","4","78182031-e449-11ec-9416-9440c9ab47f0"
"1158085","1","1","6","78182e44-e449-11ec-9416-9440c9ab47f0"
"1158086","1","1","1","687ab910-e449-11ec-9416-9440c9ab47f0"
"1158086","1","1","2","687ac5e9-e449-11ec-9416-9440c9ab47f0"
"1158087","1","1","1","7aaaebd2-e449-11ec-9416-9440c9ab47f0"
"1158088","1","1","1","65857b8d-e449-11ec-9416-9440c9ab47f0"
"1158089","1","1","1","6f6e030b-e449-11ec-9416-9440c9ab47f0"
"1158090","1","1","1","7c53b57a-e449-11ec-9416-9440c9ab47f0"
"1158090","1","1","4","7c53c251-e449-11ec-9416-9440c9ab47f0"
"1158091","1","1","2","680fce51-e449-11ec-9416-9440c9ab47f0"
"1158091","1","1","6","681015fe-e449-11ec-9416-9440c9ab47f0"
"1158092","1","1","1","7c59716f-e449-11ec-9416-9440c9ab47f0"
"1158093","1","1","2","843bc27a-e449-11ec-9416-9440c9ab47f0"
"1158093","1","1","5","843bb5bf-e449-11ec-9416-9440c9ab47f0"
"1158096","1","1","1","757cc142-e449-11ec-9416-9440c9ab47f0"
"1158097","1","1","1","6f7f183a-e449-11ec-9416-9440c9ab47f0"
"1158099","1","1","2","79f23a8f-e449-11ec-9416-9440c9ab47f0"
"1158099","1","1","4","79f24bf6-e449-11ec-9416-9440c9ab47f0"
"1158200","1","1","1","86219b6d-e449-11ec-9416-9440c9ab47f0"
"1158200","1","1","2","8621a716-e449-11ec-9416-9440c9ab47f0"
"1158202","1","1","2","7d191c5f-e449-11ec-9416-9440c9ab47f0"
"1158202","1","1","3","7d192a31-e449-11ec-9416-9440c9ab47f0"
"1158203","1","1","1","638d3d4d-e449-11ec-9416-9440c9ab47f0"
"1158205","1","1","1","70c75e57-e449-11ec-9416-9440c9ab47f0"
"1158207","1","1","1","810bb95e-e449-11ec-9416-9440c9ab47f0"
"1158207","1","1","2","810b969f-e449-11ec-9416-9440c9ab47f0"
"1158208","1","1","1","8013fda6-e449-11ec-9416-9440c9ab47f0"
"1158211","1","1","2","7eba9639-e449-11ec-9416-9440c9ab47f0"
"1158211","1","1","3","7eba87e1-e449-11ec-9416-9440c9ab47f0"
"1158211","1","1","4","7ebaa692-e449-11ec-9416-9440c9ab47f0"
"1158212","1","1","1","61571f8e-e449-11ec-9416-9440c9ab47f0"
"1158212","1","1","2","6156eca3-e449-11ec-9416-9440c9ab47f0"
"1158212","1","1","3","6157107d-e449-11ec-9416-9440c9ab47f0"
"1158213","1","1","2","855aeff3-e449-11ec-9416-9440c9ab47f0"
"1158213","1","1","3","855afe4d-e449-11ec-9416-9440c9ab47f0"
"1158216","1","1","1","7c5ef675-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","1","7685f606-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","2","7685d87e-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","5","76860316-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","6","7685e7b4-e449-11ec-9416-9440c9ab47f0"
"1158238","1","1","2","87cca5fa-e449-11ec-9416-9440c9ab47f0"
"1158238","1","1","6","87ccb2d8-e449-11ec-9416-9440c9ab47f0"
"1158240","1","1","2","6948b3f7-e449-11ec-9416-9440c9ab47f0"
"1158241","1","1","2","85862da7-e449-11ec-9416-9440c9ab47f0"
"1158242","1","1","2","74af792a-e449-11ec-9416-9440c9ab47f0"
"1158242","1","1","3","74af8769-e449-11ec-9416-9440c9ab47f0"
"1158242","1","1","5","74af94a2-e449-11ec-9416-9440c9ab47f0"
"1158244","1","1","2","68ab8ef1-e449-11ec-9416-9440c9ab47f0"
"1158244","1","1","4","68abaa3f-e449-11ec-9416-9440c9ab47f0"
"1158245","1","1","1","82deb9b8-e449-11ec-9416-9440c9ab47f0"
"1158246","1","1","2","7a0429cd-e449-11ec-9416-9440c9ab47f0"
"1158246","1","1","6","7a0436be-e449-11ec-9416-9440c9ab47f0"
"1158251","1","1","2","6a9d2a3b-e449-11ec-9416-9440c9ab47f0"
"1158253","1","1","2","6ed97e96-e449-11ec-9416-9440c9ab47f0"
"1158254","1","1","1","87806e04-e449-11ec-9416-9440c9ab47f0"
"1158254","1","1","2","87807d54-e449-11ec-9416-9440c9ab47f0"
"1158255","1","1","1","7acde8df-e449-11ec-9416-9440c9ab47f0"
"1158256","1","1","1","667e58e8-e449-11ec-9416-9440c9ab47f0"
"1158257","1","1","2","73e89a53-e449-11ec-9416-9440c9ab47f0"
"1158257","1","1","3","73e8a887-e449-11ec-9416-9440c9ab47f0"
"1158258","1","1","2","72485008-e449-11ec-9416-9440c9ab47f0"
"1158260","1","1","1","82e7671f-e449-11ec-9416-9440c9ab47f0"
"1158261","1","1","2","8479a0bc-e449-11ec-9416-9440c9ab47f0"
"1158262","1","1","1","87845d99-e449-11ec-9416-9440c9ab47f0"
"1158263","1","1","2","70f6795c-e449-11ec-9416-9440c9ab47f0"
"1158263","1","1","5","70f68705-e449-11ec-9416-9440c9ab47f0"
"1158265","1","1","2","85a68f88-e449-11ec-9416-9440c9ab47f0"
"1158266","1","1","1","83053b8a-e449-11ec-9416-9440c9ab47f0"
"1158267","1","1","1","705cc0d6-e449-11ec-9416-9440c9ab47f0"
"1158268","1","1","1","77b97a9f-e449-11ec-9416-9440c9ab47f0"
"1158269","1","1","1","6d8aaf6d-e449-11ec-9416-9440c9ab47f0"
"1158270","1","1","2","788ef171-e449-11ec-9416-9440c9ab47f0"
"1158271","1","1","2","866447d8-e449-11ec-9416-9440c9ab47f0"
"1158271","1","1","5","86645620-e449-11ec-9416-9440c9ab47f0"
"1158272","1","1","2","85e1e1d6-e449-11ec-9416-9440c9ab47f0"
"1158273","1","1","2","76fc379e-e449-11ec-9416-9440c9ab47f0"
"1158274","1","1","1","7704fe60-e449-11ec-9416-9440c9ab47f0"
"1158275","1","1","1","6d469b67-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","1","7b8404db-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","2","7b841221-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","3","7b842f50-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","5","7b843b5c-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","6","7b84470d-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","1","87e1c36e-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","2","87e1d02c-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","3","87e1dc44-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","4","87e1e965-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","5","87e1f6d6-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","6","87e203a0-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","2","7b51c55d-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","3","7b51d5a7-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","4","7b51e5b9-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","5","7b51f2b6-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","6","7b520169-e449-11ec-9416-9440c9ab47f0"
"1158279","1","1","2","76f8e9b5-e449-11ec-9416-9440c9ab47f0"
"1158279","1","1","3","76f91344-e449-11ec-9416-9440c9ab47f0"
"1158279","1","1","4","76f8f7fa-e449-11ec-9416-9440c9ab47f0"
"1158279","1","1","5","76f906cf-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","2","6298f0bd-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","3","6298fd75-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","4","62991584-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","5","6299087b-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","6","62992274-e449-11ec-9416-9440c9ab47f0"
"1158281","1","1","1","761d0542-e449-11ec-9416-9440c9ab47f0"
"1158282","1","1","-66","6e112801-e449-11ec-9416-9440c9ab47f0"
"1158283","1","1","-66","5faafc52-e449-11ec-9416-9440c9ab47f0"
"1158284","1","1","2","7ee8808c-e449-11ec-9416-9440c9ab47f0"
"1158284","1","1","3","7ee88e13-e449-11ec-9416-9440c9ab47f0"
"1158285","1","1","-66","6efb1127-e449-11ec-9416-9440c9ab47f0"
"1158286","1","1","-66","88cb9c52-e449-11ec-9416-9440c9ab47f0"
"1158286","1","1","1","88cb8f0f-e449-11ec-9416-9440c9ab47f0"
"1158287","1","1","-66","80cd85f1-e449-11ec-9416-9440c9ab47f0"
"1158287","1","1","6","80cd7952-e449-11ec-9416-9440c9ab47f0"
"1158288","1","1","1","8345d8bb-e449-11ec-9416-9440c9ab47f0"
"1158289","1","1","-66","750a9312-e449-11ec-9416-9440c9ab47f0"
"1158290","1","1","-66","6ed3a5a5-e449-11ec-9416-9440c9ab47f0"
"1158291","1","1","2","74f5db45-e449-11ec-9416-9440c9ab47f0"
"1158293","1","1","-66","6b5d90d9-e449-11ec-9416-9440c9ab47f0"
"1158310","1","1","2","86b4a7f3-e449-11ec-9416-9440c9ab47f0"
"1158311","1","1","2","770faa1b-e449-11ec-9416-9440c9ab47f0"
"1158311","1","1","5","770ff4a8-e449-11ec-9416-9440c9ab47f0"
"1158318","1","1","2","82daa771-e449-11ec-9416-9440c9ab47f0"
"1158320","1","1","2","756b357a-e449-11ec-9416-9440c9ab47f0"
"1158321","1","1","2","83942c48-e449-11ec-9416-9440c9ab47f0"
"1158321","1","1","4","83943c0f-e449-11ec-9416-9440c9ab47f0"
"1158322","1","1","1","85f6718c-e449-11ec-9416-9440c9ab47f0"
"1158322","1","1","2","85f663f0-e449-11ec-9416-9440c9ab47f0"
"1158354","1","1","-66","7c508ca7-e449-11ec-9416-9440c9ab47f0"
"1158354","1","1","2","7c5062fa-e449-11ec-9416-9440c9ab47f0"
"1158354","1","1","3","7c5071b5-e449-11ec-9416-9440c9ab47f0"
"1158354","1","1","5","7c507f39-e449-11ec-9416-9440c9ab47f0"
"1158355","1","1","1","6fcf207f-e449-11ec-9416-9440c9ab47f0"
"1158356","1","1","2","884dcc67-e449-11ec-9416-9440c9ab47f0"
"1158356","1","1","3","884ddc0f-e449-11ec-9416-9440c9ab47f0"
"1158357","1","1","2","85522dae-e449-11ec-9416-9440c9ab47f0"
"1158357","1","1","3","85523c09-e449-11ec-9416-9440c9ab47f0"
"1158357","1","1","5","8552486f-e449-11ec-9416-9440c9ab47f0"
"1158359","1","1","1","7eb516b0-e449-11ec-9416-9440c9ab47f0"
"1158443","1","1","2","b26f41d6-e512-11ec-9416-9440c9ab47f0"
"1158444","1","1","2","9f2e6284-e512-11ec-9416-9440c9ab47f0"
"1158445","1","1","3","abb35f4e-e512-11ec-9416-9440c9ab47f0"
"1158446","1","1","2","97175dfe-e512-11ec-9416-9440c9ab47f0"
"1158447","1","1","1","89eb5d1e-e512-11ec-9416-9440c9ab47f0"
"1158448","1","1","2","9aaf30e6-e512-11ec-9416-9440c9ab47f0"
"1158449","1","1","2","9e15bf88-e512-11ec-9416-9440c9ab47f0"
"1158449","1","1","3","9e15b33e-e512-11ec-9416-9440c9ab47f0"
"1158450","1","1","1","a6da3e1d-e512-11ec-9416-9440c9ab47f0"
"1158452","1","1","1","aa369ab6-e512-11ec-9416-9440c9ab47f0"
"1158452","1","1","6","aa36a719-e512-11ec-9416-9440c9ab47f0"
"1158455","1","1","1","a3b44e27-e512-11ec-9416-9440c9ab47f0"
"1158456","1","1","1","ad87bf8a-e512-11ec-9416-9440c9ab47f0"
"1158457","1","1","1","b2185f3a-e512-11ec-9416-9440c9ab47f0"
"1158458","1","1","1","b0137763-e512-11ec-9416-9440c9ab47f0"
"1158459","1","1","2","9ab40f93-e512-11ec-9416-9440c9ab47f0"
"1158459","1","1","3","9ab41d78-e512-11ec-9416-9440c9ab47f0"
"1158459","1","1","4","9ab42b4e-e512-11ec-9416-9440c9ab47f0"
"1158463","1","1","2","8e72a26f-e512-11ec-9416-9440c9ab47f0"
"1158464","1","1","2","a17dfeb5-e512-11ec-9416-9440c9ab47f0"
"1158465","1","1","2","8cf747b9-e512-11ec-9416-9440c9ab47f0"
"1158467","1","1","6","97ad1711-e512-11ec-9416-9440c9ab47f0"
"1158470","1","1","1","aef06cc6-e512-11ec-9416-9440c9ab47f0"
"1158471","1","1","1","98faa5e1-e512-11ec-9416-9440c9ab47f0"
"1158472","1","1","2","b3ae74c4-e512-11ec-9416-9440c9ab47f0"
"1158473","1","1","2","a0bb914d-e512-11ec-9416-9440c9ab47f0"
"1158474","1","1","2","a035c640-e512-11ec-9416-9440c9ab47f0"
"1158475","1","1","2","a353a5a7-e512-11ec-9416-9440c9ab47f0"
"1158475","1","1","3","a353b4db-e512-11ec-9416-9440c9ab47f0"
"1158475","1","1","4","a353c176-e512-11ec-9416-9440c9ab47f0"
"1158475","1","1","5","a353ce06-e512-11ec-9416-9440c9ab47f0"
"1158475","1","1","6","a353d90d-e512-11ec-9416-9440c9ab47f0"
"1158476","1","1","2","b150f926-e512-11ec-9416-9440c9ab47f0"
"1158476","1","1","3","b15105b1-e512-11ec-9416-9440c9ab47f0"
"1158476","1","1","4","b1511174-e512-11ec-9416-9440c9ab47f0"
"1158476","1","1","5","b1511cc7-e512-11ec-9416-9440c9ab47f0"
"1158478","1","1","2","ab1d412b-e512-11ec-9416-9440c9ab47f0"
"1158478","1","1","3","ab1d28cb-e512-11ec-9416-9440c9ab47f0"
"1158478","1","1","4","ab1d1ccc-e512-11ec-9416-9440c9ab47f0"
"1158478","1","1","5","ab1d344b-e512-11ec-9416-9440c9ab47f0"
"1158480","1","1","2","94a44544-e512-11ec-9416-9440c9ab47f0"
"1158480","1","1","3","94a454c7-e512-11ec-9416-9440c9ab47f0"
"1158480","1","1","4","94a46148-e512-11ec-9416-9440c9ab47f0"
"1158480","1","1","5","94a46d47-e512-11ec-9416-9440c9ab47f0"
"1158482","1","1","2","a2eacd4d-e512-11ec-9416-9440c9ab47f0"
"1158482","1","1","3","a2ead991-e512-11ec-9416-9440c9ab47f0"
"1158482","1","1","4","a2eae578-e512-11ec-9416-9440c9ab47f0"
"1158482","1","1","5","a2eaf19e-e512-11ec-9416-9440c9ab47f0"
"1158482","1","1","6","a2eafc6c-e512-11ec-9416-9440c9ab47f0"
"1158483","1","1","2","9c3c31e8-e512-11ec-9416-9440c9ab47f0"
"1158483","1","1","3","9c3c3f6f-e512-11ec-9416-9440c9ab47f0"
"1158483","1","1","4","9c3c4b4e-e512-11ec-9416-9440c9ab47f0"
"1158483","1","1","5","9c3c575d-e512-11ec-9416-9440c9ab47f0"
"1158483","1","1","6","9c3c6275-e512-11ec-9416-9440c9ab47f0"
"1158484","1","1","2","a518e27b-e512-11ec-9416-9440c9ab47f0"
"1158484","1","1","3","a518f17d-e512-11ec-9416-9440c9ab47f0"
"1158484","1","1","4","a518ffd2-e512-11ec-9416-9440c9ab47f0"
"1158484","1","1","5","a5190eab-e512-11ec-9416-9440c9ab47f0"
"1158485","1","1","2","91c19d71-e512-11ec-9416-9440c9ab47f0"
"1158485","1","1","3","91c1df84-e512-11ec-9416-9440c9ab47f0"
"1158485","1","1","4","91c1ec56-e512-11ec-9416-9440c9ab47f0"
"1158486","1","1","2","aad3690a-e512-11ec-9416-9440c9ab47f0"
"1158486","1","1","3","aad377a6-e512-11ec-9416-9440c9ab47f0"
"1158486","1","1","4","aad385b0-e512-11ec-9416-9440c9ab47f0"
"1158486","1","1","5","aad39352-e512-11ec-9416-9440c9ab47f0"
"1158486","1","1","6","aad3a002-e512-11ec-9416-9440c9ab47f0"
"1158602","1","1","2","a8b8d874-e512-11ec-9416-9440c9ab47f0"
