"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","3. What is your main reason for selling these sheep and/ or goats? (see mrktc_lkpsell_reason)","Unique Row Identifier (UUID)"
"1148069","1","1","2","39e266bb-dc0e-11ec-9416-9440c9ab47f0"
"1148069","1","1","4","39e279d4-dc0e-11ec-9416-9440c9ab47f0"
"1148070","1","1","1","3ae6e308-dc0e-11ec-9416-9440c9ab47f0"
"1148071","1","1","2","3d610834-dc0e-11ec-9416-9440c9ab47f0"
"1148071","1","1","4","3d6118f6-dc0e-11ec-9416-9440c9ab47f0"
"1148073","1","1","1","365cc6bf-dc0e-11ec-9416-9440c9ab47f0"
"1148074","1","1","1","42742b19-dc0e-11ec-9416-9440c9ab47f0"
"1148075","1","1","1","3c7b745c-dc0e-11ec-9416-9440c9ab47f0"
"1148076","1","1","1","3c8c6dfc-dc0e-11ec-9416-9440c9ab47f0"
"1148077","1","1","1","4002e60d-dc0e-11ec-9416-9440c9ab47f0"
"1148081","1","1","2","42f18497-dc0e-11ec-9416-9440c9ab47f0"
"1148082","1","1","1","40157829-dc0e-11ec-9416-9440c9ab47f0"
"1148089","1","1","2","4364dd95-dc0e-11ec-9416-9440c9ab47f0"
"1148090","1","1","-66","46fb7819-dc0e-11ec-9416-9440c9ab47f0"
"1148092","1","1","2","41a5286d-dc0e-11ec-9416-9440c9ab47f0"
"1148093","1","1","2","45dbbf91-dc0e-11ec-9416-9440c9ab47f0"
"1148094","1","1","2","47ad9d9b-dc0e-11ec-9416-9440c9ab47f0"
"1148095","1","1","1","44de8208-dc0e-11ec-9416-9440c9ab47f0"
"1148097","1","1","2","40e70154-dc0e-11ec-9416-9440c9ab47f0"
"1148098","1","1","6","3e09a633-dc0e-11ec-9416-9440c9ab47f0"
"1148099","1","1","4","45ffae2a-dc0e-11ec-9416-9440c9ab47f0"
"1148100","1","1","2","36cb6c3a-dc0e-11ec-9416-9440c9ab47f0"
"1148102","1","1","2","3ede70c9-dc0e-11ec-9416-9440c9ab47f0"
"1148559","1","1","2","27505002-dc16-11ec-9416-9440c9ab47f0"
"1148562","1","1","6","3b7759e6-dc0e-11ec-9416-9440c9ab47f0"
"1148563","1","1","1","4475dea3-dc0e-11ec-9416-9440c9ab47f0"
"1148564","1","1","2","3f6452c2-dc0e-11ec-9416-9440c9ab47f0"
"1148565","1","1","2","3f1190b0-dc0e-11ec-9416-9440c9ab47f0"
"1148566","1","1","6","3c67242b-dc0e-11ec-9416-9440c9ab47f0"
"1148567","1","1","3","3d15f220-dc0e-11ec-9416-9440c9ab47f0"
"1148568","1","1","2","4393963a-dc0e-11ec-9416-9440c9ab47f0"
"1148569","1","1","2","3711eff9-dc0e-11ec-9416-9440c9ab47f0"
"1148570","1","1","2","3f024089-dc0e-11ec-9416-9440c9ab47f0"
"1148572","1","1","2","3997ddf5-dc0e-11ec-9416-9440c9ab47f0"
"1148573","1","1","1","3fec2ec4-dc0e-11ec-9416-9440c9ab47f0"
"1148574","1","1","1","3b1d1636-dc0e-11ec-9416-9440c9ab47f0"
"1148575","1","1","1","4204dda9-dc0e-11ec-9416-9440c9ab47f0"
"1148615","1","1","2","266b6928-dc16-11ec-9416-9440c9ab47f0"
"1148616","1","1","1","2681b4d6-dc16-11ec-9416-9440c9ab47f0"
"1148616","1","1","2","2681a483-dc16-11ec-9416-9440c9ab47f0"
"1148617","1","1","2","22f35811-dc16-11ec-9416-9440c9ab47f0"
"1148618","1","1","2","2678c229-dc16-11ec-9416-9440c9ab47f0"
"1148620","1","1","2","25145e98-dc16-11ec-9416-9440c9ab47f0"
"1148620","1","1","5","25146dde-dc16-11ec-9416-9440c9ab47f0"
"1148621","1","1","1","2e55f3ac-dc16-11ec-9416-9440c9ab47f0"
"1148621","1","1","2","2e55e4ab-dc16-11ec-9416-9440c9ab47f0"
"1148622","1","1","2","226e4aab-dc16-11ec-9416-9440c9ab47f0"
"1148623","1","1","2","28823b01-dc16-11ec-9416-9440c9ab47f0"
"1148623","1","1","5","288248e1-dc16-11ec-9416-9440c9ab47f0"
"1148624","1","1","2","24a88354-dc16-11ec-9416-9440c9ab47f0"
"1148624","1","1","5","24a89418-dc16-11ec-9416-9440c9ab47f0"
"1148625","1","1","2","2826c00d-dc16-11ec-9416-9440c9ab47f0"
"1148626","1","1","1","2446f609-dc16-11ec-9416-9440c9ab47f0"
"1148626","1","1","2","244704a6-dc16-11ec-9416-9440c9ab47f0"
"1148737","1","1","2","477645d6-dc0e-11ec-9416-9440c9ab47f0"
"1148738","1","1","1","3ac44db0-dc0e-11ec-9416-9440c9ab47f0"
"1148738","1","1","2","3ac46057-dc0e-11ec-9416-9440c9ab47f0"
"1148739","1","1","1","47439da4-dc0e-11ec-9416-9440c9ab47f0"
"1148739","1","1","2","4743ac4c-dc0e-11ec-9416-9440c9ab47f0"
"1148741","1","1","2","37d5b338-dc0e-11ec-9416-9440c9ab47f0"
"1148742","1","1","2","3ce6e773-dc0e-11ec-9416-9440c9ab47f0"
"1148742","1","1","3","3ce6f78a-dc0e-11ec-9416-9440c9ab47f0"
"1148743","1","1","1","42cba255-dc0e-11ec-9416-9440c9ab47f0"
"1148744","1","1","2","3ebd34e7-dc0e-11ec-9416-9440c9ab47f0"
"1148746","1","1","1","42ad611d-dc0e-11ec-9416-9440c9ab47f0"
"1148747","1","1","2","476383ff-dc0e-11ec-9416-9440c9ab47f0"
"1148748","1","1","2","3f931206-dc0e-11ec-9416-9440c9ab47f0"
"1148749","1","1","1","38227df0-dc0e-11ec-9416-9440c9ab47f0"
"1148750","1","1","2","381d622e-dc0e-11ec-9416-9440c9ab47f0"
"1148750","1","1","3","381d7df3-dc0e-11ec-9416-9440c9ab47f0"
"1148750","1","1","4","381d9726-dc0e-11ec-9416-9440c9ab47f0"
"1148751","1","1","1","3f31cbc2-dc0e-11ec-9416-9440c9ab47f0"
"1148812","1","1","1","398f7d19-dc0e-11ec-9416-9440c9ab47f0"
"1148814","1","1","1","43b40e94-dc0e-11ec-9416-9440c9ab47f0"
"1148815","1","1","1","426acc0f-dc0e-11ec-9416-9440c9ab47f0"
"1148817","1","1","1","3e927fe8-dc0e-11ec-9416-9440c9ab47f0"
"1148818","1","1","1","3cd7ef04-dc0e-11ec-9416-9440c9ab47f0"
"1148818","1","1","2","3cd80129-dc0e-11ec-9416-9440c9ab47f0"
"1148820","1","1","1","3a78e007-dc0e-11ec-9416-9440c9ab47f0"
"1148825","1","1","2","44190377-dc0e-11ec-9416-9440c9ab47f0"
"1148825","1","1","4","44192cbd-dc0e-11ec-9416-9440c9ab47f0"
"1148826","1","1","2","4285a99d-dc0e-11ec-9416-9440c9ab47f0"
"1148827","1","1","2","3d41e488-dc0e-11ec-9416-9440c9ab47f0"
"1148827","1","1","4","3d41f720-dc0e-11ec-9416-9440c9ab47f0"
"1148828","1","1","1","3d3b7b53-dc0e-11ec-9416-9440c9ab47f0"
"1148828","1","1","2","3d3b8ba8-dc0e-11ec-9416-9440c9ab47f0"
"1148829","1","1","2","37e05ce6-dc0e-11ec-9416-9440c9ab47f0"
"1148829","1","1","3","37e06eaa-dc0e-11ec-9416-9440c9ab47f0"
"1148829","1","1","4","37e08071-dc0e-11ec-9416-9440c9ab47f0"
"1148831","1","1","1","3deb71bf-dc0e-11ec-9416-9440c9ab47f0"
"1148835","1","1","3","3dd51c5b-dc0e-11ec-9416-9440c9ab47f0"
"1148836","1","1","4","45b16750-dc0e-11ec-9416-9440c9ab47f0"
"1148837","1","1","1","3f5b5f1b-dc0e-11ec-9416-9440c9ab47f0"
"1148838","1","1","1","44e66627-dc0e-11ec-9416-9440c9ab47f0"
"1148839","1","1","2","4465d8d7-dc0e-11ec-9416-9440c9ab47f0"
"1148839","1","1","4","4465e8a5-dc0e-11ec-9416-9440c9ab47f0"
"1148840","1","1","-66","39cf58dd-dc0e-11ec-9416-9440c9ab47f0"
"1148841","1","1","1","3cf473c0-dc0e-11ec-9416-9440c9ab47f0"
"1148842","1","1","1","3ff88ec4-dc0e-11ec-9416-9440c9ab47f0"
"1148843","1","1","-66","41918939-dc0e-11ec-9416-9440c9ab47f0"
"1148844","1","1","-66","3977b5fa-dc0e-11ec-9416-9440c9ab47f0"
"1148845","1","1","2","40c6c0e3-dc0e-11ec-9416-9440c9ab47f0"
"1148846","1","1","2","3d071e05-dc0e-11ec-9416-9440c9ab47f0"
"1148846","1","1","4","3d0731fa-dc0e-11ec-9416-9440c9ab47f0"
"1148846","1","1","7","3d07533d-dc0e-11ec-9416-9440c9ab47f0"
"1148847","1","1","-66","422755b1-dc0e-11ec-9416-9440c9ab47f0"
"1148848","1","1","2","3b990c5b-dc0e-11ec-9416-9440c9ab47f0"
"1148849","1","1","2","3818455e-dc0e-11ec-9416-9440c9ab47f0"
"1148849","1","1","4","38185690-dc0e-11ec-9416-9440c9ab47f0"
"1148850","1","1","-66","40eccff2-dc0e-11ec-9416-9440c9ab47f0"
"1148851","1","1","1","43685dd6-dc0e-11ec-9416-9440c9ab47f0"
"1148853","1","1","2","44bfc50f-dc0e-11ec-9416-9440c9ab47f0"
"1148853","1","1","4","44bfd487-dc0e-11ec-9416-9440c9ab47f0"
"1148854","1","1","-66","3e36d5ab-dc0e-11ec-9416-9440c9ab47f0"
"1148854","1","1","1","3e36c67a-dc0e-11ec-9416-9440c9ab47f0"
"1148856","1","1","1","3f460ed3-dc0e-11ec-9416-9440c9ab47f0"
"1148858","1","1","2","44986f57-dc0e-11ec-9416-9440c9ab47f0"
"1148859","1","1","2","3fd0a147-dc0e-11ec-9416-9440c9ab47f0"
"1148860","1","1","2","374a8df9-dc0e-11ec-9416-9440c9ab47f0"
"1148861","1","1","1","412c0ff6-dc0e-11ec-9416-9440c9ab47f0"
"1148861","1","1","2","412c1ce2-dc0e-11ec-9416-9440c9ab47f0"
"1148862","1","1","1","38c4636c-dc0e-11ec-9416-9440c9ab47f0"
"1148862","1","1","2","38c4760f-dc0e-11ec-9416-9440c9ab47f0"
"1148863","1","1","1","36c194eb-dc0e-11ec-9416-9440c9ab47f0"
"1148864","1","1","1","3d4b3416-dc0e-11ec-9416-9440c9ab47f0"
"1148864","1","1","2","3d4b25a3-dc0e-11ec-9416-9440c9ab47f0"
"1148865","1","1","2","45141ed3-dc0e-11ec-9416-9440c9ab47f0"
"1148867","1","1","2","46d1ad0c-dc0e-11ec-9416-9440c9ab47f0"
"1148868","1","1","2","3bf6fd72-dc0e-11ec-9416-9440c9ab47f0"
"1148868","1","1","3","3bf6edca-dc0e-11ec-9416-9440c9ab47f0"
"1148869","1","1","1","37b38d22-dc0e-11ec-9416-9440c9ab47f0"
"1148870","1","1","1","37a12ce2-dc0e-11ec-9416-9440c9ab47f0"
"1148871","1","1","1","407dc0ba-dc0e-11ec-9416-9440c9ab47f0"
"1148873","1","1","1","3dfe9f12-dc0e-11ec-9416-9440c9ab47f0"
"1148874","1","1","2","3c77df9a-dc0e-11ec-9416-9440c9ab47f0"
"1148876","1","1","1","3c0f6efc-dc0e-11ec-9416-9440c9ab47f0"
"1148877","1","1","2","37be2831-dc0e-11ec-9416-9440c9ab47f0"
"1148878","1","1","2","44d905bf-dc0e-11ec-9416-9440c9ab47f0"
"1148879","1","1","2","4199ab79-dc0e-11ec-9416-9440c9ab47f0"
"1148879","1","1","6","4199c375-dc0e-11ec-9416-9440c9ab47f0"
"1148880","1","1","4","3e194df5-dc0e-11ec-9416-9440c9ab47f0"
"1148881","1","1","1","3e3feea6-dc0e-11ec-9416-9440c9ab47f0"
"1148882","1","1","2","42fdf89d-dc0e-11ec-9416-9440c9ab47f0"
"1148882","1","1","5","42fdea6d-dc0e-11ec-9416-9440c9ab47f0"
"1148882","1","1","6","42fddac1-dc0e-11ec-9416-9440c9ab47f0"
"1148883","1","1","1","40d18909-dc0e-11ec-9416-9440c9ab47f0"
"1148884","1","1","2","406648fd-dc0e-11ec-9416-9440c9ab47f0"
"1148884","1","1","5","40665c25-dc0e-11ec-9416-9440c9ab47f0"
"1148885","1","1","2","47f8e194-dc0e-11ec-9416-9440c9ab47f0"
"1148886","1","1","2","47266ded-dc0e-11ec-9416-9440c9ab47f0"
"1148887","1","1","2","3786efc8-dc0e-11ec-9416-9440c9ab47f0"
"1148887","1","1","6","37870165-dc0e-11ec-9416-9440c9ab47f0"
"1148888","1","1","1","40f8a89f-dc0e-11ec-9416-9440c9ab47f0"
"1148889","1","1","1","367ded96-dc0e-11ec-9416-9440c9ab47f0"
"1148890","1","1","2","462471df-dc0e-11ec-9416-9440c9ab47f0"
"1148890","1","1","5","462463f1-dc0e-11ec-9416-9440c9ab47f0"
"1148891","1","1","1","44abe083-dc0e-11ec-9416-9440c9ab47f0"
"1148892","1","1","2","4607820e-dc0e-11ec-9416-9440c9ab47f0"
"1148893","1","1","1","3757fa55-dc0e-11ec-9416-9440c9ab47f0"
"1148894","1","1","2","418c932d-dc0e-11ec-9416-9440c9ab47f0"
"1148894","1","1","4","418ca03f-dc0e-11ec-9416-9440c9ab47f0"
"1148895","1","1","1","41d2f018-dc0e-11ec-9416-9440c9ab47f0"
"1148896","1","1","1","36b46fe7-dc0e-11ec-9416-9440c9ab47f0"
"1150169","1","1","1","9fb2f570-dc14-11ec-9416-9440c9ab47f0"
"1150170","1","1","1","94a2fa95-dc14-11ec-9416-9440c9ab47f0"
"1150172","1","1","1","9c892350-dc14-11ec-9416-9440c9ab47f0"
"1150173","1","1","1","9feca744-dc14-11ec-9416-9440c9ab47f0"
"1150174","1","1","1","95343a5c-dc14-11ec-9416-9440c9ab47f0"
"1150175","1","1","1","95b237c0-dc14-11ec-9416-9440c9ab47f0"
"1150176","1","1","1","94a9f379-dc14-11ec-9416-9440c9ab47f0"
"1150177","1","1","1","9b9fdbfd-dc14-11ec-9416-9440c9ab47f0"
"1150178","1","1","1","94f7526b-dc14-11ec-9416-9440c9ab47f0"
"1150179","1","1","1","926af368-dc14-11ec-9416-9440c9ab47f0"
"1150180","1","1","1","94d2e94b-dc14-11ec-9416-9440c9ab47f0"
"1150182","1","1","1","9f6fe95d-dc14-11ec-9416-9440c9ab47f0"
"1150183","1","1","1","9d5e8876-dc14-11ec-9416-9440c9ab47f0"
"1150184","1","1","1","9a5423fa-dc14-11ec-9416-9440c9ab47f0"
"1150185","1","1","1","949eca41-dc14-11ec-9416-9440c9ab47f0"
"1150186","1","1","1","985055cc-dc14-11ec-9416-9440c9ab47f0"
"1150187","1","1","1","94b2d3e7-dc14-11ec-9416-9440c9ab47f0"
"1150188","1","1","1","a09d1c71-dc14-11ec-9416-9440c9ab47f0"
"1150188","1","1","2","a09d2eeb-dc14-11ec-9416-9440c9ab47f0"
"1150189","1","1","1","9c13615a-dc14-11ec-9416-9440c9ab47f0"
"1150189","1","1","2","9c136f8a-dc14-11ec-9416-9440c9ab47f0"
"1150190","1","1","1","934e7388-dc14-11ec-9416-9440c9ab47f0"
"1150191","1","1","1","9141c469-dc14-11ec-9416-9440c9ab47f0"
"1150192","1","1","1","9ff7b1b8-dc14-11ec-9416-9440c9ab47f0"
"1150193","1","1","1","9c25bb74-dc14-11ec-9416-9440c9ab47f0"
"1150194","1","1","1","9707a461-dc14-11ec-9416-9440c9ab47f0"
"1150195","1","1","1","98a0e440-dc14-11ec-9416-9440c9ab47f0"
"1150197","1","1","1","9e558c52-dc14-11ec-9416-9440c9ab47f0"
"1150198","1","1","2","94c10c4e-dc14-11ec-9416-9440c9ab47f0"
"1150199","1","1","2","a10ec2c3-dc14-11ec-9416-9440c9ab47f0"
"1150200","1","1","1","955dc442-dc14-11ec-9416-9440c9ab47f0"
"1150201","1","1","2","9c69ebac-dc14-11ec-9416-9440c9ab47f0"
"1150202","1","1","2","9a8ae7e7-dc14-11ec-9416-9440c9ab47f0"
"1150203","1","1","1","957c36e7-dc14-11ec-9416-9440c9ab47f0"
"1150204","1","1","1","9fbb0493-dc14-11ec-9416-9440c9ab47f0"
"1150204","1","1","2","9fbb1313-dc14-11ec-9416-9440c9ab47f0"
"1150207","1","1","1","91637c5d-dc14-11ec-9416-9440c9ab47f0"
"1150210","1","1","1","9b285367-dc14-11ec-9416-9440c9ab47f0"
"1150210","1","1","2","9b286259-dc14-11ec-9416-9440c9ab47f0"
"1150211","1","1","2","923f6da5-dc14-11ec-9416-9440c9ab47f0"
"1150212","1","1","1","9b07523f-dc14-11ec-9416-9440c9ab47f0"
"1150213","1","1","1","96c3fa59-dc14-11ec-9416-9440c9ab47f0"
"1150214","1","1","4","9b759504-dc14-11ec-9416-9440c9ab47f0"
"1150215","1","1","1","91704ce8-dc14-11ec-9416-9440c9ab47f0"
"1150218","1","1","1","92437a26-dc14-11ec-9416-9440c9ab47f0"
"1150219","1","1","1","9262181b-dc14-11ec-9416-9440c9ab47f0"
"1150220","1","1","1","90f50522-dc14-11ec-9416-9440c9ab47f0"
"1150221","1","1","2","94fb789a-dc14-11ec-9416-9440c9ab47f0"
"1150221","1","1","5","94fb8949-dc14-11ec-9416-9440c9ab47f0"
"1150222","1","1","2","9f675f5d-dc14-11ec-9416-9440c9ab47f0"
"1150222","1","1","6","9f676e5b-dc14-11ec-9416-9440c9ab47f0"
"1150223","1","1","2","9d6f8658-dc14-11ec-9416-9440c9ab47f0"
"1150223","1","1","5","9d6f94d2-dc14-11ec-9416-9440c9ab47f0"
"1150226","1","1","2","9ace75db-dc14-11ec-9416-9440c9ab47f0"
"1150226","1","1","6","9ace8f03-dc14-11ec-9416-9440c9ab47f0"
"1150227","1","1","2","93b9fad9-dc14-11ec-9416-9440c9ab47f0"
"1150227","1","1","3","93ba0b98-dc14-11ec-9416-9440c9ab47f0"
"1150227","1","1","6","93ba1a65-dc14-11ec-9416-9440c9ab47f0"
"1150228","1","1","1","93eef02f-dc14-11ec-9416-9440c9ab47f0"
"1150229","1","1","1","981764cd-dc14-11ec-9416-9440c9ab47f0"
"1150231","1","1","2","9d7fd28e-dc14-11ec-9416-9440c9ab47f0"
"1150231","1","1","3","9d7fef68-dc14-11ec-9416-9440c9ab47f0"
"1150231","1","1","6","9d7fe0bd-dc14-11ec-9416-9440c9ab47f0"
"1150232","1","1","2","98c6311e-dc14-11ec-9416-9440c9ab47f0"
"1150232","1","1","5","98c642cf-dc14-11ec-9416-9440c9ab47f0"
"1150233","1","1","1","9659eefb-dc14-11ec-9416-9440c9ab47f0"
"1150234","1","1","2","99cd7a0a-dc14-11ec-9416-9440c9ab47f0"
"1150234","1","1","3","99cd9b42-dc14-11ec-9416-9440c9ab47f0"
"1150234","1","1","5","99cd8a9c-dc14-11ec-9416-9440c9ab47f0"
"1150235","1","1","1","927e1536-dc14-11ec-9416-9440c9ab47f0"
"1150495","1","1","2","67b1f910-dc08-11ec-9416-9440c9ab47f0"
"1150496","1","1","1","699419ab-dc08-11ec-9416-9440c9ab47f0"
"1150497","1","1","1","730999ac-dc08-11ec-9416-9440c9ab47f0"
"1150498","1","1","1","79b51a07-dc08-11ec-9416-9440c9ab47f0"
"1150499","1","1","2","71764b38-dc08-11ec-9416-9440c9ab47f0"
"1150500","1","1","1","6e80fa33-dc08-11ec-9416-9440c9ab47f0"
"1150528","1","1","1","75755ecc-dc08-11ec-9416-9440c9ab47f0"
"1150529","1","1","2","771d147d-dc08-11ec-9416-9440c9ab47f0"
"1150530","1","1","1","6a8c8917-dc08-11ec-9416-9440c9ab47f0"
"1150531","1","1","1","732bec06-dc08-11ec-9416-9440c9ab47f0"
"1150533","1","1","2","71a4ebe3-dc08-11ec-9416-9440c9ab47f0"
"1150534","1","1","2","73ed673c-dc08-11ec-9416-9440c9ab47f0"
"1150559","1","1","2","63a9e0b8-dc08-11ec-9416-9440c9ab47f0"
"1150560","1","1","1","64d069d9-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","1","1","6ca8d992-dc08-11ec-9416-9440c9ab47f0"
"1150715","1","1","2","700fa02d-dc08-11ec-9416-9440c9ab47f0"
"1150716","1","1","1","71fb50f4-dc08-11ec-9416-9440c9ab47f0"
"1150717","1","1","6","680ce4dc-dc08-11ec-9416-9440c9ab47f0"
"1150720","1","1","1","64c0d1e3-dc08-11ec-9416-9440c9ab47f0"
"1150723","1","1","1","63b98e93-dc08-11ec-9416-9440c9ab47f0"
"1150724","1","1","1","70864d44-dc08-11ec-9416-9440c9ab47f0"
"1151036","1","1","1","69d7559d-dc08-11ec-9416-9440c9ab47f0"
"1151050","1","1","1","75db5b5c-dc08-11ec-9416-9440c9ab47f0"
"1151058","1","1","1","6eb17207-dc08-11ec-9416-9440c9ab47f0"
"1151105","1","1","2","77873bfd-dc08-11ec-9416-9440c9ab47f0"
"1151106","1","1","2","692cf83f-dc08-11ec-9416-9440c9ab47f0"
"1151107","1","1","1","755c2ec2-dc08-11ec-9416-9440c9ab47f0"
"1151108","1","1","1","63749781-dc08-11ec-9416-9440c9ab47f0"
"1151109","1","1","6","6e65674e-dc08-11ec-9416-9440c9ab47f0"
"1151110","1","1","1","6ff550bc-dc08-11ec-9416-9440c9ab47f0"
"1151112","1","1","2","649a4cf7-dc08-11ec-9416-9440c9ab47f0"
"1151113","1","1","2","71bfee58-dc08-11ec-9416-9440c9ab47f0"
"1151177","1","1","2","20faa50a-dc16-11ec-9416-9440c9ab47f0"
"1151178","1","1","1","280a704c-dc16-11ec-9416-9440c9ab47f0"
"1151178","1","1","2","280a5d1f-dc16-11ec-9416-9440c9ab47f0"
"1151179","1","1","2","2abd5848-dc16-11ec-9416-9440c9ab47f0"
"1151180","1","1","2","23e696f5-dc16-11ec-9416-9440c9ab47f0"
"1151181","1","1","2","22c17aef-dc16-11ec-9416-9440c9ab47f0"
"1151182","1","1","2","29955585-dc16-11ec-9416-9440c9ab47f0"
"1151640","1","1","2","a0d3c011-dc14-11ec-9416-9440c9ab47f0"
"1151640","1","1","6","a0d3ceb9-dc14-11ec-9416-9440c9ab47f0"
"1151642","1","1","2","971b029b-dc14-11ec-9416-9440c9ab47f0"
"1151642","1","1","5","971b15f1-dc14-11ec-9416-9440c9ab47f0"
"1151643","1","1","2","930d184e-dc14-11ec-9416-9440c9ab47f0"
"1151643","1","1","6","930d2a20-dc14-11ec-9416-9440c9ab47f0"
"1151644","1","1","1","a0d97413-dc14-11ec-9416-9440c9ab47f0"
"1151645","1","1","1","922c01c3-dc14-11ec-9416-9440c9ab47f0"
"1151646","1","1","2","969d7360-dc14-11ec-9416-9440c9ab47f0"
"1151646","1","1","6","969d81b3-dc14-11ec-9416-9440c9ab47f0"
"1151647","1","1","2","968bbba1-dc14-11ec-9416-9440c9ab47f0"
"1151647","1","1","6","968bc96f-dc14-11ec-9416-9440c9ab47f0"
"1151648","1","1","1","a0cba759-dc14-11ec-9416-9440c9ab47f0"
"1151649","1","1","2","9580db95-dc14-11ec-9416-9440c9ab47f0"
"1151650","1","1","1","90d4dc2b-dc14-11ec-9416-9440c9ab47f0"
"1151651","1","1","2","997dbb43-dc14-11ec-9416-9440c9ab47f0"
"1151653","1","1","2","9856bc83-dc14-11ec-9416-9440c9ab47f0"
"1151655","1","1","2","99ebe979-dc14-11ec-9416-9440c9ab47f0"
"1151657","1","1","2","9aff5422-dc14-11ec-9416-9440c9ab47f0"
"1151674","1","1","1","773c81a3-dc08-11ec-9416-9440c9ab47f0"
"1151674","1","1","2","773c9040-dc08-11ec-9416-9440c9ab47f0"
"1151674","1","1","3","773c9cb7-dc08-11ec-9416-9440c9ab47f0"
"1151675","1","1","1","6f3d83be-dc08-11ec-9416-9440c9ab47f0"
"1151675","1","1","2","6f3dc2e3-dc08-11ec-9416-9440c9ab47f0"
"1151675","1","1","3","6f3da842-dc08-11ec-9416-9440c9ab47f0"
"1151675","1","1","4","6f3d931d-dc08-11ec-9416-9440c9ab47f0"
"1151675","1","1","5","6f3db5a1-dc08-11ec-9416-9440c9ab47f0"
"1151677","1","1","3","63fb20f6-dc08-11ec-9416-9440c9ab47f0"
"1151678","1","1","1","77e68618-dc08-11ec-9416-9440c9ab47f0"
"1151681","1","1","2","6b991733-dc08-11ec-9416-9440c9ab47f0"
"1151681","1","1","5","6b9938a5-dc08-11ec-9416-9440c9ab47f0"
"1151681","1","1","6","6b992986-dc08-11ec-9416-9440c9ab47f0"
"1151684","1","1","1","6d3efeb2-dc08-11ec-9416-9440c9ab47f0"
"1151687","1","1","2","79838c52-dc08-11ec-9416-9440c9ab47f0"
"1151687","1","1","3","7983b06e-dc08-11ec-9416-9440c9ab47f0"
"1151687","1","1","4","79839ff5-dc08-11ec-9416-9440c9ab47f0"
"1151687","1","1","6","7983bef8-dc08-11ec-9416-9440c9ab47f0"
"1151688","1","1","1","63d8e49c-dc08-11ec-9416-9440c9ab47f0"
"1151688","1","1","2","63d8f433-dc08-11ec-9416-9440c9ab47f0"
"1151688","1","1","4","63d8d026-dc08-11ec-9416-9440c9ab47f0"
"1151688","1","1","6","63d902fe-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","-66","6abafbc0-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","1","6abaac16-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","2","6aba9be3-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","3","6abb09a0-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","4","6abacffa-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","5","6abadf55-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","6","6abaee85-dc08-11ec-9416-9440c9ab47f0"
"1151693","1","1","1","747cc294-dc08-11ec-9416-9440c9ab47f0"
"1151693","1","1","4","747cd150-dc08-11ec-9416-9440c9ab47f0"
"1151693","1","1","6","747cdf75-dc08-11ec-9416-9440c9ab47f0"
"1151695","1","1","1","78bcd9c1-dc08-11ec-9416-9440c9ab47f0"
"1151695","1","1","2","78bce8e3-dc08-11ec-9416-9440c9ab47f0"
"1151700","1","1","6","6a27388b-dc08-11ec-9416-9440c9ab47f0"
"1151705","1","1","1","65f4eacf-dc08-11ec-9416-9440c9ab47f0"
"1151706","1","1","4","671c239d-dc08-11ec-9416-9440c9ab47f0"
"1151708","1","1","1","63d0f856-dc08-11ec-9416-9440c9ab47f0"
"1151710","1","1","2","71053f0c-dc08-11ec-9416-9440c9ab47f0"
"1151711","1","1","1","65092960-dc08-11ec-9416-9440c9ab47f0"
"1151714","1","1","1","7618c6ba-dc08-11ec-9416-9440c9ab47f0"
"1151717","1","1","2","69011ed2-dc08-11ec-9416-9440c9ab47f0"
"1151717","1","1","6","69010eb4-dc08-11ec-9416-9440c9ab47f0"
"1151718","1","1","1","7761b7d2-dc08-11ec-9416-9440c9ab47f0"
"1151719","1","1","-66","6cc11a05-dc08-11ec-9416-9440c9ab47f0"
"1151720","1","1","2","9d3c43ae-dc14-11ec-9416-9440c9ab47f0"
"1151721","1","1","2","94ea3005-dc14-11ec-9416-9440c9ab47f0"
"1151723","1","1","1","a1430953-dc14-11ec-9416-9440c9ab47f0"
"1151725","1","1","2","9f880d66-dc14-11ec-9416-9440c9ab47f0"
"1151727","1","1","-66","9c9c2740-dc14-11ec-9416-9440c9ab47f0"
"1151730","1","1","2","9789fea0-dc14-11ec-9416-9440c9ab47f0"
"1151730","1","1","4","978a0df9-dc14-11ec-9416-9440c9ab47f0"
"1151731","1","1","1","99c476b0-dc14-11ec-9416-9440c9ab47f0"
"1151732","1","1","1","967af3e0-dc14-11ec-9416-9440c9ab47f0"
"1151732","1","1","2","967ae1e5-dc14-11ec-9416-9440c9ab47f0"
"1151735","1","1","2","9a0687c7-dc14-11ec-9416-9440c9ab47f0"
"1151735","1","1","4","9a069957-dc14-11ec-9416-9440c9ab47f0"
"1151736","1","1","1","9be59b6a-dc14-11ec-9416-9440c9ab47f0"
