"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","10. What other species of animals do you buy apart from sheep and goats? (see mrktc_lkpothrspecies)","Unique Row Identifier (UUID)"
"1007889","1","1","-66","f81a5d13-beed-11eb-8cbd-5cb901ddeae0"
"1007890","1","1","4","f9977afb-beed-11eb-8cbd-5cb901ddeae0"
"1007892","1","1","-66","fdd741de-beed-11eb-8cbd-5cb901ddeae0"
"1007894","1","1","4","fb0c0367-beed-11eb-8cbd-5cb901ddeae0"
"1007966","1","1","4","f84a3669-beed-11eb-8cbd-5cb901ddeae0"
"1007970","1","1","4","fe29caa5-beed-11eb-8cbd-5cb901ddeae0"
"1007971","1","1","1","faa0b9d9-beed-11eb-8cbd-5cb901ddeae0"
"1007971","1","1","4","faa0a822-beed-11eb-8cbd-5cb901ddeae0"
"1007971","1","1","5","faa0cb93-beed-11eb-8cbd-5cb901ddeae0"
"1007972","1","1","4","fc10d11c-beed-11eb-8cbd-5cb901ddeae0"
"1007975","1","1","4","fce8f6da-beed-11eb-8cbd-5cb901ddeae0"
"1007976","1","1","-66","fa2b9489-beed-11eb-8cbd-5cb901ddeae0"
"1007979","1","1","-66","fb1c1869-beed-11eb-8cbd-5cb901ddeae0"
"1007987","1","1","4","f8554217-beed-11eb-8cbd-5cb901ddeae0"
"1007988","1","1","4","f9480d79-beed-11eb-8cbd-5cb901ddeae0"
"1007992","1","1","4","fcf64a6a-beed-11eb-8cbd-5cb901ddeae0"
"1007993","1","1","-66","fbe92961-beed-11eb-8cbd-5cb901ddeae0"
"1008009","1","1","4","fe1fd586-beed-11eb-8cbd-5cb901ddeae0"
"1008010","1","1","4","fad06453-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","1","f918c58e-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","4","f918a59c-beed-11eb-8cbd-5cb901ddeae0"
"1008014","1","1","-66","fbb0dd45-beed-11eb-8cbd-5cb901ddeae0"
"1008018","1","1","-66","fcc55932-beed-11eb-8cbd-5cb901ddeae0"
"1008019","1","1","4","fbbc889b-beed-11eb-8cbd-5cb901ddeae0"
"1008020","1","1","-66","fb4791db-beed-11eb-8cbd-5cb901ddeae0"
"1008025","1","1","-66","f817551c-beed-11eb-8cbd-5cb901ddeae0"
"1008026","1","1","4","f9d32a8c-beed-11eb-8cbd-5cb901ddeae0"
"1010266","1","1","1","118fb08f-c18a-11eb-8cbd-5cb901ddeae0"
"1010270","1","1","1","0c5121d3-c18a-11eb-8cbd-5cb901ddeae0"
"1010636","1","1","1","418b6696-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","1","3f99910a-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","5","3f999f50-c253-11eb-8cbd-5cb901ddeae0"
"1010645","1","1","4","3a613b83-c253-11eb-8cbd-5cb901ddeae0"
"1010648","1","1","1","3e27abf7-c253-11eb-8cbd-5cb901ddeae0"
"1010648","1","1","2","3e27ba3b-c253-11eb-8cbd-5cb901ddeae0"
"1010794","1","1","4","3efaaa7d-c253-11eb-8cbd-5cb901ddeae0"
"1010797","1","1","4","3db1817d-c253-11eb-8cbd-5cb901ddeae0"
"1010799","1","1","4","40c0ed32-c253-11eb-8cbd-5cb901ddeae0"
"1010802","1","1","4","41602754-c253-11eb-8cbd-5cb901ddeae0"
"1010804","1","1","4","3c4f3290-c253-11eb-8cbd-5cb901ddeae0"
"1010805","1","1","4","3fcdafe0-c253-11eb-8cbd-5cb901ddeae0"
"1010807","1","1","4","408ce0f4-c253-11eb-8cbd-5cb901ddeae0"
"1010808","1","1","4","3b88ba58-c253-11eb-8cbd-5cb901ddeae0"
"1010809","1","1","4","3fb79912-c253-11eb-8cbd-5cb901ddeae0"
"1010810","1","1","4","41ffc0ec-c253-11eb-8cbd-5cb901ddeae0"
"1010811","1","1","4","41d4dd37-c253-11eb-8cbd-5cb901ddeae0"
"1010812","1","1","4","3d6d17b3-c253-11eb-8cbd-5cb901ddeae0"
"1010813","1","1","4","3e164189-c253-11eb-8cbd-5cb901ddeae0"
"1010815","1","1","4","3f7b05a4-c253-11eb-8cbd-5cb901ddeae0"
"1010817","1","1","4","3eb18b30-c253-11eb-8cbd-5cb901ddeae0"
"1010819","1","1","4","3f02274f-c253-11eb-8cbd-5cb901ddeae0"
"1010821","1","1","4","42bef994-c253-11eb-8cbd-5cb901ddeae0"
"1010822","1","1","4","3ffdcc0b-c253-11eb-8cbd-5cb901ddeae0"
"1010823","1","1","4","42352922-c253-11eb-8cbd-5cb901ddeae0"
"1010877","1","1","4","406ed25f-c253-11eb-8cbd-5cb901ddeae0"
"1010878","1","1","1","407611df-c253-11eb-8cbd-5cb901ddeae0"
"1010878","1","1","4","4075ffed-c253-11eb-8cbd-5cb901ddeae0"
"1010879","1","1","1","4282bc06-c253-11eb-8cbd-5cb901ddeae0"
"1010879","1","1","4","4282abd4-c253-11eb-8cbd-5cb901ddeae0"
"1010880","1","1","4","4086ce4b-c253-11eb-8cbd-5cb901ddeae0"
"1010881","1","1","4","3e3f20a4-c253-11eb-8cbd-5cb901ddeae0"
"1010882","1","1","4","41a42dfe-c253-11eb-8cbd-5cb901ddeae0"
"1010883","1","1","4","3b363dd2-c253-11eb-8cbd-5cb901ddeae0"
"1010884","1","1","4","3d616bb9-c253-11eb-8cbd-5cb901ddeae0"
"1010885","1","1","4","40fa7d4d-c253-11eb-8cbd-5cb901ddeae0"
"1010886","1","1","4","3e11aceb-c253-11eb-8cbd-5cb901ddeae0"
"1010887","1","1","4","412d493e-c253-11eb-8cbd-5cb901ddeae0"
"1010888","1","1","1","3be85add-c253-11eb-8cbd-5cb901ddeae0"
"1010888","1","1","4","3be845d5-c253-11eb-8cbd-5cb901ddeae0"
"1010889","1","1","4","3a0daf25-c253-11eb-8cbd-5cb901ddeae0"
"1010890","1","1","4","3bbfb38c-c253-11eb-8cbd-5cb901ddeae0"
"1010891","1","1","4","3a8ccbda-c253-11eb-8cbd-5cb901ddeae0"
"1010892","1","1","4","401a2e36-c253-11eb-8cbd-5cb901ddeae0"
"1010894","1","1","4","3a781acc-c253-11eb-8cbd-5cb901ddeae0"
"1010895","1","1","4","3e5e66c5-c253-11eb-8cbd-5cb901ddeae0"
"1010896","1","1","1","4046390d-c253-11eb-8cbd-5cb901ddeae0"
"1010897","1","1","1","42cd1b07-c253-11eb-8cbd-5cb901ddeae0"
"1010898","1","1","4","3d4fc600-c253-11eb-8cbd-5cb901ddeae0"
"1010899","1","1","1","417ddfcf-c253-11eb-8cbd-5cb901ddeae0"
"1010900","1","1","1","40c9acd7-c253-11eb-8cbd-5cb901ddeae0"
"1010901","1","1","4","3ddb7380-c253-11eb-8cbd-5cb901ddeae0"
"1010902","1","1","4","3dba10dd-c253-11eb-8cbd-5cb901ddeae0"
"1010903","1","1","4","3cb6e768-c253-11eb-8cbd-5cb901ddeae0"
"1010904","1","1","4","3aa769b6-c253-11eb-8cbd-5cb901ddeae0"
"1010906","1","1","4","3e9bbd8a-c253-11eb-8cbd-5cb901ddeae0"
"1011018","1","1","1","67a53a88-c31c-11eb-8cbd-5cb901ddeae0"
"1011019","1","1","1","627c09c1-c31c-11eb-8cbd-5cb901ddeae0"
"1011022","1","1","1","68265b34-c31c-11eb-8cbd-5cb901ddeae0"
"1011022","1","1","4","68267b34-c31c-11eb-8cbd-5cb901ddeae0"
"1011032","1","1","1","62a3fc69-c31c-11eb-8cbd-5cb901ddeae0"
"1011032","1","1","4","62a40906-c31c-11eb-8cbd-5cb901ddeae0"
"1011039","1","1","1","6a6f1d19-c31c-11eb-8cbd-5cb901ddeae0"
"1011156","1","1","1","69ecc0b6-c31c-11eb-8cbd-5cb901ddeae0"
"1011162","1","1","-66","623aee08-c31c-11eb-8cbd-5cb901ddeae0"
"1011163","1","1","1","6b2b18b4-c31c-11eb-8cbd-5cb901ddeae0"
"1011173","1","1","1","679ccbbc-c31c-11eb-8cbd-5cb901ddeae0"
"1011174","1","1","1","6a87bfb1-c31c-11eb-8cbd-5cb901ddeae0"
"1011175","1","1","1","65e4aa54-c31c-11eb-8cbd-5cb901ddeae0"
"1011176","1","1","1","674694d6-c31c-11eb-8cbd-5cb901ddeae0"
"1011767","1","1","1","e333cde0-c577-11eb-8cbd-5cb901ddeae0"
"1016383","1","1","-66","b3d3df48-d2d3-11eb-9de1-9440c9ab47f0"
"1016384","1","1","4","b817b6a5-d2d3-11eb-9de1-9440c9ab47f0"
"1020166","1","1","1","093ce20c-d91d-11eb-9de1-9440c9ab47f0"
"1020170","1","1","-66","0a7b0955-d91d-11eb-9de1-9440c9ab47f0"
"1020172","1","1","-66","0e2424c8-d91d-11eb-9de1-9440c9ab47f0"
"1020176","1","1","-66","0d51555c-d91d-11eb-9de1-9440c9ab47f0"
"1020177","1","1","-66","07527e38-d91d-11eb-9de1-9440c9ab47f0"
"1020179","1","1","-66","05d565e3-d91d-11eb-9de1-9440c9ab47f0"
"1020180","1","1","-66","0738ccf5-d91d-11eb-9de1-9440c9ab47f0"
"1020183","1","1","1","0ccc4370-d91d-11eb-9de1-9440c9ab47f0"
"1020184","1","1","-66","0d8decbd-d91d-11eb-9de1-9440c9ab47f0"
"1020186","1","1","1","095abe69-d91d-11eb-9de1-9440c9ab47f0"
"1020187","1","1","1","06b2923e-d91d-11eb-9de1-9440c9ab47f0"
"1020188","1","1","1","063e811d-d91d-11eb-9de1-9440c9ab47f0"
"1020189","1","1","1","07fda528-d91d-11eb-9de1-9440c9ab47f0"
"1020191","1","1","1","08a5a909-d91d-11eb-9de1-9440c9ab47f0"
"1020193","1","1","4","09391e84-d91d-11eb-9de1-9440c9ab47f0"
"1020195","1","1","-66","0c8084c2-d91d-11eb-9de1-9440c9ab47f0"
"1020197","1","1","-66","07140857-d91d-11eb-9de1-9440c9ab47f0"
"1020201","1","1","-66","0747def6-d91d-11eb-9de1-9440c9ab47f0"
"1020202","1","1","-66","077b78da-d91d-11eb-9de1-9440c9ab47f0"
"1020203","1","1","-66","06b72fc4-d91d-11eb-9de1-9440c9ab47f0"
"1020204","1","1","-66","0dfaaf01-d91d-11eb-9de1-9440c9ab47f0"
"1020205","1","1","-66","06c78833-d91d-11eb-9de1-9440c9ab47f0"
"1020209","1","1","-66","088460eb-d91d-11eb-9de1-9440c9ab47f0"
"1020212","1","1","-66","0e69f999-d91d-11eb-9de1-9440c9ab47f0"
"1020214","1","1","1","0aa9d5b2-d91d-11eb-9de1-9440c9ab47f0"
"1020215","1","1","-66","0ca50148-d91d-11eb-9de1-9440c9ab47f0"
"1020219","1","1","1","04e8b528-d91d-11eb-9de1-9440c9ab47f0"
"1020221","1","1","-66","0906fa74-d91d-11eb-9de1-9440c9ab47f0"
"1020225","1","1","1","0c2bc89a-d91d-11eb-9de1-9440c9ab47f0"
"1020226","1","1","-66","0aeccd16-d91d-11eb-9de1-9440c9ab47f0"
"1020227","1","1","1","09e40ed3-d91d-11eb-9de1-9440c9ab47f0"
"1020228","1","1","1","089d2aa6-d91d-11eb-9de1-9440c9ab47f0"
"1020229","1","1","-66","057689bf-d91d-11eb-9de1-9440c9ab47f0"
"1020230","1","1","-66","05c5ddfc-d91d-11eb-9de1-9440c9ab47f0"
"1070193","1","1","4","eb59f2ed-3c1f-11ec-ab28-9440c9ab47f0"
"1070194","1","1","1","ec16ee14-3c1f-11ec-ab28-9440c9ab47f0"
"1070194","1","1","4","ec16fb18-3c1f-11ec-ab28-9440c9ab47f0"
"1070199","1","1","1","f046b6ab-3c1f-11ec-ab28-9440c9ab47f0"
"1070199","1","1","4","f046da91-3c1f-11ec-ab28-9440c9ab47f0"
"1070201","1","1","1","edd33b47-3c1f-11ec-ab28-9440c9ab47f0"
"1070201","1","1","4","edd349c3-3c1f-11ec-ab28-9440c9ab47f0"
"1070206","1","1","1","eaef47e1-3c1f-11ec-ab28-9440c9ab47f0"
"1070208","1","1","4","ec35c124-3c1f-11ec-ab28-9440c9ab47f0"
"1070210","1","1","1","edfd3d85-3c1f-11ec-ab28-9440c9ab47f0"
"1070210","1","1","4","edfd4a56-3c1f-11ec-ab28-9440c9ab47f0"
"1070212","1","1","1","ed4b4201-3c1f-11ec-ab28-9440c9ab47f0"
"1070212","1","1","4","ed4b502c-3c1f-11ec-ab28-9440c9ab47f0"
"1070215","1","1","1","ed1c2ceb-3c1f-11ec-ab28-9440c9ab47f0"
"1070217","1","1","4","ed7823af-3c1f-11ec-ab28-9440c9ab47f0"
"1070219","1","1","-66","edcea394-3c1f-11ec-ab28-9440c9ab47f0"
"1070223","1","1","4","f00555b5-3c1f-11ec-ab28-9440c9ab47f0"
"1070225","1","1","1","f000d9e9-3c1f-11ec-ab28-9440c9ab47f0"
"1070227","1","1","4","e846a4ae-3c1f-11ec-ab28-9440c9ab47f0"
"1070235","1","1","1","efbb28b2-3c1f-11ec-ab28-9440c9ab47f0"
"1070237","1","1","1","ef6ebc97-3c1f-11ec-ab28-9440c9ab47f0"
"1070237","1","1","4","ef6ec982-3c1f-11ec-ab28-9440c9ab47f0"
"1070239","1","1","4","ee79d093-3c1f-11ec-ab28-9440c9ab47f0"
"1070241","1","1","-66","ecd18ce8-3c1f-11ec-ab28-9440c9ab47f0"
"1070245","1","1","1","ea649703-3c1f-11ec-ab28-9440c9ab47f0"
"1070353","1","1","4","e85e48fa-3c1f-11ec-ab28-9440c9ab47f0"
"1070354","1","1","-66","ee4e6fac-3c1f-11ec-ab28-9440c9ab47f0"
"1070355","1","1","1","ec8fd9d1-3c1f-11ec-ab28-9440c9ab47f0"
"1070356","1","1","4","ea5c9f37-3c1f-11ec-ab28-9440c9ab47f0"
"1070357","1","1","4","eec13ad3-3c1f-11ec-ab28-9440c9ab47f0"
"1070358","1","1","4","ecf4069c-3c1f-11ec-ab28-9440c9ab47f0"
"1070360","1","1","-66","ebd22429-3c1f-11ec-ab28-9440c9ab47f0"
"1144529","1","1","1","27ef8d99-dc16-11ec-9416-9440c9ab47f0"
"1144531","1","1","1","28adc014-dc16-11ec-9416-9440c9ab47f0"
"1144621","1","1","1","7048fdfd-dc08-11ec-9416-9440c9ab47f0"
"1144624","1","1","-66","67e06042-dc08-11ec-9416-9440c9ab47f0"
"1144625","1","1","-66","74b1ee90-dc08-11ec-9416-9440c9ab47f0"
"1144626","1","1","4","7474da1e-dc08-11ec-9416-9440c9ab47f0"
"1144627","1","1","1","6fd28e24-dc08-11ec-9416-9440c9ab47f0"
"1144628","1","1","-66","6efa752e-dc08-11ec-9416-9440c9ab47f0"
"1144630","1","1","-66","73b302ef-dc08-11ec-9416-9440c9ab47f0"
"1144635","1","1","1","75cd762f-dc08-11ec-9416-9440c9ab47f0"
"1144637","1","1","-66","6d148bb7-dc08-11ec-9416-9440c9ab47f0"
"1144638","1","1","-66","6c706aa5-dc08-11ec-9416-9440c9ab47f0"
"1144639","1","1","-66","6d896913-dc08-11ec-9416-9440c9ab47f0"
"1144649","1","1","1","723b5f2b-dc08-11ec-9416-9440c9ab47f0"
"1145138","1","1","-66","6dcdd9d7-dc08-11ec-9416-9440c9ab47f0"
"1145141","1","1","-66","6c0babf2-dc08-11ec-9416-9440c9ab47f0"
"1145142","1","1","1","6d774add-dc08-11ec-9416-9440c9ab47f0"
"1145143","1","1","-66","769302fc-dc08-11ec-9416-9440c9ab47f0"
"1145146","1","1","-66","6750fcdc-dc08-11ec-9416-9440c9ab47f0"
"1145149","1","1","-66","712ad7e9-dc08-11ec-9416-9440c9ab47f0"
"1145151","1","1","1","765eac38-dc08-11ec-9416-9440c9ab47f0"
"1145152","1","1","-66","6e93978d-dc08-11ec-9416-9440c9ab47f0"
"1145153","1","1","-66","63c8ef5f-dc08-11ec-9416-9440c9ab47f0"
"1145156","1","1","4","75b76ada-dc08-11ec-9416-9440c9ab47f0"
"1145157","1","1","1","6e14cb9e-dc08-11ec-9416-9440c9ab47f0"
"1145157","1","1","4","6e14dc04-dc08-11ec-9416-9440c9ab47f0"
"1145165","1","1","4","28459aa8-dc16-11ec-9416-9440c9ab47f0"
"1145586","1","1","1","2cd77c09-dc16-11ec-9416-9440c9ab47f0"
"1145596","1","1","1","211357ed-dc16-11ec-9416-9440c9ab47f0"
"1145623","1","1","-66","3d5b2b2b-dc0e-11ec-9416-9440c9ab47f0"
"1145626","1","1","1","39747b19-dc0e-11ec-9416-9440c9ab47f0"
"1145627","1","1","-66","46e62c4f-dc0e-11ec-9416-9440c9ab47f0"
"1145628","1","1","1","44f15da9-dc0e-11ec-9416-9440c9ab47f0"
"1145629","1","1","-66","40614e4e-dc0e-11ec-9416-9440c9ab47f0"
"1145630","1","1","-66","437bca1f-dc0e-11ec-9416-9440c9ab47f0"
"1145631","1","1","-66","38bc3839-dc0e-11ec-9416-9440c9ab47f0"
"1145632","1","1","-66","446a6101-dc0e-11ec-9416-9440c9ab47f0"
"1145635","1","1","-66","365122c8-dc0e-11ec-9416-9440c9ab47f0"
"1145640","1","1","1","38663276-dc0e-11ec-9416-9440c9ab47f0"
"1145641","1","1","-66","3bb4598a-dc0e-11ec-9416-9440c9ab47f0"
"1145642","1","1","1","4818b5ca-dc0e-11ec-9416-9440c9ab47f0"
"1145651","1","1","4","3be9e7cb-dc0e-11ec-9416-9440c9ab47f0"
"1145654","1","1","-66","41740a76-dc0e-11ec-9416-9440c9ab47f0"
"1145660","1","1","4","3c1cf68e-dc0e-11ec-9416-9440c9ab47f0"
"1145662","1","1","1","41bb5e06-dc0e-11ec-9416-9440c9ab47f0"
"1145662","1","1","4","41bb47c5-dc0e-11ec-9416-9440c9ab47f0"
"1145663","1","1","-66","366a6c46-dc0e-11ec-9416-9440c9ab47f0"
"1145665","1","1","1","3d10879d-dc0e-11ec-9416-9440c9ab47f0"
"1146621","1","1","-66","42927209-dc0e-11ec-9416-9440c9ab47f0"
"1146624","1","1","1","36c5bc88-dc0e-11ec-9416-9440c9ab47f0"
"1146628","1","1","1","3a5cf546-dc0e-11ec-9416-9440c9ab47f0"
"1146638","1","1","1","3deff3d1-dc0e-11ec-9416-9440c9ab47f0"
"1146640","1","1","1","43390437-dc0e-11ec-9416-9440c9ab47f0"
"1146647","1","1","-66","3cde74b9-dc0e-11ec-9416-9440c9ab47f0"
"1146648","1","1","-66","408e54ab-dc0e-11ec-9416-9440c9ab47f0"
"1146649","1","1","-66","38e339cf-dc0e-11ec-9416-9440c9ab47f0"
"1146650","1","1","1","3fd806ed-dc0e-11ec-9416-9440c9ab47f0"
"1146651","1","1","-66","37e63d3f-dc0e-11ec-9416-9440c9ab47f0"
"1146653","1","1","-66","36dcede8-dc0e-11ec-9416-9440c9ab47f0"
"1146655","1","1","-66","41a1a26e-dc0e-11ec-9416-9440c9ab47f0"
"1146656","1","1","-66","44e22d73-dc0e-11ec-9416-9440c9ab47f0"
"1146657","1","1","-66","40a73c2f-dc0e-11ec-9416-9440c9ab47f0"
"1146660","1","1","-66","4822bfc6-dc0e-11ec-9416-9440c9ab47f0"
"1146661","1","1","1","4183ad6e-dc0e-11ec-9416-9440c9ab47f0"
"1146662","1","1","-66","40982e80-dc0e-11ec-9416-9440c9ab47f0"
"1146664","1","1","-66","40de15ec-dc0e-11ec-9416-9440c9ab47f0"
"1146665","1","1","1","3781a6ba-dc0e-11ec-9416-9440c9ab47f0"
"1146667","1","1","4","38818c69-dc0e-11ec-9416-9440c9ab47f0"
"1147082","1","1","1","385b5061-dc0e-11ec-9416-9440c9ab47f0"
"1147337","1","1","-66","44c7b620-dc0e-11ec-9416-9440c9ab47f0"
"1147340","1","1","-66","3cb8dd0f-dc0e-11ec-9416-9440c9ab47f0"
"1147341","1","1","-66","4377700a-dc0e-11ec-9416-9440c9ab47f0"
"1147342","1","1","-66","45bc4e39-dc0e-11ec-9416-9440c9ab47f0"
"1147343","1","1","-66","391ec517-dc0e-11ec-9416-9440c9ab47f0"
"1147344","1","1","1","447a51c3-dc0e-11ec-9416-9440c9ab47f0"
"1147346","1","1","-66","3cc0e926-dc0e-11ec-9416-9440c9ab47f0"
"1147347","1","1","-66","479a3157-dc0e-11ec-9416-9440c9ab47f0"
"1147347","1","1","1","479a5166-dc0e-11ec-9416-9440c9ab47f0"
"1147347","1","1","4","479a417b-dc0e-11ec-9416-9440c9ab47f0"
"1147348","1","1","4","4759874d-dc0e-11ec-9416-9440c9ab47f0"
"1147445","1","1","3","37fd86b3-dc0e-11ec-9416-9440c9ab47f0"
"1147446","1","1","1","39c5dfc9-dc0e-11ec-9416-9440c9ab47f0"
"1147449","1","1","1","43720f7c-dc0e-11ec-9416-9440c9ab47f0"
"1147454","1","1","-66","41257fd8-dc0e-11ec-9416-9440c9ab47f0"
"1147456","1","1","-66","395e921a-dc0e-11ec-9416-9440c9ab47f0"
"1147461","1","1","-66","3692cb65-dc0e-11ec-9416-9440c9ab47f0"
"1147462","1","1","4","481064b2-dc0e-11ec-9416-9440c9ab47f0"
"1147464","1","1","-66","3d284260-dc0e-11ec-9416-9440c9ab47f0"
"1147465","1","1","-66","37d23f54-dc0e-11ec-9416-9440c9ab47f0"
"1147466","1","1","-66","375f9e1d-dc0e-11ec-9416-9440c9ab47f0"
"1147467","1","1","4","37c557d0-dc0e-11ec-9416-9440c9ab47f0"
"1147468","1","1","-66","35d77fec-dc0e-11ec-9416-9440c9ab47f0"
"1147469","1","1","-66","459e1995-dc0e-11ec-9416-9440c9ab47f0"
"1147470","1","1","-66","3ddf7ea0-dc0e-11ec-9416-9440c9ab47f0"
"1147473","1","1","-66","36738e34-dc0e-11ec-9416-9440c9ab47f0"
"1147474","1","1","-66","43ed8223-dc0e-11ec-9416-9440c9ab47f0"
"1147476","1","1","-66","3e301c0c-dc0e-11ec-9416-9440c9ab47f0"
"1147477","1","1","-66","403bb234-dc0e-11ec-9416-9440c9ab47f0"
"1147479","1","1","-66","40286b5e-dc0e-11ec-9416-9440c9ab47f0"
"1147487","1","1","-66","482af7bd-dc0e-11ec-9416-9440c9ab47f0"
"1147489","1","1","-66","3b51cf57-dc0e-11ec-9416-9440c9ab47f0"
"1147490","1","1","-66","3fc25584-dc0e-11ec-9416-9440c9ab47f0"
"1147491","1","1","-66","3b10ba71-dc0e-11ec-9416-9440c9ab47f0"
"1147519","1","1","1","455d7f8d-dc0e-11ec-9416-9440c9ab47f0"
"1147531","1","1","1","3bbab88b-dc0e-11ec-9416-9440c9ab47f0"
"1147537","1","1","1","4451b25f-dc0e-11ec-9416-9440c9ab47f0"
"1148061","1","1","1","39bf8aaf-dc0e-11ec-9416-9440c9ab47f0"
"1148063","1","1","1","41a89f44-dc0e-11ec-9416-9440c9ab47f0"
"1148064","1","1","1","36ed4f66-dc0e-11ec-9416-9440c9ab47f0"
"1148065","1","1","1","3e58c047-dc0e-11ec-9416-9440c9ab47f0"
"1148066","1","1","1","40a16c93-dc0e-11ec-9416-9440c9ab47f0"
"1148067","1","1","1","393fd521-dc0e-11ec-9416-9440c9ab47f0"
"1148068","1","1","1","4345ef72-dc0e-11ec-9416-9440c9ab47f0"
"1148070","1","1","1","3ae76743-dc0e-11ec-9416-9440c9ab47f0"
"1148073","1","1","1","365d1e55-dc0e-11ec-9416-9440c9ab47f0"
"1148623","1","1","4","28828f3c-dc16-11ec-9416-9440c9ab47f0"
"1148626","1","1","1","24474a19-dc16-11ec-9416-9440c9ab47f0"
"1148738","1","1","1","3ac4e471-dc0e-11ec-9416-9440c9ab47f0"
"1148739","1","1","1","474410c5-dc0e-11ec-9416-9440c9ab47f0"
"1148740","1","1","-66","41b6f19a-dc0e-11ec-9416-9440c9ab47f0"
"1148743","1","1","-66","42cc2991-dc0e-11ec-9416-9440c9ab47f0"
"1148745","1","1","1","3eee2fd6-dc0e-11ec-9416-9440c9ab47f0"
"1148745","1","1","4","3eee40eb-dc0e-11ec-9416-9440c9ab47f0"
"1148746","1","1","-66","42adb82e-dc0e-11ec-9416-9440c9ab47f0"
"1148749","1","1","1","3823373d-dc0e-11ec-9416-9440c9ab47f0"
"1148751","1","1","4","3f3215d0-dc0e-11ec-9416-9440c9ab47f0"
"1148751","1","1","5","3f3224e8-dc0e-11ec-9416-9440c9ab47f0"
"1148817","1","1","1","3e92ceb8-dc0e-11ec-9416-9440c9ab47f0"
"1148818","1","1","1","3cd855db-dc0e-11ec-9416-9440c9ab47f0"
"1148821","1","1","4","39f24dd4-dc0e-11ec-9416-9440c9ab47f0"
"1148844","1","1","-66","3977f462-dc0e-11ec-9416-9440c9ab47f0"
"1148846","1","1","-66","3d07b7d4-dc0e-11ec-9416-9440c9ab47f0"
"1148847","1","1","-66","42279e6e-dc0e-11ec-9416-9440c9ab47f0"
"1148852","1","1","-66","432717fa-dc0e-11ec-9416-9440c9ab47f0"
"1148854","1","1","-66","3e371f0b-dc0e-11ec-9416-9440c9ab47f0"
"1148855","1","1","-66","3cccb64f-dc0e-11ec-9416-9440c9ab47f0"
"1150165","1","1","1","99575abb-dc14-11ec-9416-9440c9ab47f0"
"1150166","1","1","1","a0c79673-dc14-11ec-9416-9440c9ab47f0"
"1150168","1","1","1","9c1f77d4-dc14-11ec-9416-9440c9ab47f0"
"1150169","1","1","1","9fb3502f-dc14-11ec-9416-9440c9ab47f0"
"1150182","1","1","1","9f702ed0-dc14-11ec-9416-9440c9ab47f0"
"1150188","1","1","1","a09d6ef6-dc14-11ec-9416-9440c9ab47f0"
"1150191","1","1","1","914205ca-dc14-11ec-9416-9440c9ab47f0"
"1150192","1","1","1","9ff7ec9e-dc14-11ec-9416-9440c9ab47f0"
"1150194","1","1","1","9707d50a-dc14-11ec-9416-9440c9ab47f0"
"1150197","1","1","-66","9e55d4a4-dc14-11ec-9416-9440c9ab47f0"
"1150200","1","1","1","955e1722-dc14-11ec-9416-9440c9ab47f0"
"1150208","1","1","1","9965e510-dc14-11ec-9416-9440c9ab47f0"
"1150209","1","1","1","a04df5b8-dc14-11ec-9416-9440c9ab47f0"
"1150212","1","1","1","9b0789ee-dc14-11ec-9416-9440c9ab47f0"
"1150224","1","1","1","9d0d9be8-dc14-11ec-9416-9440c9ab47f0"
"1150496","1","1","1","69945752-dc08-11ec-9416-9440c9ab47f0"
"1150500","1","1","1","6e813f35-dc08-11ec-9416-9440c9ab47f0"
"1150531","1","1","1","732c22b2-dc08-11ec-9416-9440c9ab47f0"
"1150532","1","1","1","6e4d4072-dc08-11ec-9416-9440c9ab47f0"
"1150560","1","1","-66","64d0d8b2-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","1","1","6ca9a26c-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","1","3","6ca9ba06-dc08-11ec-9416-9440c9ab47f0"
"1150563","1","1","1","721e0d3a-dc08-11ec-9416-9440c9ab47f0"
"1150564","1","1","1","6a9089dc-dc08-11ec-9416-9440c9ab47f0"
"1150716","1","1","1","71fb8405-dc08-11ec-9416-9440c9ab47f0"
"1150718","1","1","-66","733a7dfc-dc08-11ec-9416-9440c9ab47f0"
"1150719","1","1","4","658f265e-dc08-11ec-9416-9440c9ab47f0"
"1150720","1","1","3","64c110fd-dc08-11ec-9416-9440c9ab47f0"
"1150721","1","1","1","759bef74-dc08-11ec-9416-9440c9ab47f0"
"1150723","1","1","-66","63b9beb1-dc08-11ec-9416-9440c9ab47f0"
"1151050","1","1","-66","75db99c3-dc08-11ec-9416-9440c9ab47f0"
"1151108","1","1","1","637523cf-dc08-11ec-9416-9440c9ab47f0"
"1151108","1","1","5","63754711-dc08-11ec-9416-9440c9ab47f0"
"1151110","1","1","-66","6ff5cbe0-dc08-11ec-9416-9440c9ab47f0"
"1151111","1","1","-66","70c54ca0-dc08-11ec-9416-9440c9ab47f0"
"1151675","1","1","-66","6f3e2337-dc08-11ec-9416-9440c9ab47f0"
