"fid (see mrktc_generalinfo)","Unique Row ID (see mrktc_generalinfo)","Unique Row ID","Market no","Name of market","Ward","District","Type of market (see mrktc_lkpmrkt_type)","Unique Row Identifier (UUID)"
"977983","1","3","3","Finkolo ZANSO","","","2","fc7f3070-beed-11eb-8cbd-5cb901ddeae0"
"977984","1","1","1","Katibougou","","Burkina Faso","3","fe2e2fca-beed-11eb-8cbd-5cb901ddeae0"
"977984","1","2","2","BAMOUGOU","","","2","fe2e4261-beed-11eb-8cbd-5cb901ddeae0"
"977984","1","3","3","Finkolo ZANSO","","","3","fe2e53ea-beed-11eb-8cbd-5cb901ddeae0"
"977984","1","4","4","Zitonasso","","Burkina Faso","3","fe2e64b1-beed-11eb-8cbd-5cb901ddeae0"
"977985","1","1","1","BAMOUGOU","","","3","f98a2140-beed-11eb-8cbd-5cb901ddeae0"
"977985","1","2","2","Finkolo ZANSO","","","3","f98a3a3e-beed-11eb-8cbd-5cb901ddeae0"
"977987","1","1","1","Babougou","","","2","fba99463-beed-11eb-8cbd-5cb901ddeae0"
"977987","1","2","2","Sikasso","Médine","","1","fba9a79d-beed-11eb-8cbd-5cb901ddeae0"
"977989","1","1","1","Sikasso","Sanoubougou","","1","fef6ae4c-beed-11eb-8cbd-5cb901ddeae0"
"977990","1","1","1","KOUMANTOU","","","2","fa49dd12-beed-11eb-8cbd-5cb901ddeae0"
"977990","1","2","2","Danderesso","","","3","fa49f3f4-beed-11eb-8cbd-5cb901ddeae0"
"977990","1","3","3","Sindo","","","3","fa4a06f5-beed-11eb-8cbd-5cb901ddeae0"
"977990","1","4","4","Finkolo ZANSO","","","2","fa4a2018-beed-11eb-8cbd-5cb901ddeae0"
"977998","1","1","1","NIÈNA","","","1","fa28cd2d-beed-11eb-8cbd-5cb901ddeae0"
"980516","1","1","1","Marché de Dande","","","2","fed29b59-beed-11eb-8cbd-5cb901ddeae0"
"980518","1","1","1","N’dorola","","","3","fd206f88-beed-11eb-8cbd-5cb901ddeae0"
"980518","1","2","2","Kayan","","","3","fd2084ff-beed-11eb-8cbd-5cb901ddeae0"
"980521","1","1","1","Marché de bêna","","Commune de kouka, province des Banwa","2","f972de7d-beed-11eb-8cbd-5cb901ddeae0"
"980523","1","1","1","Marché  de kongolikoro","","Commune de  Samorogouan","3","fec45a21-beed-11eb-8cbd-5cb901ddeae0"
"980525","1","1","1","Marché de Gnina","","Commune de N’dorola","3","fc68552e-beed-11eb-8cbd-5cb901ddeae0"
"980525","1","2","2","Marché de  Sougouma","","Commune de kourouma","3","fc686ac1-beed-11eb-8cbd-5cb901ddeae0"
"980526","1","1","1","Marché de bêna","","Commune de Kouka, province des Banwa ","2","fb60fab9-beed-11eb-8cbd-5cb901ddeae0"
"980528","1","1","1","Marché de Fadona","","Commune de N’dorola","3","f9f50a73-beed-11eb-8cbd-5cb901ddeae0"
"980528","1","2","2","Marché de Silorola","","Commune de kourouma","3","f9f51f02-beed-11eb-8cbd-5cb901ddeae0"
"980530","1","1","1","Marché de Fananga","","Commune de kourouma","3","f83a34fd-beed-11eb-8cbd-5cb901ddeae0"
"980530","1","2","2","Marché de Sikorola","","Commune de Samorogouan","3","f83a4918-beed-11eb-8cbd-5cb901ddeae0"
"980530","1","3","3","Marché de N’Gana","","Commune de kourouma","3","f83a5c4f-beed-11eb-8cbd-5cb901ddeae0"
"980534","1","1","1","Foulasso","","Commune de kourouma","3","fa3669a2-beed-11eb-8cbd-5cb901ddeae0"
"980534","1","2","2","Katafona","","Commune de kourouma","3","fa368443-beed-11eb-8cbd-5cb901ddeae0"
"980536","1","1","1","Marché de Fananga","","Commune de kourouma","3","fadf4856-beed-11eb-8cbd-5cb901ddeae0"
"980543","1","1","1","Le marché de N’dorola","","","3","fe73fd5c-beed-11eb-8cbd-5cb901ddeae0"
"980543","1","2","2","Le marché de Sougouma","","Commune de kourouma","3","fe740fad-beed-11eb-8cbd-5cb901ddeae0"
"980545","1","1","1","Le marché de Dandé","","","2","fbad2d03-beed-11eb-8cbd-5cb901ddeae0"
"980545","1","2","2","Le marché de Bêna","","Commune de Kouka, province des Banwa ","2","fbad4bb0-beed-11eb-8cbd-5cb901ddeae0"
"980545","1","3","3","Le marché de Faramana","","","2","fbad66fc-beed-11eb-8cbd-5cb901ddeae0"
"980551","1","1","1","Marché de Sougouma","","","3","fdcbeb0e-beed-11eb-8cbd-5cb901ddeae0"
"980551","1","2","2","Marché de N’dorola","","","3","fdcbfe3e-beed-11eb-8cbd-5cb901ddeae0"
"980551","1","3","3","Marché de Fananga","","","3","fdcc1425-beed-11eb-8cbd-5cb901ddeae0"
"986928","1","1","1","Marché a bétail de Tita","","","3","f8996e1f-beed-11eb-8cbd-5cb901ddeae0"
"986928","1","2","2","Marché a bétail de Léo","","","3","f8998029-beed-11eb-8cbd-5cb901ddeae0"
"986928","1","3","3","Marché a bétail de Djibo","","","3","f899912f-beed-11eb-8cbd-5cb901ddeae0"
"986928","1","4","4","Marché a bétail de Fada","","","3","f899a166-beed-11eb-8cbd-5cb901ddeae0"
"986928","1","5","5","Marché a bêta de Kaya","","","3","f899b23f-beed-11eb-8cbd-5cb901ddeae0"
"986928","1","6","6","Marché de tyou","","","2","f899c2b7-beed-11eb-8cbd-5cb901ddeae0"
"986929","1","1","1","Marché de Gode","","","","f91cd2c2-beed-11eb-8cbd-5cb901ddeae0"
"986936","1","1","1","Tyou","","","2","fcb61cb7-beed-11eb-8cbd-5cb901ddeae0"
"992659","1","1","1","Medina Ndiathbé","Medina Ndiathbé","Podor","2","f8fea681-beed-11eb-8cbd-5cb901ddeae0"
"992659","1","2","2","Daara diolof","Daara diolof","Linguère / louga","3","f8fec55e-beed-11eb-8cbd-5cb901ddeae0"
"992817","1","1","1","Medina Ndiathbé","Medina Ndiathbé","Podor","2","fd73b952-beed-11eb-8cbd-5cb901ddeae0"
"992818","1","1","1","Medina Ndiathbé ","Medina Ndiathbé ","Podor ","2","f8319891-beed-11eb-8cbd-5cb901ddeae0"
"992819","1","1","1","Medina Ndiathbé ","Medina Ndiathbé ","Podor/Saint louis","3","fa14378d-beed-11eb-8cbd-5cb901ddeae0"
"992819","1","2","2","Foirail Dakar ","Serass","Dakar ","3","fa1449f5-beed-11eb-8cbd-5cb901ddeae0"
"992820","1","1","1","Medina Ndiathbé ","Medina Ndiathbé ","Podor ","2","feeb3ee8-beed-11eb-8cbd-5cb901ddeae0"
"992820","1","2","2","Goleré","Goleré","Commune Goleré","2","feeb5484-beed-11eb-8cbd-5cb901ddeae0"
"992821","1","1","1","Galoya","Galoya ","Commune Galoya","2","fd6527e0-beed-11eb-8cbd-5cb901ddeae0"
"992821","1","2","2","Aéré lao","Aéré lao","Aéré lao ","2","fd6540b4-beed-11eb-8cbd-5cb901ddeae0"
"992822","1","1","1","Medina Ndiathbé ","Medina Ndiathbé ","Podor ","2","f9536ff3-beed-11eb-8cbd-5cb901ddeae0"
"992823","1","1","1","Medina Ndiathbé","Medina Ndiathbé","Podor","2","f81da5a9-beed-11eb-8cbd-5cb901ddeae0"
"992824","1","1","1","Madina diathbé","Madina ndiathbé","Podor/st louis","1","fb6bad51-beed-11eb-8cbd-5cb901ddeae0"
"992917","1","1","1","Madina ndiathbè","Madina ndiathbè","Podor /st louis","2","fe81fa85-beed-11eb-8cbd-5cb901ddeae0"
"992917","1","2","2","Bano","Ourourbè daka","Podor/st louis","2","fe8211bb-beed-11eb-8cbd-5cb901ddeae0"
"992918","1","1","1","Madina ndiathbè","Bano","Podor /stlouis","2","f9cb915c-beed-11eb-8cbd-5cb901ddeae0"
"992918","1","2","2","Bano","Bano","Podor /st louis","1","f9cba42b-beed-11eb-8cbd-5cb901ddeae0"
"992920","1","1","1","Madina ndiathbè","Madina ndiathbè","Podor/stlouis","2","fd447422-beed-11eb-8cbd-5cb901ddeae0"
"992922","1","1","1","Dhara","Dahra","Linguere/louga","3","f7d8be10-beed-11eb-8cbd-5cb901ddeae0"
"996131","1","1","1","Louma gabou","Gabou","Bakel","2","fab15346-beed-11eb-8cbd-5cb901ddeae0"
"996131","1","2","2","Louma bodji","Bodji","","2","fab16a48-beed-11eb-8cbd-5cb901ddeae0"
"996132","1","1","1","Alahina bocar","Alahina bocar","Bakel","1","f956841d-beed-11eb-8cbd-5cb901ddeae0"
"996132","1","2","2","Louma gabou","Gabou","Bakel","2","f9569767-beed-11eb-8cbd-5cb901ddeae0"
"996300","1","1","1","Loumas Gabou","Gabou","Bakel","2","fd10c75d-beed-11eb-8cbd-5cb901ddeae0"
"996301","1","1","1","Loumas Gabou","Gabou","Bakel","2","fb5d3348-beed-11eb-8cbd-5cb901ddeae0"
"996301","1","2","2","Loumas Boundji","Boundji","Matam","2","fb5d45ae-beed-11eb-8cbd-5cb901ddeae0"
"996301","1","3","3","Daral Dahra Djolof","Dahra","Louga","3","fb5d5729-beed-11eb-8cbd-5cb901ddeae0"
"996302","1","1","1","Loumas Gabou","Gabou","Bakel","2","fb31404c-beed-11eb-8cbd-5cb901ddeae0"
"996304","1","1","1","Loumas Gabou","Gabou","Bakel","2","fe692551-beed-11eb-8cbd-5cb901ddeae0"
"996305","1","1","1","Loumas Bondji","Bondji","Matam","2","faee6691-beed-11eb-8cbd-5cb901ddeae0"
"996305","1","2","2","Moumas Gabou","Gabou","Bakel","2","faee7d7f-beed-11eb-8cbd-5cb901ddeae0"
"996306","1","1","1","Loumas Gabou","Gabou","Bakel","2","f96b7db8-beed-11eb-8cbd-5cb901ddeae0"
"996308","1","1","1","Loumas Gabou ","Gabou","Bakel","2","fea75085-beed-11eb-8cbd-5cb901ddeae0"
"996308","1","2","2","Loumas Bondji","Bondji","Matam","2","fea767a2-beed-11eb-8cbd-5cb901ddeae0"
"996309","1","1","1","Loumas Gabou","Gabou","Bakel","2","f9f176eb-beed-11eb-8cbd-5cb901ddeae0"
"998356","1","1","1","Marché thileu boubacar ","Thileu boubacar ","Thileu boubacar ","2","fe232e73-beed-11eb-8cbd-5cb901ddeae0"
"998356","1","2","2","Sawagne pionnier ","Sawagne pionnier ","Sawagne pionnier ","1","fe2341dc-beed-11eb-8cbd-5cb901ddeae0"
"998358","1","1","1","Ross bethio ","Ross bethio marché ","Saint louis ","1","f98db6b5-beed-11eb-8cbd-5cb901ddeae0"
"998365","1","1","1","Mpal","NSP","Saint louis ","2","fce50617-beed-11eb-8cbd-5cb901ddeae0"
"998418","1","1","1","Diama ","Diama ","Diama ","1","fee24ef7-beed-11eb-8cbd-5cb901ddeae0"
"998418","1","2","2","Ndiaye mberes","Ndiaye mberes","Diama","1","fee25e3d-beed-11eb-8cbd-5cb901ddeae0"
"998420","1","1","1","Mpal ","Mpal ","Diama ","1","fb402b6a-beed-11eb-8cbd-5cb901ddeae0"
"998420","1","2","2","Rosse bethio ","Rosse bethio ","Diama ","2","fb404559-beed-11eb-8cbd-5cb901ddeae0"
"998421","1","1","1","Diama ","Diama ","Diama ","1","f93c3dfa-beed-11eb-8cbd-5cb901ddeae0"
"998423","1","1","1","Rosse bethio ","Rosse bethio ","Rosse bethio ","2","f895beb9-beed-11eb-8cbd-5cb901ddeae0"
"998423","1","2","2","Mpal ","Mpal ","Mpal","1","f895cf25-beed-11eb-8cbd-5cb901ddeae0"
"998423","1","3","3","Diama ","Diama ","Diama ","","f895de04-beed-11eb-8cbd-5cb901ddeae0"
"998678","1","1","1","Sawagne pionnier","Sawagne pionnier","Diama","1","fa04b247-beed-11eb-8cbd-5cb901ddeae0"
"998678","1","2","2","Thilé boubacar","Thilé boubacar","Diama","1","fa04c3a5-beed-11eb-8cbd-5cb901ddeae0"
"998678","1","3","3","Ndiaye","Ndiaye","Diama","1","fa04d454-beed-11eb-8cbd-5cb901ddeae0"
"998679","1","1","1","Sasawagne p7","Sawagne pionnier ","Diama ","1","f8d12199-beed-11eb-8cbd-5cb901ddeae0"
"998679","1","2","2","Rosse bethio ","Rosse bethio ","Diama ","1","f8d133cb-beed-11eb-8cbd-5cb901ddeae0"
"998680","1","1","1","Rosse bethio ","Rosse bethio ","Diama ","1","f8475aea-beed-11eb-8cbd-5cb901ddeae0"
"998683","1","1","1","Sawagne pionnier ","Sawagne pionnier ","Diama ","1","fafd4101-beed-11eb-8cbd-5cb901ddeae0"
"998683","1","2","2","Thilé boubacar ","Thilé boubacar ","Diama ","1","fafd55e7-beed-11eb-8cbd-5cb901ddeae0"
"998685","1","1","1","Thilé boubacar ","Thilé boubacar ","Diama ","","fcabdef4-beed-11eb-8cbd-5cb901ddeae0"
"998685","1","2","2","Sawagne pionnier ","Sawagne pionnier ","Diama ","","fcabeecd-beed-11eb-8cbd-5cb901ddeae0"
"998685","1","3","3","Diama ","Diama ","Diama ","","fcac0142-beed-11eb-8cbd-5cb901ddeae0"
"998719","1","1","1","Mpal","Darale mpal ","Saint louis ","2","f7f89072-beed-11eb-8cbd-5cb901ddeae0"
"998719","1","2","2","Ndiaye","Ndiaye","","1","f7f8a5ae-beed-11eb-8cbd-5cb901ddeae0"
"998720","1","1","1","Mpal ","NSP","Saint louis ","2","fa336f29-beed-11eb-8cbd-5cb901ddeae0"
"998721","1","1","1","Saint louis darale ","Darale","Saint louis ","1","f93397d9-beed-11eb-8cbd-5cb901ddeae0"
"998721","1","2","2","Savoigne ","Savoigne pionnier ","Saint louis ","2","f933b0c7-beed-11eb-8cbd-5cb901ddeae0"
"998722","1","1","1","Keur momar sarr ","Nsp","","2","faaa2af9-beed-11eb-8cbd-5cb901ddeae0"
"998722","1","2","2","Thileu boubacar ","Nsp","","2","faaa40ac-beed-11eb-8cbd-5cb901ddeae0"
"998722","1","3","3","Mpal ","Nsp","Saint louis ","2","faaa568e-beed-11eb-8cbd-5cb901ddeae0"
"998722","1","4","4","Ndar","Darale saint louis ","Saint louis ","2","faaa6e16-beed-11eb-8cbd-5cb901ddeae0"
"998724","1","1","1","Dara djolof ","Darale ","Louga ","3","fb15bf76-beed-11eb-8cbd-5cb901ddeae0"
"998908","1","1","1","Touba alieu","","Kaffrine","1","f7cff9a6-beed-11eb-8cbd-5cb901ddeae0"
"998908","1","2","2","Thiondong","","Kaffrine","1","f7d00ca8-beed-11eb-8cbd-5cb901ddeae0"
"998908","1","3","3","Darha djolof","","Louga","2","f7d020b2-beed-11eb-8cbd-5cb901ddeae0"
"998909","1","1","1","Guenth pathé","","Kaffrine","2","f9a33125-beed-11eb-8cbd-5cb901ddeae0"
"998909","1","2","2","Thiondong","","Kaffrine","1","f9a34625-beed-11eb-8cbd-5cb901ddeae0"
"998909","1","3","3","Darha djolof","","Louga","2","f9a35a56-beed-11eb-8cbd-5cb901ddeae0"
"998909","1","4","4","Missira","","Kaffrine","1","f9a36c96-beed-11eb-8cbd-5cb901ddeae0"
"998910","1","1","1","Guenrh pathé","","Kaffrine","1","f8e1a28c-beed-11eb-8cbd-5cb901ddeae0"
"998910","1","2","2","Thiondong","","Kaffrine","1","f8e1af56-beed-11eb-8cbd-5cb901ddeae0"
"998910","1","3","3","Missirakagfrine","","","1","f8e1bd84-beed-11eb-8cbd-5cb901ddeae0"
"998911","1","1","1","Touba alieu","","Kaffrine","1","fd24f462-beed-11eb-8cbd-5cb901ddeae0"
"998911","1","2","2","Thiondong","","Kaffrine","2","fd2504f2-beed-11eb-8cbd-5cb901ddeae0"
"998911","1","3","3","Missira","","Kaffrine","1","fd251471-beed-11eb-8cbd-5cb901ddeae0"
"998912","1","1","1","Koukoune","","Kaffrine","1","fd4c13ad-beed-11eb-8cbd-5cb901ddeae0"
"998912","1","2","2","Darhra djolof","","Louga","2","fd4c2c5d-beed-11eb-8cbd-5cb901ddeae0"
"998912","1","3","3","Touba alieu","","Kaffrine","1","fd4c3fcd-beed-11eb-8cbd-5cb901ddeae0"
"998912","1","4","4","Guenth pathé","","Kaffrine","1","fd4c5433-beed-11eb-8cbd-5cb901ddeae0"
"998914","1","1","1","Touba alieu","","Kaffrine","1","fc73e10f-beed-11eb-8cbd-5cb901ddeae0"
"998914","1","2","2","Darha djolof","","Louga","2","fc73fad0-beed-11eb-8cbd-5cb901ddeae0"
"998914","1","3","3","Guenth pathé","","Kaffrine","1","fc740fd7-beed-11eb-8cbd-5cb901ddeae0"
"998914","1","4","4","Konkoune","","Kaffrine","1","fc742520-beed-11eb-8cbd-5cb901ddeae0"
"998915","1","1","1","Touba alieu","","Kaffrine","1","fb4bfc96-beed-11eb-8cbd-5cb901ddeae0"
"998915","1","2","2","Darha djolof","Linguere","Louga","2","fb4c10fa-beed-11eb-8cbd-5cb901ddeae0"
"998915","1","3","3","Thiondong","","Kaffrine","1","fb4c2732-beed-11eb-8cbd-5cb901ddeae0"
"998915","1","4","4","Guenth pathé","","Kaffrine","1","fb4c3c35-beed-11eb-8cbd-5cb901ddeae0"
"998916","1","1","1","Touba alieu","Guenth pathé","Kaffrine","1","fe8d6027-beed-11eb-8cbd-5cb901ddeae0"
"998916","1","2","2","Koukoune","","Kaffrine","1","fe8d763c-beed-11eb-8cbd-5cb901ddeae0"
"998916","1","3","3","Missira","","Kaffrine","1","fe8d8721-beed-11eb-8cbd-5cb901ddeae0"
"998918","1","1","1","Touba alieu","Guainthe pathé","Kaffrine","1","fe4568bd-beed-11eb-8cbd-5cb901ddeae0"
"998918","1","2","2","Darha djolof","Linguére","Louga","2","fe457c60-beed-11eb-8cbd-5cb901ddeae0"
"998918","1","3","3","Thiondong","","Kaffrine","1","fe45926b-beed-11eb-8cbd-5cb901ddeae0"
"998918","1","4","4","Guenth pathé","Kougueul","Kaffrine","1","fe45a7ca-beed-11eb-8cbd-5cb901ddeae0"
"998933","1","1","1","Touba alieu","","Kaffrine","1","fb591b06-beed-11eb-8cbd-5cb901ddeae0"
"998933","1","2","2","Thiondong","","Kaffrine","1","fb5933a0-beed-11eb-8cbd-5cb901ddeae0"
"998933","1","3","3","Missira","","Kaffrine","1","fb59481a-beed-11eb-8cbd-5cb901ddeae0"
"998933","1","4","4","Koukoune","","Kaffrine","1","fb595e26-beed-11eb-8cbd-5cb901ddeae0"
"998933","1","5","5","guenth pathé","","Kaffrine","1","fb597538-beed-11eb-8cbd-5cb901ddeae0"
"998934","1","1","1","Missira","","Kaffrine","1","f87d168a-beed-11eb-8cbd-5cb901ddeae0"
"998934","1","2","2","Koukoune","","Kaffrine","1","f87d2e52-beed-11eb-8cbd-5cb901ddeae0"
"998935","1","1","1","guenth pathé","","Kaffrine","1","f7d4a398-beed-11eb-8cbd-5cb901ddeae0"
"998935","1","2","2","Koukoune","","Kaffrine","1","f7d4f241-beed-11eb-8cbd-5cb901ddeae0"
"998935","1","3","3","Thiondong","","Kaffrine","1","f7d507b5-beed-11eb-8cbd-5cb901ddeae0"
"998935","1","4","4","Pafa","","Kaffrine","1","f7d5485c-beed-11eb-8cbd-5cb901ddeae0"
"998936","1","1","1","Koukoune","","Kaffrine","1","fbd68eb8-beed-11eb-8cbd-5cb901ddeae0"
"998936","1","2","2","Missira","","Kaffrine","1","fbd69ff1-beed-11eb-8cbd-5cb901ddeae0"
"998936","1","3","3","guenth pathé","","Kaffrine","1","fbd6b1c3-beed-11eb-8cbd-5cb901ddeae0"
"998936","1","4","4","Lourd","","Kaffrine","1","fbd6c138-beed-11eb-8cbd-5cb901ddeae0"
"998937","1","1","1","guenth  parhé","","Kaffrine","1","fba2c9f2-beed-11eb-8cbd-5cb901ddeae0"
"998937","1","2","2","Missira","","Kaffrine","1","fba2e03f-beed-11eb-8cbd-5cb901ddeae0"
"998939","1","1","1","Lourd","","Kaffrine","1","fa58d6fa-beed-11eb-8cbd-5cb901ddeae0"
"998939","1","2","2","Bélene","","Kaffrine","1","fa58ed11-beed-11eb-8cbd-5cb901ddeae0"
"998939","1","3","3","Koukoune","","Kaffrine","1","fa5900d6-beed-11eb-8cbd-5cb901ddeae0"
"998939","1","4","4","Guent pathé","","Kaffrine","1","fa591873-beed-11eb-8cbd-5cb901ddeae0"
"998939","1","5","5","Missira","","Kaffrine","1","fa592e18-beed-11eb-8cbd-5cb901ddeae0"
"998940","1","1","1","Lourd","","Kaffrine","1","f8586123-beed-11eb-8cbd-5cb901ddeae0"
"998940","1","2","2","Missira","","Kaffrine","1","f8587234-beed-11eb-8cbd-5cb901ddeae0"
"998940","1","3","3","Koukoune","","Kaffrine","1","f858826c-beed-11eb-8cbd-5cb901ddeae0"
"998940","1","4","4","Pafa","","Kaffrine","1","f8589224-beed-11eb-8cbd-5cb901ddeae0"
"999404","1","1","1","Touba Alya","Touba Alya","Kaffrine ","1","faa574bd-beed-11eb-8cbd-5cb901ddeae0"
"999404","1","2","2","Gainthe pathé","Gainthe","Kaffrine ","1","faa585d3-beed-11eb-8cbd-5cb901ddeae0"
"999404","1","3","3","Touba","Touba","Diourbel","3","faa59616-beed-11eb-8cbd-5cb901ddeae0"
"999404","1","4","4","Missirah","Missirah","Kaffrine ","1","faa5a3ad-beed-11eb-8cbd-5cb901ddeae0"
"999405","1","1","1","Touba","Touba","Diourbel","3","fdc10082-beed-11eb-8cbd-5cb901ddeae0"
"999405","1","2","2","Touba Alya","Touba Alya","Kaffrine ","1","fdc110bb-beed-11eb-8cbd-5cb901ddeae0"
"999405","1","3","3","Missirah","Missirah","Kaffrine ","1","fdc12221-beed-11eb-8cbd-5cb901ddeae0"
"999406","1","1","1","Dahra","Dahra","Louga","2","fd0510b1-beed-11eb-8cbd-5cb901ddeae0"
"999406","1","2","2","Touba","Touba","Diourbel ","3","fd05245e-beed-11eb-8cbd-5cb901ddeae0"
"999406","1","3","3","Touba Alya","Touba Alya","Kaffrine ","1","fd0537fc-beed-11eb-8cbd-5cb901ddeae0"
"999406","1","4","4","Missirah","Missirah","Kaffrine ","1","fd054d6c-beed-11eb-8cbd-5cb901ddeae0"
"999407","1","1","1","Touba Alya","Touba Alya","Kaffrine ","1","f80da586-beed-11eb-8cbd-5cb901ddeae0"
"999407","1","2","2","Gainthe pathé","Gainthe pathé","Kaffrine ","1","f80dbd9f-beed-11eb-8cbd-5cb901ddeae0"
"999407","1","3","3","Missirah","Missirah","Kaffrine ","1","f80dd44e-beed-11eb-8cbd-5cb901ddeae0"
"999408","1","1","1","Touba Alya","Touba Alya","Kaffrine ","1","f885369a-beed-11eb-8cbd-5cb901ddeae0"
"999408","1","2","2","Gainthe pathé","Gainthe pathé","Kaffrine ","1","f88547fa-beed-11eb-8cbd-5cb901ddeae0"
"999408","1","3","3","Missirah","Missirah","Kaffrine ","1","f88555a6-beed-11eb-8cbd-5cb901ddeae0"
"999409","1","1","1","Médina fass","Médina fass","Kaffrine ","1","fbc83ed5-beed-11eb-8cbd-5cb901ddeae0"
"999409","1","2","2","Payar","Payar","Kaffrine ","1","fbc850a8-beed-11eb-8cbd-5cb901ddeae0"
"999409","1","3","3","Gainthe pathé","Gainthe pathé","Kaffrine ","1","fbc860a0-beed-11eb-8cbd-5cb901ddeae0"
"999409","1","4","4","Touba Alya","Touba Alya","Kaffrine ","1","fbc86d65-beed-11eb-8cbd-5cb901ddeae0"
"999410","1","1","1","Touba Alya","Touba Alya","Kaffrine ","1","fea2ee2f-beed-11eb-8cbd-5cb901ddeae0"
"999410","1","2","2","Dahra","Dahra","Louga ","2","fea31a17-beed-11eb-8cbd-5cb901ddeae0"
"999410","1","3","3","Gainthe pathé","Gainthe pathé","Kaffrine ","1","fea32bcf-beed-11eb-8cbd-5cb901ddeae0"
"999410","1","4","4","Missirah","Missirah","Kaffrine ","1","fea33b75-beed-11eb-8cbd-5cb901ddeae0"
"999411","1","1","1","Kounkou","Kounkou","Kaffrine ","1","fb7363c1-beed-11eb-8cbd-5cb901ddeae0"
"999411","1","2","2","Gainthe pathé","Gainthe pathé","Kaffrine ","1","fb737c36-beed-11eb-8cbd-5cb901ddeae0"
"999411","1","3","3","Touba Alya","Touba Alya","Kaffrine ","1","fb73953e-beed-11eb-8cbd-5cb901ddeae0"
"999411","1","4","4","Payar","Payar","Kaffrine ","1","fb73b07e-beed-11eb-8cbd-5cb901ddeae0"
"999412","1","1","1","Touba Alya","Touba Alya","Kaffrine ","1","fc99c456-beed-11eb-8cbd-5cb901ddeae0"
"999412","1","2","2","Gainthe pathé","Gainthe pathé","Kaffrine ","1","fc99dd98-beed-11eb-8cbd-5cb901ddeae0"
"999412","1","3","3","Touba","Touba","Diourbel ","3","fc99f5f0-beed-11eb-8cbd-5cb901ddeae0"
"999412","1","4","4","Missirah","Missirah","Kaffrine ","1","fc9a0fa6-beed-11eb-8cbd-5cb901ddeae0"
"999413","1","1","1","Touba Alya","Touba Alya","Kaffrine ","1","f8ccd9b9-beed-11eb-8cbd-5cb901ddeae0"
"999413","1","2","2","Gainthe pathé","Gainthe pathé","Kaffrine ","1","f8ccecd5-beed-11eb-8cbd-5cb901ddeae0"
"999413","1","3","3","Touba","Touba","Diourbel ","2","f8ccff0c-beed-11eb-8cbd-5cb901ddeae0"
"999430","1","1","1","Kounkou","Kounkou","Kaffrine","1","fe4d79aa-beed-11eb-8cbd-5cb901ddeae0"
"999430","1","2","2","Missirah","Missirah","Kaffrine","1","fe4d8e28-beed-11eb-8cbd-5cb901ddeae0"
"999430","1","3","3","Dakar","Dalifort","Dakar","3","fe4da1ee-beed-11eb-8cbd-5cb901ddeae0"
"999430","1","4","4","Gainthe pathé","Gainthe pathé","Kaffrine","1","fe4db5b4-beed-11eb-8cbd-5cb901ddeae0"
"999431","1","1","1","Missirah","Missirah","Gainthe pathé","1","fd2bc5eb-beed-11eb-8cbd-5cb901ddeae0"
"999431","1","2","2","Kounkou","Kounkou","Kaffrine","1","fd2bd7d6-beed-11eb-8cbd-5cb901ddeae0"
"999431","1","3","3","Gainthe pathé","Gainthe pathé","Kaffrine","1","fd2bec28-beed-11eb-8cbd-5cb901ddeae0"
"999432","1","1","1","Touba Alya","Touba Alya","Kaffrine","1","f84e8e1a-beed-11eb-8cbd-5cb901ddeae0"
"999432","1","2","2","Kounkou","Kounkou","Kaffrine","1","f84e9fd6-beed-11eb-8cbd-5cb901ddeae0"
"999432","1","3","3","Payar","Payar","Kaffrine","1","f84eaff7-beed-11eb-8cbd-5cb901ddeae0"
"999432","1","4","4","Gainthe pathé","Gainthe pathé","Kaffrine","","f84ebd39-beed-11eb-8cbd-5cb901ddeae0"
"999433","1","1","1","Gainthe pathé","Gainthe pathé","Kaffrine","1","fd34eb78-beed-11eb-8cbd-5cb901ddeae0"
"999433","1","2","2","Kounkou","Kounkou","Kaffrine","1","fd35007a-beed-11eb-8cbd-5cb901ddeae0"
"999433","1","3","3","Touba Alya","Touba Alya","Kaffrine","1","fd3514e1-beed-11eb-8cbd-5cb901ddeae0"
"999434","1","1","1","Gainthe pathé","Gainthe pathé","Kaffrine","1","f9b4a42e-beed-11eb-8cbd-5cb901ddeae0"
"999434","1","2","2","Missirah","Missirah","Kaffrine","1","f9b4b930-beed-11eb-8cbd-5cb901ddeae0"
"999434","1","3","3","Kounkou","Kounkou","Kaffrine","1","f9b4cccf-beed-11eb-8cbd-5cb901ddeae0"
"999435","1","1","1","Missirah","Missirah","Kaffrine","1","fa0017b0-beed-11eb-8cbd-5cb901ddeae0"
"999435","1","2","2","Thionokh","Thionokh","Kaffrine","1","fa002f24-beed-11eb-8cbd-5cb901ddeae0"
"999435","1","3","3","Gainthe pathé","Gainthe","Kaffrine","1","fa004782-beed-11eb-8cbd-5cb901ddeae0"
"999435","1","4","4","Touba Alya","Touba Alya","Kaffrine","1","fa005f25-beed-11eb-8cbd-5cb901ddeae0"
"999436","1","1","1","Gainthe pathé","Gainthe pathé","Kaffrine","1","fee6e59f-beed-11eb-8cbd-5cb901ddeae0"
"999436","1","2","2","Thionokh","Thionokh","Kaffrine","","fee6fe6e-beed-11eb-8cbd-5cb901ddeae0"
