"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","9. What criteria do you use to decide which small ruminants to buy? (see mrktc_lkpbuy_criteria)","Unique Row Identifier (UUID)"
"1000639","1","1","3","fe0e02bc-beed-11eb-8cbd-5cb901ddeae0"
"1000639","1","1","6","fe0e24d3-beed-11eb-8cbd-5cb901ddeae0"
"1000639","1","1","7","fe0e1406-beed-11eb-8cbd-5cb901ddeae0"
"1000639","1","1","8","fe0e3600-beed-11eb-8cbd-5cb901ddeae0"
"1000641","1","1","1","fa2208f0-beed-11eb-8cbd-5cb901ddeae0"
"1000641","1","1","3","fa21f91c-beed-11eb-8cbd-5cb901ddeae0"
"1000641","1","1","5","fa21e5cc-beed-11eb-8cbd-5cb901ddeae0"
"1000647","1","1","2","fe936395-beed-11eb-8cbd-5cb901ddeae0"
"1000649","1","1","1","fd0cd033-beed-11eb-8cbd-5cb901ddeae0"
"1000649","1","1","2","fd0ce52f-beed-11eb-8cbd-5cb901ddeae0"
"1000651","1","1","-66","f9f89a44-beed-11eb-8cbd-5cb901ddeae0"
"1000652","1","1","-66","fdd32ac7-beed-11eb-8cbd-5cb901ddeae0"
"1000652","1","1","2","fdd31a8e-beed-11eb-8cbd-5cb901ddeae0"
"1000668","1","1","1","fc045a91-beed-11eb-8cbd-5cb901ddeae0"
"1000668","1","1","4","fc047ecf-beed-11eb-8cbd-5cb901ddeae0"
"1000668","1","1","5","fc049000-beed-11eb-8cbd-5cb901ddeae0"
"1000668","1","1","7","fc046c21-beed-11eb-8cbd-5cb901ddeae0"
"1000791","1","1","-66","f9a7508f-beed-11eb-8cbd-5cb901ddeae0"
"1000791","1","1","1","f9a7310a-beed-11eb-8cbd-5cb901ddeae0"
"1000791","1","1","2","f9a71ff8-beed-11eb-8cbd-5cb901ddeae0"
"1000791","1","1","3","f9a7410c-beed-11eb-8cbd-5cb901ddeae0"
"1000794","1","1","1","fa6fab43-beed-11eb-8cbd-5cb901ddeae0"
"1000794","1","1","2","fa6f9b51-beed-11eb-8cbd-5cb901ddeae0"
"1000794","1","1","3","fa6fb9e3-beed-11eb-8cbd-5cb901ddeae0"
"1000796","1","1","1","fa4d9c10-beed-11eb-8cbd-5cb901ddeae0"
"1000796","1","1","2","fa4dad1d-beed-11eb-8cbd-5cb901ddeae0"
"1000796","1","1","3","fa4dc0b3-beed-11eb-8cbd-5cb901ddeae0"
"1000797","1","1","-66","fbde9f33-beed-11eb-8cbd-5cb901ddeae0"
"1000797","1","1","1","fbde76f0-beed-11eb-8cbd-5cb901ddeae0"
"1000797","1","1","2","fbde5dfb-beed-11eb-8cbd-5cb901ddeae0"
"1000797","1","1","3","fbde8d0e-beed-11eb-8cbd-5cb901ddeae0"
"1000798","1","1","1","fbe58122-beed-11eb-8cbd-5cb901ddeae0"
"1000798","1","1","3","fbe59055-beed-11eb-8cbd-5cb901ddeae0"
"1000800","1","1","1","fc150363-beed-11eb-8cbd-5cb901ddeae0"
"1000800","1","1","3","fc151caa-beed-11eb-8cbd-5cb901ddeae0"
"1000802","1","1","1","fcd51392-beed-11eb-8cbd-5cb901ddeae0"
"1000802","1","1","2","fcd537a0-beed-11eb-8cbd-5cb901ddeae0"
"1000802","1","1","3","fcd525c0-beed-11eb-8cbd-5cb901ddeae0"
"1000802","1","1","4","fcd54987-beed-11eb-8cbd-5cb901ddeae0"
"1000803","1","1","1","fe516840-beed-11eb-8cbd-5cb901ddeae0"
"1000803","1","1","2","fe517947-beed-11eb-8cbd-5cb901ddeae0"
"1000803","1","1","3","fe518ae6-beed-11eb-8cbd-5cb901ddeae0"
"1000803","1","1","4","fe519aca-beed-11eb-8cbd-5cb901ddeae0"
"1000804","1","1","1","fe38fe7f-beed-11eb-8cbd-5cb901ddeae0"
"1000804","1","1","3","fe38ef3a-beed-11eb-8cbd-5cb901ddeae0"
"1000804","1","1","7","fe38ded7-beed-11eb-8cbd-5cb901ddeae0"
"1000805","1","1","1","faadb03d-beed-11eb-8cbd-5cb901ddeae0"
"1000805","1","1","2","faadc227-beed-11eb-8cbd-5cb901ddeae0"
"1000805","1","1","3","faadd1db-beed-11eb-8cbd-5cb901ddeae0"
"1000806","1","1","1","fb00a10c-beed-11eb-8cbd-5cb901ddeae0"
"1000806","1","1","2","fb009018-beed-11eb-8cbd-5cb901ddeae0"
"1000806","1","1","3","fb00b001-beed-11eb-8cbd-5cb901ddeae0"
"1000807","1","1","-66","fc854a13-beed-11eb-8cbd-5cb901ddeae0"
"1000807","1","1","1","fc8526f6-beed-11eb-8cbd-5cb901ddeae0"
"1000807","1","1","3","fc8538cd-beed-11eb-8cbd-5cb901ddeae0"
"1000807","1","1","7","fc8558f6-beed-11eb-8cbd-5cb901ddeae0"
"1000811","1","1","1","feaac34d-beed-11eb-8cbd-5cb901ddeae0"
"1000811","1","1","3","feaacf9c-beed-11eb-8cbd-5cb901ddeae0"
"1000812","1","1","1","fdded2f1-beed-11eb-8cbd-5cb901ddeae0"
"1000812","1","1","2","fddee748-beed-11eb-8cbd-5cb901ddeae0"
"1000812","1","1","3","fddef5db-beed-11eb-8cbd-5cb901ddeae0"
"1000812","1","1","4","fddf0a19-beed-11eb-8cbd-5cb901ddeae0"
"1003610","1","1","2","f9236fb2-beed-11eb-8cbd-5cb901ddeae0"
"1003610","1","1","6","f9234ff7-beed-11eb-8cbd-5cb901ddeae0"
"1003610","1","1","7","f92360b4-beed-11eb-8cbd-5cb901ddeae0"
"1003611","1","1","1","fa1e60d8-beed-11eb-8cbd-5cb901ddeae0"
"1003611","1","1","2","fa1e709d-beed-11eb-8cbd-5cb901ddeae0"
"1003611","1","1","4","fa1e7f70-beed-11eb-8cbd-5cb901ddeae0"
"1003611","1","1","5","fa1e8f80-beed-11eb-8cbd-5cb901ddeae0"
"1003611","1","1","7","fa1e9c6d-beed-11eb-8cbd-5cb901ddeae0"
"1003612","1","1","1","fc2d7ba2-beed-11eb-8cbd-5cb901ddeae0"
"1003612","1","1","2","fc2d4c49-beed-11eb-8cbd-5cb901ddeae0"
"1003612","1","1","4","fc2d6bd8-beed-11eb-8cbd-5cb901ddeae0"
"1003612","1","1","5","fc2d5ab4-beed-11eb-8cbd-5cb901ddeae0"
"1003613","1","1","1","fbfd15ff-beed-11eb-8cbd-5cb901ddeae0"
"1003613","1","1","2","fbfd2e9f-beed-11eb-8cbd-5cb901ddeae0"
"1003613","1","1","5","fbfd46a4-beed-11eb-8cbd-5cb901ddeae0"
"1003613","1","1","7","fbfd5ba4-beed-11eb-8cbd-5cb901ddeae0"
"1003614","1","1","1","fb03f94c-beed-11eb-8cbd-5cb901ddeae0"
"1003614","1","1","4","fb040b32-beed-11eb-8cbd-5cb901ddeae0"
"1003614","1","1","6","fb041cf0-beed-11eb-8cbd-5cb901ddeae0"
"1003614","1","1","7","fb042d9c-beed-11eb-8cbd-5cb901ddeae0"
"1003615","1","1","1","fb96ac8a-beed-11eb-8cbd-5cb901ddeae0"
"1003615","1","1","2","fb969c52-beed-11eb-8cbd-5cb901ddeae0"
"1003615","1","1","6","fb96bda0-beed-11eb-8cbd-5cb901ddeae0"
"1003615","1","1","7","fb96cf6c-beed-11eb-8cbd-5cb901ddeae0"
"1003616","1","1","1","fdea2970-beed-11eb-8cbd-5cb901ddeae0"
"1003616","1","1","2","fdea17d7-beed-11eb-8cbd-5cb901ddeae0"
"1003616","1","1","4","fde9e06c-beed-11eb-8cbd-5cb901ddeae0"
"1003616","1","1","5","fde9f0eb-beed-11eb-8cbd-5cb901ddeae0"
"1003616","1","1","8","fdea0374-beed-11eb-8cbd-5cb901ddeae0"
"1003618","1","1","1","f96eee87-beed-11eb-8cbd-5cb901ddeae0"
"1003618","1","1","2","f96eff0e-beed-11eb-8cbd-5cb901ddeae0"
"1003618","1","1","5","f96f0ed5-beed-11eb-8cbd-5cb901ddeae0"
"1003618","1","1","8","f96f1cd9-beed-11eb-8cbd-5cb901ddeae0"
"1003619","1","1","1","f99ea68f-beed-11eb-8cbd-5cb901ddeae0"
"1003619","1","1","2","f99e94fe-beed-11eb-8cbd-5cb901ddeae0"
"1003619","1","1","5","f99eb51e-beed-11eb-8cbd-5cb901ddeae0"
"1003619","1","1","7","f99eca3a-beed-11eb-8cbd-5cb901ddeae0"
"1003619","1","1","8","f99ee08f-beed-11eb-8cbd-5cb901ddeae0"
"1003621","1","1","1","f9db0ad3-beed-11eb-8cbd-5cb901ddeae0"
"1003621","1","1","2","f9dafb69-beed-11eb-8cbd-5cb901ddeae0"
"1003621","1","1","4","f9db18cb-beed-11eb-8cbd-5cb901ddeae0"
"1003621","1","1","7","f9db2a87-beed-11eb-8cbd-5cb901ddeae0"
"1007769","1","1","1","f9e5f29e-beed-11eb-8cbd-5cb901ddeae0"
"1007769","1","1","3","f9e5d055-beed-11eb-8cbd-5cb901ddeae0"
"1007769","1","1","5","f9e5c062-beed-11eb-8cbd-5cb901ddeae0"
"1007769","1","1","7","f9e5afd2-beed-11eb-8cbd-5cb901ddeae0"
"1007770","1","1","1","fa7ff60d-beed-11eb-8cbd-5cb901ddeae0"
"1007770","1","1","3","fa7fe551-beed-11eb-8cbd-5cb901ddeae0"
"1007771","1","1","2","fc8dccd9-beed-11eb-8cbd-5cb901ddeae0"
"1007771","1","1","3","fc8dbb54-beed-11eb-8cbd-5cb901ddeae0"
"1007771","1","1","5","fc8d95ab-beed-11eb-8cbd-5cb901ddeae0"
"1007771","1","1","7","fc8da96d-beed-11eb-8cbd-5cb901ddeae0"
"1007771","1","1","8","fc8d81f5-beed-11eb-8cbd-5cb901ddeae0"
"1007776","1","1","1","fda0d74d-beed-11eb-8cbd-5cb901ddeae0"
"1007776","1","1","3","fda0e972-beed-11eb-8cbd-5cb901ddeae0"
"1007776","1","1","5","fda10b5e-beed-11eb-8cbd-5cb901ddeae0"
"1007776","1","1","8","fda0fa53-beed-11eb-8cbd-5cb901ddeae0"
"1007777","1","1","1","f9375691-beed-11eb-8cbd-5cb901ddeae0"
"1007782","1","1","3","fc58a716-beed-11eb-8cbd-5cb901ddeae0"
"1007782","1","1","4","fc58b936-beed-11eb-8cbd-5cb901ddeae0"
"1007782","1","1","5","fc58ca67-beed-11eb-8cbd-5cb901ddeae0"
"1007782","1","1","7","fc58dd22-beed-11eb-8cbd-5cb901ddeae0"
"1007789","1","1","1","fe649ec7-beed-11eb-8cbd-5cb901ddeae0"
"1007789","1","1","5","fe64afd8-beed-11eb-8cbd-5cb901ddeae0"
"1007789","1","1","7","fe64c055-beed-11eb-8cbd-5cb901ddeae0"
"1007835","1","1","3","fe9073f5-beed-11eb-8cbd-5cb901ddeae0"
"1007835","1","1","4","fe908388-beed-11eb-8cbd-5cb901ddeae0"
"1007835","1","1","5","fe9090f9-beed-11eb-8cbd-5cb901ddeae0"
"1007835","1","1","7","fe909dea-beed-11eb-8cbd-5cb901ddeae0"
"1007836","1","1","1","f905b1b6-beed-11eb-8cbd-5cb901ddeae0"
"1007836","1","1","2","f905c794-beed-11eb-8cbd-5cb901ddeae0"
"1007840","1","1","1","feb882ca-beed-11eb-8cbd-5cb901ddeae0"
"1007840","1","1","3","feb89946-beed-11eb-8cbd-5cb901ddeae0"
"1007840","1","1","4","feb8ae4c-beed-11eb-8cbd-5cb901ddeae0"
"1007840","1","1","5","feb8c49d-beed-11eb-8cbd-5cb901ddeae0"
"1007840","1","1","7","feb8d961-beed-11eb-8cbd-5cb901ddeae0"
"1007841","1","1","1","fe0688f3-beed-11eb-8cbd-5cb901ddeae0"
"1007841","1","1","3","fe06a171-beed-11eb-8cbd-5cb901ddeae0"
"1007841","1","1","5","fe06bcc7-beed-11eb-8cbd-5cb901ddeae0"
"1007865","1","1","1","fbc35817-beed-11eb-8cbd-5cb901ddeae0"
"1007865","1","1","3","fbc36720-beed-11eb-8cbd-5cb901ddeae0"
"1007865","1","1","4","fbc37b52-beed-11eb-8cbd-5cb901ddeae0"
"1007865","1","1","5","fbc38d6e-beed-11eb-8cbd-5cb901ddeae0"
"1007865","1","1","6","fbc39dfc-beed-11eb-8cbd-5cb901ddeae0"
"1007865","1","1","7","fbc3ae20-beed-11eb-8cbd-5cb901ddeae0"
"1007867","1","1","1","fc4a10f8-beed-11eb-8cbd-5cb901ddeae0"
"1007867","1","1","2","fc4a231b-beed-11eb-8cbd-5cb901ddeae0"
"1007867","1","1","3","fc4a335c-beed-11eb-8cbd-5cb901ddeae0"
"1007870","1","1","1","faea43b0-beed-11eb-8cbd-5cb901ddeae0"
"1007870","1","1","2","faea556c-beed-11eb-8cbd-5cb901ddeae0"
"1007870","1","1","3","faea65f5-beed-11eb-8cbd-5cb901ddeae0"
"1007870","1","1","4","faea75b7-beed-11eb-8cbd-5cb901ddeae0"
"1007870","1","1","5","faea8338-beed-11eb-8cbd-5cb901ddeae0"
"1007870","1","1","6","faea9150-beed-11eb-8cbd-5cb901ddeae0"
"1007870","1","1","7","faeaa064-beed-11eb-8cbd-5cb901ddeae0"
"1007870","1","1","8","faeaaf70-beed-11eb-8cbd-5cb901ddeae0"
"1007873","1","1","1","fab4bd72-beed-11eb-8cbd-5cb901ddeae0"
"1007873","1","1","2","fab4cfe6-beed-11eb-8cbd-5cb901ddeae0"
"1007873","1","1","3","fab4dfb3-beed-11eb-8cbd-5cb901ddeae0"
"1007879","1","1","1","fcd0d87c-beed-11eb-8cbd-5cb901ddeae0"
"1007879","1","1","3","fcd0ee14-beed-11eb-8cbd-5cb901ddeae0"
"1007879","1","1","4","fcd106ad-beed-11eb-8cbd-5cb901ddeae0"
"1007879","1","1","5","fcd11d86-beed-11eb-8cbd-5cb901ddeae0"
"1007879","1","1","6","fcd12dc9-beed-11eb-8cbd-5cb901ddeae0"
"1007879","1","1","7","fcd141fc-beed-11eb-8cbd-5cb901ddeae0"
"1007880","1","1","1","f92ebdd1-beed-11eb-8cbd-5cb901ddeae0"
"1007880","1","1","2","f92ecffc-beed-11eb-8cbd-5cb901ddeae0"
"1007880","1","1","3","f92ee3f2-beed-11eb-8cbd-5cb901ddeae0"
"1007882","1","1","1","fe77c615-beed-11eb-8cbd-5cb901ddeae0"
"1007882","1","1","2","fe77d7c3-beed-11eb-8cbd-5cb901ddeae0"
"1007889","1","1","1","f81a2de8-beed-11eb-8cbd-5cb901ddeae0"
"1007889","1","1","2","f81a3e15-beed-11eb-8cbd-5cb901ddeae0"
"1007889","1","1","3","f81a4e6a-beed-11eb-8cbd-5cb901ddeae0"
"1007890","1","1","1","f9972e6c-beed-11eb-8cbd-5cb901ddeae0"
"1007890","1","1","2","f9974083-beed-11eb-8cbd-5cb901ddeae0"
"1007890","1","1","3","f99753ac-beed-11eb-8cbd-5cb901ddeae0"
"1007890","1","1","5","f9976352-beed-11eb-8cbd-5cb901ddeae0"
"1007892","1","1","1","fdd71724-beed-11eb-8cbd-5cb901ddeae0"
"1007892","1","1","2","fdd72e2c-beed-11eb-8cbd-5cb901ddeae0"
"1007894","1","1","1","fb0bc033-beed-11eb-8cbd-5cb901ddeae0"
"1007894","1","1","2","fb0bd81a-beed-11eb-8cbd-5cb901ddeae0"
"1007894","1","1","3","fb0bed5a-beed-11eb-8cbd-5cb901ddeae0"
"1007966","1","1","1","f84a0a01-beed-11eb-8cbd-5cb901ddeae0"
"1007966","1","1","5","f84a19a8-beed-11eb-8cbd-5cb901ddeae0"
"1007966","1","1","7","f84a274a-beed-11eb-8cbd-5cb901ddeae0"
"1007970","1","1","1","fe298931-beed-11eb-8cbd-5cb901ddeae0"
"1007970","1","1","3","fe2998af-beed-11eb-8cbd-5cb901ddeae0"
"1007970","1","1","5","fe29a94a-beed-11eb-8cbd-5cb901ddeae0"
"1007970","1","1","7","fe29b8e7-beed-11eb-8cbd-5cb901ddeae0"
"1007971","1","1","1","faa083b7-beed-11eb-8cbd-5cb901ddeae0"
"1007971","1","1","3","faa095c7-beed-11eb-8cbd-5cb901ddeae0"
"1007972","1","1","2","fc10728b-beed-11eb-8cbd-5cb901ddeae0"
"1007972","1","1","3","fc1087c4-beed-11eb-8cbd-5cb901ddeae0"
"1007972","1","1","5","fc109d97-beed-11eb-8cbd-5cb901ddeae0"
"1007972","1","1","7","fc10af19-beed-11eb-8cbd-5cb901ddeae0"
"1007972","1","1","8","fc10c036-beed-11eb-8cbd-5cb901ddeae0"
"1007975","1","1","1","fce8a0dc-beed-11eb-8cbd-5cb901ddeae0"
"1007975","1","1","3","fce8b971-beed-11eb-8cbd-5cb901ddeae0"
"1007975","1","1","5","fce8d18e-beed-11eb-8cbd-5cb901ddeae0"
"1007975","1","1","8","fce8e51e-beed-11eb-8cbd-5cb901ddeae0"
"1007976","1","1","1","fa2b819b-beed-11eb-8cbd-5cb901ddeae0"
"1007979","1","1","3","fb1bc8b8-beed-11eb-8cbd-5cb901ddeae0"
"1007979","1","1","4","fb1bddf8-beed-11eb-8cbd-5cb901ddeae0"
"1007979","1","1","5","fb1bf0a6-beed-11eb-8cbd-5cb901ddeae0"
"1007979","1","1","7","fb1c0358-beed-11eb-8cbd-5cb901ddeae0"
"1007987","1","1","3","f85507d9-beed-11eb-8cbd-5cb901ddeae0"
"1007987","1","1","4","f855172a-beed-11eb-8cbd-5cb901ddeae0"
"1007987","1","1","5","f85524f5-beed-11eb-8cbd-5cb901ddeae0"
"1007987","1","1","7","f8553341-beed-11eb-8cbd-5cb901ddeae0"
"1007988","1","1","1","f947e983-beed-11eb-8cbd-5cb901ddeae0"
"1007988","1","1","2","f947fc57-beed-11eb-8cbd-5cb901ddeae0"
"1007992","1","1","1","fcf5e389-beed-11eb-8cbd-5cb901ddeae0"
"1007992","1","1","3","fcf5fc4b-beed-11eb-8cbd-5cb901ddeae0"
"1007992","1","1","4","fcf612ac-beed-11eb-8cbd-5cb901ddeae0"
"1007992","1","1","5","fcf62583-beed-11eb-8cbd-5cb901ddeae0"
"1007992","1","1","7","fcf6375e-beed-11eb-8cbd-5cb901ddeae0"
"1007993","1","1","1","fbe8f7d4-beed-11eb-8cbd-5cb901ddeae0"
"1007993","1","1","3","fbe9087f-beed-11eb-8cbd-5cb901ddeae0"
"1007993","1","1","5","fbe918e6-beed-11eb-8cbd-5cb901ddeae0"
"1008009","1","1","1","fe1f6d10-beed-11eb-8cbd-5cb901ddeae0"
"1008009","1","1","3","fe1f7fdb-beed-11eb-8cbd-5cb901ddeae0"
"1008009","1","1","4","fe1f8feb-beed-11eb-8cbd-5cb901ddeae0"
"1008009","1","1","5","fe1fa010-beed-11eb-8cbd-5cb901ddeae0"
"1008009","1","1","6","fe1fb465-beed-11eb-8cbd-5cb901ddeae0"
"1008009","1","1","7","fe1fc642-beed-11eb-8cbd-5cb901ddeae0"
"1008010","1","1","1","fad04438-beed-11eb-8cbd-5cb901ddeae0"
"1008010","1","1","2","fad053a4-beed-11eb-8cbd-5cb901ddeae0"
"1008010","1","1","3","fad03434-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","1","f9182258-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","2","f91834c2-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","3","f9185824-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","4","f9184707-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","5","f918658f-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","6","f9187735-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","7","f91886bb-beed-11eb-8cbd-5cb901ddeae0"
"1008012","1","1","8","f918959d-beed-11eb-8cbd-5cb901ddeae0"
"1008014","1","1","1","fbb0a117-beed-11eb-8cbd-5cb901ddeae0"
"1008014","1","1","2","fbb0b528-beed-11eb-8cbd-5cb901ddeae0"
"1008014","1","1","3","fbb0c8b4-beed-11eb-8cbd-5cb901ddeae0"
"1008018","1","1","1","fcc4e405-beed-11eb-8cbd-5cb901ddeae0"
"1008018","1","1","3","fcc4f445-beed-11eb-8cbd-5cb901ddeae0"
"1008018","1","1","4","fcc51d57-beed-11eb-8cbd-5cb901ddeae0"
"1008018","1","1","5","fcc508ce-beed-11eb-8cbd-5cb901ddeae0"
"1008018","1","1","6","fcc532da-beed-11eb-8cbd-5cb901ddeae0"
"1008018","1","1","7","fcc5469c-beed-11eb-8cbd-5cb901ddeae0"
"1008019","1","1","1","fbbc55db-beed-11eb-8cbd-5cb901ddeae0"
"1008019","1","1","2","fbbc6639-beed-11eb-8cbd-5cb901ddeae0"
"1008019","1","1","3","fbbc76b5-beed-11eb-8cbd-5cb901ddeae0"
"1008020","1","1","1","fb47712b-beed-11eb-8cbd-5cb901ddeae0"
"1008020","1","1","2","fb477f59-beed-11eb-8cbd-5cb901ddeae0"
"1008025","1","1","1","f817370b-beed-11eb-8cbd-5cb901ddeae0"
"1008025","1","1","2","f8174586-beed-11eb-8cbd-5cb901ddeae0"
"1008026","1","1","1","f9d30362-beed-11eb-8cbd-5cb901ddeae0"
"1008026","1","1","2","f9d2f066-beed-11eb-8cbd-5cb901ddeae0"
"1008026","1","1","3","f9d316f8-beed-11eb-8cbd-5cb901ddeae0"
"1010263","1","1","2","0c92a7bb-c18a-11eb-8cbd-5cb901ddeae0"
"1010263","1","1","3","0c9298a6-c18a-11eb-8cbd-5cb901ddeae0"
"1010264","1","1","2","0f9d6151-c18a-11eb-8cbd-5cb901ddeae0"
"1010264","1","1","3","0f9d70de-c18a-11eb-8cbd-5cb901ddeae0"
"1010265","1","1","2","0d30a8f9-c18a-11eb-8cbd-5cb901ddeae0"
"1010265","1","1","3","0d30b8ba-c18a-11eb-8cbd-5cb901ddeae0"
"1010266","1","1","2","118f9486-c18a-11eb-8cbd-5cb901ddeae0"
"1010266","1","1","3","118fa2d4-c18a-11eb-8cbd-5cb901ddeae0"
"1010267","1","1","2","0e1057fd-c18a-11eb-8cbd-5cb901ddeae0"
"1010267","1","1","3","0e106749-c18a-11eb-8cbd-5cb901ddeae0"
"1010268","1","1","2","11877bcb-c18a-11eb-8cbd-5cb901ddeae0"
"1010268","1","1","3","1187e096-c18a-11eb-8cbd-5cb901ddeae0"
"1010270","1","1","1","0c50e298-c18a-11eb-8cbd-5cb901ddeae0"
"1010270","1","1","2","0c51005b-c18a-11eb-8cbd-5cb901ddeae0"
"1010270","1","1","3","0c511043-c18a-11eb-8cbd-5cb901ddeae0"
"1010271","1","1","1","115fb1c1-c18a-11eb-8cbd-5cb901ddeae0"
"1010271","1","1","2","115fc6ed-c18a-11eb-8cbd-5cb901ddeae0"
"1010271","1","1","3","11601dca-c18a-11eb-8cbd-5cb901ddeae0"
"1010273","1","1","1","0dcd5dc4-c18a-11eb-8cbd-5cb901ddeae0"
"1010273","1","1","2","0dcd4b19-c18a-11eb-8cbd-5cb901ddeae0"
"1010273","1","1","3","0dcd6bff-c18a-11eb-8cbd-5cb901ddeae0"
"1010635","1","1","1","39d22aaa-c253-11eb-8cbd-5cb901ddeae0"
"1010635","1","1","2","39d3139e-c253-11eb-8cbd-5cb901ddeae0"
"1010635","1","1","3","39d215b1-c253-11eb-8cbd-5cb901ddeae0"
"1010635","1","1","4","39d23ae3-c253-11eb-8cbd-5cb901ddeae0"
"1010635","1","1","5","39d24a7a-c253-11eb-8cbd-5cb901ddeae0"
"1010635","1","1","6","39d321ec-c253-11eb-8cbd-5cb901ddeae0"
"1010635","1","1","7","39d25902-c253-11eb-8cbd-5cb901ddeae0"
"1010635","1","1","8","39d305f5-c253-11eb-8cbd-5cb901ddeae0"
"1010636","1","1","1","418ae1d5-c253-11eb-8cbd-5cb901ddeae0"
"1010636","1","1","2","418b3492-c253-11eb-8cbd-5cb901ddeae0"
"1010636","1","1","3","418ad25a-c253-11eb-8cbd-5cb901ddeae0"
"1010636","1","1","4","418b1779-c253-11eb-8cbd-5cb901ddeae0"
"1010636","1","1","5","418af17b-c253-11eb-8cbd-5cb901ddeae0"
"1010636","1","1","6","418b0ab6-c253-11eb-8cbd-5cb901ddeae0"
"1010636","1","1","7","418b23f0-c253-11eb-8cbd-5cb901ddeae0"
"1010636","1","1","8","418afe07-c253-11eb-8cbd-5cb901ddeae0"
"1010637","1","1","1","4007e553-c253-11eb-8cbd-5cb901ddeae0"
"1010637","1","1","2","4007f462-c253-11eb-8cbd-5cb901ddeae0"
"1010637","1","1","3","400801e1-c253-11eb-8cbd-5cb901ddeae0"
"1010637","1","1","4","40080ee0-c253-11eb-8cbd-5cb901ddeae0"
"1010637","1","1","5","4008299e-c253-11eb-8cbd-5cb901ddeae0"
"1010637","1","1","6","40083799-c253-11eb-8cbd-5cb901ddeae0"
"1010637","1","1","7","40084615-c253-11eb-8cbd-5cb901ddeae0"
"1010637","1","1","8","4008552b-c253-11eb-8cbd-5cb901ddeae0"
"1010638","1","1","7","3bae2ec7-c253-11eb-8cbd-5cb901ddeae0"
"1010638","1","1","8","3bae3c9c-c253-11eb-8cbd-5cb901ddeae0"
"1010639","1","1","1","3f86aa9e-c253-11eb-8cbd-5cb901ddeae0"
"1010639","1","1","2","3f87846e-c253-11eb-8cbd-5cb901ddeae0"
"1010639","1","1","3","3f86b8ff-c253-11eb-8cbd-5cb901ddeae0"
"1010639","1","1","4","3f8765f2-c253-11eb-8cbd-5cb901ddeae0"
"1010639","1","1","5","3f877440-c253-11eb-8cbd-5cb901ddeae0"
"1010639","1","1","6","3f87b503-c253-11eb-8cbd-5cb901ddeae0"
"1010639","1","1","7","3f8795cc-c253-11eb-8cbd-5cb901ddeae0"
"1010639","1","1","8","3f87a4df-c253-11eb-8cbd-5cb901ddeae0"
"1010640","1","1","4","3cb205f4-c253-11eb-8cbd-5cb901ddeae0"
"1010640","1","1","5","3cb214a8-c253-11eb-8cbd-5cb901ddeae0"
"1010640","1","1","6","3cb22491-c253-11eb-8cbd-5cb901ddeae0"
"1010640","1","1","7","3cb2330f-c253-11eb-8cbd-5cb901ddeae0"
"1010640","1","1","8","3cb24009-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","1","3f990f73-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","2","3f991df4-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","3","3f992b92-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","4","3f993d82-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","5","3f995a45-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","6","3f996834-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","7","3f9976c1-c253-11eb-8cbd-5cb901ddeae0"
"1010642","1","1","8","3f998272-c253-11eb-8cbd-5cb901ddeae0"
"1010643","1","1","1","41764d53-c253-11eb-8cbd-5cb901ddeae0"
"1010643","1","1","2","41766521-c253-11eb-8cbd-5cb901ddeae0"
"1010643","1","1","3","41767670-c253-11eb-8cbd-5cb901ddeae0"
"1010643","1","1","4","41768464-c253-11eb-8cbd-5cb901ddeae0"
"1010643","1","1","5","4176a86f-c253-11eb-8cbd-5cb901ddeae0"
"1010643","1","1","6","4176b5a3-c253-11eb-8cbd-5cb901ddeae0"
"1010643","1","1","7","4176c28a-c253-11eb-8cbd-5cb901ddeae0"
"1010643","1","1","8","4176d07a-c253-11eb-8cbd-5cb901ddeae0"
"1010644","1","1","1","3c95de7b-c253-11eb-8cbd-5cb901ddeae0"
"1010644","1","1","2","3c95f085-c253-11eb-8cbd-5cb901ddeae0"
"1010644","1","1","3","3c966d38-c253-11eb-8cbd-5cb901ddeae0"
"1010644","1","1","4","3c967c3c-c253-11eb-8cbd-5cb901ddeae0"
"1010644","1","1","5","3c968bf1-c253-11eb-8cbd-5cb901ddeae0"
"1010644","1","1","6","3c969923-c253-11eb-8cbd-5cb901ddeae0"
"1010644","1","1","7","3c96a64c-c253-11eb-8cbd-5cb901ddeae0"
