"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","9. What criteria do you use to decide which small ruminants to buy? (see mrktc_lkpbuy_criteria)","Unique Row Identifier (UUID)"
"1158201","1","1","1","82d57870-e449-11ec-9416-9440c9ab47f0"
"1158201","1","1","3","82d58708-e449-11ec-9416-9440c9ab47f0"
"1158203","1","1","1","638d56b9-e449-11ec-9416-9440c9ab47f0"
"1158203","1","1","3","638d62f3-e449-11ec-9416-9440c9ab47f0"
"1158204","1","1","1","79722721-e449-11ec-9416-9440c9ab47f0"
"1158204","1","1","2","797242d8-e449-11ec-9416-9440c9ab47f0"
"1158204","1","1","3","79723595-e449-11ec-9416-9440c9ab47f0"
"1158204","1","1","5","79724ec9-e449-11ec-9416-9440c9ab47f0"
"1158205","1","1","1","70c7788a-e449-11ec-9416-9440c9ab47f0"
"1158205","1","1","2","70c78604-e449-11ec-9416-9440c9ab47f0"
"1158205","1","1","3","70c79336-e449-11ec-9416-9440c9ab47f0"
"1158205","1","1","4","70c79ee6-e449-11ec-9416-9440c9ab47f0"
"1158206","1","1","1","87017aa2-e449-11ec-9416-9440c9ab47f0"
"1158206","1","1","2","8701882a-e449-11ec-9416-9440c9ab47f0"
"1158206","1","1","3","87019559-e449-11ec-9416-9440c9ab47f0"
"1158206","1","1","4","8701a27e-e449-11ec-9416-9440c9ab47f0"
"1158206","1","1","5","8701ae67-e449-11ec-9416-9440c9ab47f0"
"1158208","1","1","1","80143039-e449-11ec-9416-9440c9ab47f0"
"1158208","1","1","2","80143f5b-e449-11ec-9416-9440c9ab47f0"
"1158208","1","1","3","80144ce0-e449-11ec-9416-9440c9ab47f0"
"1158209","1","1","1","86342be8-e449-11ec-9416-9440c9ab47f0"
"1158209","1","1","2","86343add-e449-11ec-9416-9440c9ab47f0"
"1158209","1","1","3","8634484f-e449-11ec-9416-9440c9ab47f0"
"1158209","1","1","4","86345566-e449-11ec-9416-9440c9ab47f0"
"1158216","1","1","1","7c5f2999-e449-11ec-9416-9440c9ab47f0"
"1158216","1","1","2","7c5f37e3-e449-11ec-9416-9440c9ab47f0"
"1158216","1","1","3","7c5f436c-e449-11ec-9416-9440c9ab47f0"
"1158216","1","1","4","7c5f4f0a-e449-11ec-9416-9440c9ab47f0"
"1158217","1","1","1","715ec7f2-e449-11ec-9416-9440c9ab47f0"
"1158217","1","1","2","715ed4d4-e449-11ec-9416-9440c9ab47f0"
"1158217","1","1","3","715ee312-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","1","76872ed1-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","2","7687772a-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","3","76873a73-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","4","76874565-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","5","76875b42-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","6","768769c1-e449-11ec-9416-9440c9ab47f0"
"1158238","1","1","1","87cd08bf-e449-11ec-9416-9440c9ab47f0"
"1158238","1","1","2","87ccfc64-e449-11ec-9416-9440c9ab47f0"
"1158238","1","1","3","87cd1452-e449-11ec-9416-9440c9ab47f0"
"1158239","1","1","1","5fb0f850-e449-11ec-9416-9440c9ab47f0"
"1158239","1","1","2","5fb2997c-e449-11ec-9416-9440c9ab47f0"
"1158239","1","1","3","5fb18d5b-e449-11ec-9416-9440c9ab47f0"
"1158239","1","1","5","5fb22c4a-e449-11ec-9416-9440c9ab47f0"
"1158239","1","1","6","5fb267fb-e449-11ec-9416-9440c9ab47f0"
"1158243","1","1","1","7572f9b7-e449-11ec-9416-9440c9ab47f0"
"1158243","1","1","2","7572e1be-e449-11ec-9416-9440c9ab47f0"
"1158243","1","1","3","7572ee28-e449-11ec-9416-9440c9ab47f0"
"1158245","1","1","1","82def528-e449-11ec-9416-9440c9ab47f0"
"1158245","1","1","2","82ded880-e449-11ec-9416-9440c9ab47f0"
"1158245","1","1","3","82dee6c8-e449-11ec-9416-9440c9ab47f0"
"1158250","1","1","1","749fc3a5-e449-11ec-9416-9440c9ab47f0"
"1158250","1","1","2","749fdb5f-e449-11ec-9416-9440c9ab47f0"
"1158250","1","1","3","749fcff3-e449-11ec-9416-9440c9ab47f0"
"1158250","1","1","4","749fe6b8-e449-11ec-9416-9440c9ab47f0"
"1158252","1","1","1","82a3e3e4-e449-11ec-9416-9440c9ab47f0"
"1158252","1","1","2","82a3f46f-e449-11ec-9416-9440c9ab47f0"
"1158252","1","1","3","82a402fc-e449-11ec-9416-9440c9ab47f0"
"1158252","1","1","4","82a40ff5-e449-11ec-9416-9440c9ab47f0"
"1158254","1","1","1","8780afde-e449-11ec-9416-9440c9ab47f0"
"1158254","1","1","2","8780bdaa-e449-11ec-9416-9440c9ab47f0"
"1158254","1","1","3","8780cb5a-e449-11ec-9416-9440c9ab47f0"
"1158255","1","1","1","7ace093a-e449-11ec-9416-9440c9ab47f0"
"1158255","1","1","3","7ace1fef-e449-11ec-9416-9440c9ab47f0"
"1158256","1","1","1","667eac38-e449-11ec-9416-9440c9ab47f0"
"1158256","1","1","3","667ee31e-e449-11ec-9416-9440c9ab47f0"
"1158259","1","1","1","74e03cc0-e449-11ec-9416-9440c9ab47f0"
"1158259","1","1","2","74e0480b-e449-11ec-9416-9440c9ab47f0"
"1158259","1","1","3","74e0531a-e449-11ec-9416-9440c9ab47f0"
"1158260","1","1","1","82e7878e-e449-11ec-9416-9440c9ab47f0"
"1158260","1","1","3","82e795dc-e449-11ec-9416-9440c9ab47f0"
"1158262","1","1","1","87849467-e449-11ec-9416-9440c9ab47f0"
"1158262","1","1","2","8784bdc8-e449-11ec-9416-9440c9ab47f0"
"1158262","1","1","3","8784a0b9-e449-11ec-9416-9440c9ab47f0"
"1158264","1","1","1","6704115f-e449-11ec-9416-9440c9ab47f0"
"1158264","1","1","3","67041d8d-e449-11ec-9416-9440c9ab47f0"
"1158267","1","1","1","705d3398-e449-11ec-9416-9440c9ab47f0"
"1158267","1","1","2","705d421b-e449-11ec-9416-9440c9ab47f0"
"1158267","1","1","3","705d4e85-e449-11ec-9416-9440c9ab47f0"
"1158268","1","1","1","77b99c10-e449-11ec-9416-9440c9ab47f0"
"1158268","1","1","3","77b9a93c-e449-11ec-9416-9440c9ab47f0"
"1158269","1","1","1","6d8acbe6-e449-11ec-9416-9440c9ab47f0"
"1158269","1","1","2","6d8addc1-e449-11ec-9416-9440c9ab47f0"
"1158269","1","1","3","6d8afd75-e449-11ec-9416-9440c9ab47f0"
"1158270","1","1","1","788f1614-e449-11ec-9416-9440c9ab47f0"
"1158270","1","1","3","788f8f73-e449-11ec-9416-9440c9ab47f0"
"1158274","1","1","1","77051a0d-e449-11ec-9416-9440c9ab47f0"
"1158274","1","1","3","77052681-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","1","7b84b7b1-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","2","7b84c425-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","3","7b84cf86-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","4","7b84dbb7-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","6","7b84e829-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","1","87e27203-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","2","87e280be-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","3","87e28d62-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","4","87e299ae-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","6","87e2a5b7-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","1","7b526f24-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","2","7b527daa-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","3","7b528ba4-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","4","7b529c59-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","1","629978b6-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","2","62998455-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","3","62998f17-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","4","6299ce0b-e449-11ec-9416-9440c9ab47f0"
"1158281","1","1","1","761d2d0a-e449-11ec-9416-9440c9ab47f0"
"1158281","1","1","2","761d396b-e449-11ec-9416-9440c9ab47f0"
"1158281","1","1","3","761d4643-e449-11ec-9416-9440c9ab47f0"
"1158282","1","1","1","6e1143c1-e449-11ec-9416-9440c9ab47f0"
"1158282","1","1","2","6e114f26-e449-11ec-9416-9440c9ab47f0"
"1158282","1","1","3","6e1180e6-e449-11ec-9416-9440c9ab47f0"
"1158285","1","1","1","6efb3adc-e449-11ec-9416-9440c9ab47f0"
"1158285","1","1","2","6efb47e4-e449-11ec-9416-9440c9ab47f0"
"1158285","1","1","3","6efb5337-e449-11ec-9416-9440c9ab47f0"
"1158286","1","1","1","88cbb852-e449-11ec-9416-9440c9ab47f0"
"1158286","1","1","2","88cbc5cb-e449-11ec-9416-9440c9ab47f0"
"1158286","1","1","3","88cbd335-e449-11ec-9416-9440c9ab47f0"
"1158288","1","1","1","83460efc-e449-11ec-9416-9440c9ab47f0"
"1158288","1","1","2","83461d84-e449-11ec-9416-9440c9ab47f0"
"1158288","1","1","3","83462b37-e449-11ec-9416-9440c9ab47f0"
"1158289","1","1","1","750aaec1-e449-11ec-9416-9440c9ab47f0"
"1158289","1","1","2","750b9ba6-e449-11ec-9416-9440c9ab47f0"
"1158289","1","1","3","750bad99-e449-11ec-9416-9440c9ab47f0"
"1158290","1","1","1","6ed3c670-e449-11ec-9416-9440c9ab47f0"
"1158290","1","1","2","6ed3d4f5-e449-11ec-9416-9440c9ab47f0"
"1158290","1","1","3","6ed3dfe9-e449-11ec-9416-9440c9ab47f0"
"1158292","1","1","1","7185a8fe-e449-11ec-9416-9440c9ab47f0"
"1158292","1","1","2","7185b6d6-e449-11ec-9416-9440c9ab47f0"
"1158292","1","1","4","7185ca6d-e449-11ec-9416-9440c9ab47f0"
"1158292","1","1","5","7185d944-e449-11ec-9416-9440c9ab47f0"
"1158293","1","1","1","6b5dace2-e449-11ec-9416-9440c9ab47f0"
"1158293","1","1","2","6b5dbd83-e449-11ec-9416-9440c9ab47f0"
"1158293","1","1","3","6b5dc959-e449-11ec-9416-9440c9ab47f0"
"1158312","1","1","1","7bd18610-e449-11ec-9416-9440c9ab47f0"
"1158312","1","1","2","7bd1a2fd-e449-11ec-9416-9440c9ab47f0"
"1158312","1","1","3","7bd1b1e5-e449-11ec-9416-9440c9ab47f0"
"1158312","1","1","4","7bd234fc-e449-11ec-9416-9440c9ab47f0"
"1158312","1","1","5","7bd25672-e449-11ec-9416-9440c9ab47f0"
"1158312","1","1","6","7bd265ff-e449-11ec-9416-9440c9ab47f0"
"1158313","1","1","1","80e10e3c-e449-11ec-9416-9440c9ab47f0"
"1158313","1","1","2","80e11af7-e449-11ec-9416-9440c9ab47f0"
"1158313","1","1","3","80e12820-e449-11ec-9416-9440c9ab47f0"
"1158313","1","1","4","80e13485-e449-11ec-9416-9440c9ab47f0"
"1158313","1","1","5","80e14bea-e449-11ec-9416-9440c9ab47f0"
"1158313","1","1","6","80e14040-e449-11ec-9416-9440c9ab47f0"
"1158314","1","1","1","83016920-e449-11ec-9416-9440c9ab47f0"
"1158314","1","1","2","83017912-e449-11ec-9416-9440c9ab47f0"
"1158314","1","1","3","83018674-e449-11ec-9416-9440c9ab47f0"
"1158314","1","1","4","83019277-e449-11ec-9416-9440c9ab47f0"
"1158314","1","1","5","83019e29-e449-11ec-9416-9440c9ab47f0"
"1158314","1","1","6","8301a9a1-e449-11ec-9416-9440c9ab47f0"
"1158315","1","1","1","7d0e8364-e449-11ec-9416-9440c9ab47f0"
"1158315","1","1","2","7d0e92d5-e449-11ec-9416-9440c9ab47f0"
"1158315","1","1","3","7d0ea087-e449-11ec-9416-9440c9ab47f0"
"1158315","1","1","4","7d0ead9f-e449-11ec-9416-9440c9ab47f0"
"1158315","1","1","5","7d0ebdc9-e449-11ec-9416-9440c9ab47f0"
"1158315","1","1","6","7d0eccd7-e449-11ec-9416-9440c9ab47f0"
"1158316","1","1","1","7ebf5e0d-e449-11ec-9416-9440c9ab47f0"
"1158316","1","1","2","7ebf6bf5-e449-11ec-9416-9440c9ab47f0"
"1158316","1","1","3","7ebf7b3a-e449-11ec-9416-9440c9ab47f0"
"1158316","1","1","4","7ebf8937-e449-11ec-9416-9440c9ab47f0"
"1158316","1","1","5","7ebf95ee-e449-11ec-9416-9440c9ab47f0"
"1158316","1","1","6","7ebfa251-e449-11ec-9416-9440c9ab47f0"
"1158317","1","1","1","7f76f208-e449-11ec-9416-9440c9ab47f0"
"1158317","1","1","2","7f76ffd3-e449-11ec-9416-9440c9ab47f0"
"1158317","1","1","3","7f771299-e449-11ec-9416-9440c9ab47f0"
"1158317","1","1","4","7f771ef9-e449-11ec-9416-9440c9ab47f0"
"1158317","1","1","5","7f7737c9-e449-11ec-9416-9440c9ab47f0"
"1158317","1","1","6","7f772baa-e449-11ec-9416-9440c9ab47f0"
"1158319","1","1","1","7ec572a2-e449-11ec-9416-9440c9ab47f0"
"1158319","1","1","2","7ec5837a-e449-11ec-9416-9440c9ab47f0"
"1158319","1","1","3","7ec59163-e449-11ec-9416-9440c9ab47f0"
"1158319","1","1","4","7ec5a0f3-e449-11ec-9416-9440c9ab47f0"
"1158319","1","1","5","7ec5af9f-e449-11ec-9416-9440c9ab47f0"
"1158319","1","1","6","7ec5c07d-e449-11ec-9416-9440c9ab47f0"
"1158355","1","1","-66","6fcf7b4e-e449-11ec-9416-9440c9ab47f0"
"1158355","1","1","1","6fcf4988-e449-11ec-9416-9440c9ab47f0"
"1158355","1","1","2","6fcf6fc5-e449-11ec-9416-9440c9ab47f0"
"1158355","1","1","3","6fcf5730-e449-11ec-9416-9440c9ab47f0"
"1158355","1","1","6","6fcf6303-e449-11ec-9416-9440c9ab47f0"
"1158358","1","1","1","7a42fa69-e449-11ec-9416-9440c9ab47f0"
"1158358","1","1","2","7a430759-e449-11ec-9416-9440c9ab47f0"
"1158358","1","1","3","7a4313b7-e449-11ec-9416-9440c9ab47f0"
"1158358","1","1","4","7a43231c-e449-11ec-9416-9440c9ab47f0"
"1158359","1","1","1","7eb54187-e449-11ec-9416-9440c9ab47f0"
"1158359","1","1","2","7eb55203-e449-11ec-9416-9440c9ab47f0"
"1158359","1","1","3","7eb56099-e449-11ec-9416-9440c9ab47f0"
"1158359","1","1","4","7eb56e93-e449-11ec-9416-9440c9ab47f0"
"1158447","1","1","-66","89eb9538-e512-11ec-9416-9440c9ab47f0"
"1158450","1","1","1","a6da69e2-e512-11ec-9416-9440c9ab47f0"
"1158450","1","1","2","a6da77be-e512-11ec-9416-9440c9ab47f0"
"1158450","1","1","3","a6da85a7-e512-11ec-9416-9440c9ab47f0"
"1158450","1","1","4","a6da9331-e512-11ec-9416-9440c9ab47f0"
"1158450","1","1","5","a6da9e42-e512-11ec-9416-9440c9ab47f0"
"1158450","1","1","6","a6daaac7-e512-11ec-9416-9440c9ab47f0"
"1158451","1","1","1","a0d9c2f8-e512-11ec-9416-9440c9ab47f0"
"1158451","1","1","2","a0d9d0c7-e512-11ec-9416-9440c9ab47f0"
"1158451","1","1","3","a0d9dc09-e512-11ec-9416-9440c9ab47f0"
"1158451","1","1","4","a0d9e759-e512-11ec-9416-9440c9ab47f0"
"1158451","1","1","5","a0d9f42c-e512-11ec-9416-9440c9ab47f0"
"1158451","1","1","6","a0d9fedd-e512-11ec-9416-9440c9ab47f0"
"1158452","1","1","1","aa36c56d-e512-11ec-9416-9440c9ab47f0"
"1158452","1","1","2","aa36d226-e512-11ec-9416-9440c9ab47f0"
"1158452","1","1","3","aa36dd15-e512-11ec-9416-9440c9ab47f0"
"1158452","1","1","4","aa36e811-e512-11ec-9416-9440c9ab47f0"
"1158452","1","1","5","aa36faf1-e512-11ec-9416-9440c9ab47f0"
"1158452","1","1","6","aa37050e-e512-11ec-9416-9440c9ab47f0"
"1158453","1","1","1","a7bf0449-e512-11ec-9416-9440c9ab47f0"
"1158453","1","1","2","a7bf116f-e512-11ec-9416-9440c9ab47f0"
"1158453","1","1","3","a7bf1c51-e512-11ec-9416-9440c9ab47f0"
"1158453","1","1","4","a7bf26a6-e512-11ec-9416-9440c9ab47f0"
"1158453","1","1","5","a7bf31c0-e512-11ec-9416-9440c9ab47f0"
"1158454","1","1","1","a6d61601-e512-11ec-9416-9440c9ab47f0"
"1158454","1","1","2","a6d6239a-e512-11ec-9416-9440c9ab47f0"
"1158454","1","1","3","a6d63110-e512-11ec-9416-9440c9ab47f0"
"1158454","1","1","4","a6d63dd1-e512-11ec-9416-9440c9ab47f0"
"1158454","1","1","5","a6d64bcc-e512-11ec-9416-9440c9ab47f0"
"1158454","1","1","6","a6d656bb-e512-11ec-9416-9440c9ab47f0"
"1158455","1","1","1","a3b47831-e512-11ec-9416-9440c9ab47f0"
"1158455","1","1","2","a3b485f0-e512-11ec-9416-9440c9ab47f0"
"1158455","1","1","3","a3b4910f-e512-11ec-9416-9440c9ab47f0"
"1158455","1","1","4","a3b4a38a-e512-11ec-9416-9440c9ab47f0"
"1158455","1","1","5","a3b4ae9b-e512-11ec-9416-9440c9ab47f0"
"1158455","1","1","6","a3b4b9f7-e512-11ec-9416-9440c9ab47f0"
"1158456","1","1","1","ad87db6c-e512-11ec-9416-9440c9ab47f0"
"1158456","1","1","2","ad87e8a7-e512-11ec-9416-9440c9ab47f0"
"1158456","1","1","3","ad87f580-e512-11ec-9416-9440c9ab47f0"
"1158456","1","1","4","ad8803bb-e512-11ec-9416-9440c9ab47f0"
"1158456","1","1","5","ad880fc9-e512-11ec-9416-9440c9ab47f0"
"1158456","1","1","6","ad881be8-e512-11ec-9416-9440c9ab47f0"
"1158457","1","1","1","b2187ebd-e512-11ec-9416-9440c9ab47f0"
"1158457","1","1","2","b2188d99-e512-11ec-9416-9440c9ab47f0"
"1158457","1","1","3","b2189ab7-e512-11ec-9416-9440c9ab47f0"
"1158457","1","1","4","b218a674-e512-11ec-9416-9440c9ab47f0"
"1158457","1","1","5","b218b2db-e512-11ec-9416-9440c9ab47f0"
"1158457","1","1","6","b218bf82-e512-11ec-9416-9440c9ab47f0"
"1158458","1","1","1","b013926e-e512-11ec-9416-9440c9ab47f0"
"1158458","1","1","2","b0139f99-e512-11ec-9416-9440c9ab47f0"
"1158458","1","1","3","b013ab55-e512-11ec-9416-9440c9ab47f0"
"1158458","1","1","5","b013b6fd-e512-11ec-9416-9440c9ab47f0"
"1158458","1","1","6","b013c1fb-e512-11ec-9416-9440c9ab47f0"
"1158460","1","1","1","89a1278a-e512-11ec-9416-9440c9ab47f0"
"1158460","1","1","2","89a16c4c-e512-11ec-9416-9440c9ab47f0"
"1158460","1","1","3","89a1b066-e512-11ec-9416-9440c9ab47f0"
"1158460","1","1","4","89a1eb7c-e512-11ec-9416-9440c9ab47f0"
"1158460","1","1","5","89a20f77-e512-11ec-9416-9440c9ab47f0"
"1158462","1","1","1","a45f2815-e512-11ec-9416-9440c9ab47f0"
"1158462","1","1","2","a45f420a-e512-11ec-9416-9440c9ab47f0"
"1158462","1","1","3","a45f36a9-e512-11ec-9416-9440c9ab47f0"
"1158462","1","1","4","a45f5a50-e512-11ec-9416-9440c9ab47f0"
"1158462","1","1","5","a45f4d1c-e512-11ec-9416-9440c9ab47f0"
"1158466","1","1","1","8b9a7939-e512-11ec-9416-9440c9ab47f0"
"1158466","1","1","2","8b9a84e8-e512-11ec-9416-9440c9ab47f0"
"1158466","1","1","3","8b9a90f6-e512-11ec-9416-9440c9ab47f0"
"1158468","1","1","1","9155cf69-e512-11ec-9416-9440c9ab47f0"
"1158468","1","1","2","9155dbfa-e512-11ec-9416-9440c9ab47f0"
"1158468","1","1","3","9155e7b4-e512-11ec-9416-9440c9ab47f0"
"1158469","1","1","1","a8f3486a-e512-11ec-9416-9440c9ab47f0"
"1158469","1","1","2","a8f35848-e512-11ec-9416-9440c9ab47f0"
"1158469","1","1","3","a8f36546-e512-11ec-9416-9440c9ab47f0"
"1158469","1","1","4","a8f372a1-e512-11ec-9416-9440c9ab47f0"
"1158469","1","1","5","a8f37f9a-e512-11ec-9416-9440c9ab47f0"
"1158470","1","1","1","aef08bee-e512-11ec-9416-9440c9ab47f0"
"1158470","1","1","2","aef09bb3-e512-11ec-9416-9440c9ab47f0"
"1158470","1","1","3","aef0b4dd-e512-11ec-9416-9440c9ab47f0"
"1158470","1","1","4","aef0a94b-e512-11ec-9416-9440c9ab47f0"
"1158470","1","1","5","aef0bfc2-e512-11ec-9416-9440c9ab47f0"
"1158471","1","1","1","98fb668d-e512-11ec-9416-9440c9ab47f0"
"1158471","1","1","2","98fb7606-e512-11ec-9416-9440c9ab47f0"
"1158471","1","1","3","98fb820c-e512-11ec-9416-9440c9ab47f0"
"1158476","1","1","1","b151344b-e512-11ec-9416-9440c9ab47f0"
"1158476","1","1","2","b1514266-e512-11ec-9416-9440c9ab47f0"
"1158476","1","1","3","b1514dc8-e512-11ec-9416-9440c9ab47f0"
"1158476","1","1","4","b15158f3-e512-11ec-9416-9440c9ab47f0"
"1158477","1","1","1","962f3e73-e512-11ec-9416-9440c9ab47f0"
"1158477","1","1","2","962f4c2e-e512-11ec-9416-9440c9ab47f0"
"1158477","1","1","3","962f64fb-e512-11ec-9416-9440c9ab47f0"
"1158477","1","1","4","962f5977-e512-11ec-9416-9440c9ab47f0"
"1158477","1","1","5","962f72ca-e512-11ec-9416-9440c9ab47f0"
"1158478","1","1","1","ab1d4dc3-e512-11ec-9416-9440c9ab47f0"
"1158478","1","1","2","ab1d5a84-e512-11ec-9416-9440c9ab47f0"
"1158478","1","1","3","ab1d66a2-e512-11ec-9416-9440c9ab47f0"
"1158478","1","1","4","ab1d7229-e512-11ec-9416-9440c9ab47f0"
"1158479","1","1","1","afc64c87-e512-11ec-9416-9440c9ab47f0"
"1158479","1","1","2","afc65c91-e512-11ec-9416-9440c9ab47f0"
"1158479","1","1","3","afc66a04-e512-11ec-9416-9440c9ab47f0"
"1158479","1","1","4","afc677b2-e512-11ec-9416-9440c9ab47f0"
"1158479","1","1","5","afc6856a-e512-11ec-9416-9440c9ab47f0"
"1158479","1","1","8","afc695de-e512-11ec-9416-9440c9ab47f0"
"1158481","1","1","1","b1160097-e512-11ec-9416-9440c9ab47f0"
"1158481","1","1","2","b1160f62-e512-11ec-9416-9440c9ab47f0"
"1158481","1","1","3","b1163423-e512-11ec-9416-9440c9ab47f0"
"1158481","1","1","4","b1167624-e512-11ec-9416-9440c9ab47f0"
"1158485","1","1","1","91c22743-e512-11ec-9416-9440c9ab47f0"
"1158485","1","1","2","91c23539-e512-11ec-9416-9440c9ab47f0"
"1158485","1","1","3","91c24644-e512-11ec-9416-9440c9ab47f0"
"1158485","1","1","4","91c28268-e512-11ec-9416-9440c9ab47f0"
"1158603","1","1","1","a9a6afd4-e512-11ec-9416-9440c9ab47f0"
"1158603","1","1","3","a9a6bd5c-e512-11ec-9416-9440c9ab47f0"
"1158604","1","1","1","a1d6999c-e512-11ec-9416-9440c9ab47f0"
"1158604","1","1","3","a1d6a6c8-e512-11ec-9416-9440c9ab47f0"
"1158605","1","1","1","a45325d6-e512-11ec-9416-9440c9ab47f0"
"1158605","1","1","3","a4533140-e512-11ec-9416-9440c9ab47f0"
"1158606","1","1","1","ac6e4f18-e512-11ec-9416-9440c9ab47f0"
"1158606","1","1","2","ac6e68c0-e512-11ec-9416-9440c9ab47f0"
"1158606","1","1","3","ac6e5d1c-e512-11ec-9416-9440c9ab47f0"
"1158618","1","1","2","991c4d78-e512-11ec-9416-9440c9ab47f0"
"1158618","1","1","3","991c5d8c-e512-11ec-9416-9440c9ab47f0"
"1158618","1","1","4","991cc20a-e512-11ec-9416-9440c9ab47f0"
"1158622","1","1","1","b17eea25-e512-11ec-9416-9440c9ab47f0"
"1158622","1","1","2","b17ef5bc-e512-11ec-9416-9440c9ab47f0"
"1158622","1","1","3","b17f00cc-e512-11ec-9416-9440c9ab47f0"
"1158625","1","1","1","afa4900d-e512-11ec-9416-9440c9ab47f0"
"1158625","1","1","2","afa49c37-e512-11ec-9416-9440c9ab47f0"
"1158625","1","1","3","afa4a6eb-e512-11ec-9416-9440c9ab47f0"
"1158786","1","1","1","8d1abe46-e512-11ec-9416-9440c9ab47f0"
"1158786","1","1","2","8d1adf46-e512-11ec-9416-9440c9ab47f0"
"1158786","1","1","3","8d1afc91-e512-11ec-9416-9440c9ab47f0"
"1158786","1","1","4","8d1b1d95-e512-11ec-9416-9440c9ab47f0"
"1158787","1","1","1","aedec96f-e512-11ec-9416-9440c9ab47f0"
"1158787","1","1","3","aeded70b-e512-11ec-9416-9440c9ab47f0"
"1158787","1","1","6","aedee195-e512-11ec-9416-9440c9ab47f0"
"1158788","1","1","1","a7793196-e512-11ec-9416-9440c9ab47f0"
"1158788","1","1","2","a77940ba-e512-11ec-9416-9440c9ab47f0"
"1158788","1","1","3","a7794dbf-e512-11ec-9416-9440c9ab47f0"
"1158788","1","1","4","a77959df-e512-11ec-9416-9440c9ab47f0"
"1158788","1","1","6","a7796527-e512-11ec-9416-9440c9ab47f0"
"1158915","1","1","1","a3748015-e512-11ec-9416-9440c9ab47f0"
"1158915","1","1","3","a3748bb0-e512-11ec-9416-9440c9ab47f0"
"1158920","1","1","1","93ae4c95-e512-11ec-9416-9440c9ab47f0"
"1158920","1","1","3","93ae59ae-e512-11ec-9416-9440c9ab47f0"
"1158923","1","1","1","b3c655f0-e512-11ec-9416-9440c9ab47f0"
"1158938","1","1","1","9d0778fc-e512-11ec-9416-9440c9ab47f0"
"1158938","1","1","2","9d078681-e512-11ec-9416-9440c9ab47f0"
"1158938","1","1","4","9d07938f-e512-11ec-9416-9440c9ab47f0"
"1158938","1","1","5","9d07a04c-e512-11ec-9416-9440c9ab47f0"
"1158939","1","1","1","9d9f5d03-e512-11ec-9416-9440c9ab47f0"
"1158939","1","1","2","9d9f6a9c-e512-11ec-9416-9440c9ab47f0"
"1158939","1","1","4","9d9f7756-e512-11ec-9416-9440c9ab47f0"
"1158939","1","1","5","9d9f8325-e512-11ec-9416-9440c9ab47f0"
"1158941","1","1","1","8aea0e81-e512-11ec-9416-9440c9ab47f0"
"1158941","1","1","2","8aea1d5b-e512-11ec-9416-9440c9ab47f0"
"1158941","1","1","4","8aeb8bf1-e512-11ec-9416-9440c9ab47f0"
"1158942","1","1","1","946be25b-e512-11ec-9416-9440c9ab47f0"
"1158942","1","1","2","946c3356-e512-11ec-9416-9440c9ab47f0"
"1158943","1","1","1","a082d1ca-e512-11ec-9416-9440c9ab47f0"
"1158943","1","1","2","a082e1f9-e512-11ec-9416-9440c9ab47f0"
"1158947","1","1","1","91746019-e512-11ec-9416-9440c9ab47f0"
"1158947","1","1","2","917474c7-e512-11ec-9416-9440c9ab47f0"
"1158947","1","1","4","917481f2-e512-11ec-9416-9440c9ab47f0"
"1158952","1","1","2","8d6d398f-e512-11ec-9416-9440c9ab47f0"
"1158952","1","1","3","8d6d4919-e512-11ec-9416-9440c9ab47f0"
"1158954","1","1","1","995d54d0-e512-11ec-9416-9440c9ab47f0"
"1158954","1","1","2","995d602b-e512-11ec-9416-9440c9ab47f0"
"1158954","1","1","3","995d6fc9-e512-11ec-9416-9440c9ab47f0"
"1158955","1","1","2","a88a931a-e512-11ec-9416-9440c9ab47f0"
"1158955","1","1","3","a88a7813-e512-11ec-9416-9440c9ab47f0"
"1158955","1","1","4","a88a85b4-e512-11ec-9416-9440c9ab47f0"
"1158956","1","1","2","9a279647-e512-11ec-9416-9440c9ab47f0"
